섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,145A,L is B Corp,tse,2026-08-05,894,894,884,894,+7.58%,+3.23%,4,0.45,"2,900",2,N/A
IT 서비스 및 컨설팅,57201010,334A,Visual Processing Japan Co Ltd,tse,2026-06-15,960,961,937,961,+1.59%,+5.03%,1,0.1,"7,100",6,N/A
경영 지원 서비스,52203040,300A,MIC Co Ltd,tse,2026-08-07,"3,120","3,265","3,150","3,170",+21.74%,+7.20%,50,1.6,"26,400",83,N/A
경영 지원 서비스,52203040,369A,A-tie Co Ltd,tse,2026-07-15,"2,421","2,440","2,356","2,430",+5.42%,+4.20%,75,3.18,"5,700",13,N/A
경영 지원 서비스,52203040,372A,Rent Corp,tse,2026-07-29,"5,580","5,590","5,520","5,580",+5.96%,+2.76%,110,2.01,"3,200",17,N/A
광고 및 마케팅,53302010,542A,Vitabrid Japan Inc,tse,2026-08-06,"1,092","1,119","1,090","1,114",+11.29%,+6.20%,31,2.86,"21,400",23,N/A
레스토랑 및 바,53301020,274A,Garden Co Ltd,tse,2026-08-05,"2,341","2,347","2,341","2,347",+4.68%,+1.56%,10,0.43,"2,700",6,N/A
레스토랑 및 바,53301020,428A,Cypress Holdings Co Ltd,tse,2026-07-21,"1,408","1,420","1,394","1,408",+41.51%,+5.07%,24,1.73,"10,200",14,N/A
반도체,57101010,167A,Ryoyo Ryosan Holdings Inc,tse,2026-08-07,"3,090","3,215","2,938","3,205",+13.98%,+9.80%,115,3.72,"233,200",747,N/A
비즈니스 지원 용품,52203060,423A,Lion Office Products Corp,tse,2026-07-31,314,320,316,320,+5.61%,+2.24%,6,1.91,"41,800",13,N/A
생명 공학 및 의학 연구,56202010,206A,PRISM BioLab Co Ltd,tse,2026-05-15,171,175,160,172,+2.38%,+9.55%,12,7.5,"179,800",30,N/A
생명 공학 및 의학 연구,56202010,219A,Heartseed Inc.,tse,2026-08-06,"1,823","1,867","1,753","1,855",+5.40%,+11.08%,43,2.37,"135,200",250,N/A
소프트웨어,57201020,208A,Kozo Keikaku Engineering Holdings Inc,tse,2026-05-25,"2,982.02","3,100","2,995","3,075",+2.78%,+7.11%,108,3.64,"32,400",99,N/A
손해보험,55301020,471A,NS Group Inc,tse,2026-07-08,"1,544","1,575","1,512","1,569",+5.20%,+5.37%,51,3.36,"253,500",397,N/A
여가 및 오락시설,53301040,212A,Fit Easy Inc,tse,2026-08-07,"3,005","3,140","3,050","3,100",+31.08%,+14.73%,95,3.16,"111,900",346,N/A
여가 및 오락시설,53301040,352A,LOIVE Co Ltd,tse,2026-08-05,534,557,518,540,+9.09%,+8.65%,24,4.65,"12,600",6,N/A
"오일, 가스 정제 및 마케팅",50102030,416A,Fuji United Holdings Co Ltd,tse,2026-07-14,"1,215","1,310","1,244","1,305",+9.11%,+10.31%,115,9.66,"53,100",69,N/A
의료 시설 및 서비스,56102010,286A,EUCALIA Inc.,tse,2026-05-15,823,825,818,825,-0.36%,+1.73%,7,0.86,900,0,N/A
"의료 장비, 물품 및 유통",56101020,368A,Kitazato Corp(Shizuoka),tse,2026-08-07,"1,491","1,551","1,504","1,537",+27.13%,+4.99%,46,3.09,"139,000",213,N/A
전자 장비 및 부품,57104010,287A,Kuroda Group Co.  Ltd.,tse,2026-08-05,"1,149","1,205","1,139","1,174",+23.32%,+7.41%,33,2.89,"945,000","1,109",N/A
전자 장비 및 부품,57104010,546A,Miraini Holdings Co Ltd,tse,2026-08-05,"2,661","2,716","2,599","2,700",+34.73%,+12.92%,62,2.35,"194,800",525,N/A
