섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,002178,Shanghai Yanhua Smartech Group Co Ltd Class A,szse,2026-05-18,0.25,0.26,0.23,0.25,+9.91%,+25.62%,0.03,11.35,"7,635,700",1,N/A
IT 서비스 및 컨설팅,57201010,002232,Qiming Information Technology Co Ltd Class A,szse,2026-08-10,6.80,6.89,6.71,6.81,+15.08%,+3.97%,0.01,0.22,"2,573,000",17,N/A
가정용 가구,53204040,002293,Luolai Lifestyle Technology Co Ltd Class A,szse,2026-07-15,"2,752","2,781","2,736","2,765",+3.75%,+1.65%,16,0.58,700,1,N/A
가정용 전자 제품,57106030,001308,Shenzhen KTC Technology Co Ltd Class A,szse,2026-08-10,40.24,40.84,40.02,40.28,+15.81%,+4.51%,0.04,0.1,"4,341,680",174,N/A
건설 및 엔지니어링,52201020,002307,Xinjiang Beixin Road & Bridge Group Co Ltd Class A,szse,2026-08-10,"1,024","1,033","1,017","1,028",+11.14%,+5.87%,4,0.39,"8,100",8,N/A
건설 자재 및 비품,53203020,002108,Cangzhou Mingzhu Plastic Co Ltd Class A,szse,2026-08-10,"5,280","5,390","5,110","5,310",+25.24%,+6.41%,30,0.57,"15,900",84,N/A
건설 자재 및 비품,53203020,002798,DO&SHUIHUA Group Co Ltd Class A,szse,2026-08-06,"3,045","3,055","3,040","3,055",+2.21%,+0.83%,10,0.33,"2,100",6,N/A
경영 지원 서비스,52203040,002268,CETC Cyberspace Security Technology Co Ltd Class A,szse,2026-07-06,63.45,65.50,62.50,64.25,+18.76%,+16.08%,1.70,2.72,"8,461,560",543,N/A
고속도로 및 철도,52407030,001965,China Merchants Expressway Network Technology Holdings Co Ltd Class A,szse,2026-08-10,0.15,0.15,0.14,0.15,+5.71%,+8.03%,0.00,0.68,"665,000",0,N/A
광고 및 마케팅,53302010,002181,Guangdong Guangzhou Daily Media Co Ltd Class A,szse,2026-08-10,282.20,287.40,282.70,285.20,+20.69%,+11.89%,3,1.06,"3,017,200",860,N/A
농화학제,51101020,002538,Anhui Sierte Fertilizer Industry Ltd Co Class A,szse,2026-08-10,7.18,7.42,7.19,7.29,+12.02%,+5.96%,0.11,1.53,"19,703,341",143,N/A
농화학제,51101020,002556,Anhui Huilong Agricultural Means of Production Co Ltd Class A,szse,2026-08-05,47.56,48.88,46.64,48.22,+19.30%,+4.83%,1.62,3.48,"8,015,496",386,N/A
농화학제,51101020,002734,Limin Group Co Ltd Class A,szse,2026-07-30,"1,168","1,187","1,172","1,180",+18.73%,+2.97%,17,1.46,"61,400",72,N/A
민자 발전 사업,59101020,001258,Xinjiang Lixin Energy Co Ltd Class A,szse,2026-08-10,14.48,15.93,13.10,15.93,+71.29%,+18.88%,1.45,10.01,"243,695,148","3,882",N/A
반도체,57101010,002017,Eastcompeace Technology Co Ltd Class A,szse,2026-08-10,0.46,0.47,0.41,0.46,+94.92%,+70.37%,0.00,1.1,"2,126,000",0,N/A
반도체,57101010,002436,Shenzhen Fastprint Circuit Tech Co Ltd Class A,szse,2026-08-10,639,660,636,640,+25.12%,+4.92%,1,0.16,"11,500",7,N/A
부동산 서비스,60101020,001914,China Merchants Property Operation & Service Co Ltd Class A,szse,2026-07-29,732,740,726,733,+6.85%,+2.37%,11,1.52,"22,100",16,N/A
"부동산 임대, 개발 및 운영",60101010,000002,China Vanke Co.  Ltd. Class A,szse,2026-07-30,78.20,78.40,77.55,78.40,+2.55%,+1.95%,0.45,0.58,"3,347,359",262,N/A
"부동산 임대, 개발 및 운영",60101010,000838,CASIN Real Estate Development Group Co Ltd Class A,szse,2026-07-31,2.50,2.65,2.46,2.62,+32.99%,+4.80%,0.15,6.07,"76,427,470",200,N/A
"부동산 임대, 개발 및 운영",60101010,000656,Jinke Property Group Co Ltd Class A,szse,2026-08-10,5.12,5.24,5.11,5.15,+26.54%,+5.97%,0.03,0.49,"19,642,022",101,N/A
"부동산 임대, 개발 및 운영",60101010,002146,Risesun Real Estate Development Co Ltd Class A,szse,2026-08-10,221,228,218,226,+24.18%,+26.26%,5,2.26,"3,828,300",865,N/A
산업용 기계 및 장비,52102010,002031,Greatoo Intelligent Equipment Inc Class A,szse,2026-07-24,0.43,0.44,0.44,0.44,+18.92%,+6.02%,0.01,2.33,"5,000",0,N/A
산업용 기계 및 장비,52102010,002122,HuiZhou Intelligence Technology Group Co Ltd Class A,szse,2026-08-10,"1,419","1,426","1,420","1,426",+14.08%,+1.86%,7,0.49,"2,900",4,N/A
산업용 기계 및 장비,52102010,300171,Tofflon Science and Technology Group Co Ltd Class A,szse,2026-08-10,13.12,14.31,12.96,13.79,+9.50%,+8.16%,0.67,5.11,"34,720,345",478,N/A
상품 화학,51101010,000301,Jiangsu Eastern Shenghong Co Ltd Class A,szse,2026-08-07,7,7.34,6.86,7.01,+257.65%,+6.21%,0.12,1.74,"1,210,000",8,N/A
상품 화학,51101010,000408,Zangge Mining Co Ltd Class A,szse,2026-08-10,2.62,2.62,2.55,2.62,+12.02%,+3.77%,0,0.0,"102,000",0,N/A
상품 화학,51101010,002326,Zhejiang Yongtai Technology Co Ltd Class A,szse,2026-08-10,"4,690","4,930","4,800","4,875",+14.98%,+12.72%,185,3.94,"79,900",389,N/A
상품 화학,51101010,003002,Shanxi Huhua Group Co Ltd Class A,szse,2026-08-10,"4,190","4,205","4,180","4,200",+12.45%,+5.00%,10,0.24,"35,600",149,N/A
생명 공학 및 의학 연구,56202010,300676,BGI Genomics Co Ltd Class A,szse,2026-08-10,40.69,42.56,40.26,41.27,+1.28%,+5.85%,0.58,1.43,"13,401,643",553,N/A
생명 공학 및 의학 연구,56202010,300759,Pharmaron Beijing Co Ltd Class A,szse,2026-08-10,47.03,50.23,46,47.59,+78.98%,+19.21%,0.56,1.19,"117,850,698","5,608",N/A
생명 공학 및 의학 연구,56202010,301047,Sino Biological Inc Class A,szse,2026-08-10,113.61,126.98,111.35,118.98,+72.26%,+42.35%,5.37,4.73,"14,756,118","1,755",N/A
생명 공학 및 의학 연구,56202010,301333,R&G PharmaStudies Co Ltd Class A,szse,2026-07-16,59.44,69,57.40,62.61,+9.19%,+23.49%,4.61,7.95,"9,819,203",614,N/A
석탄,50101010,000571,Sundiro Holding Co Ltd Class A,szse,2026-08-07,7.37,7.55,6.78,7.38,+38.98%,+10.31%,0.26,3.65,"49,665,888",366,N/A
소프트웨어,57201020,002279,Beijing Join-Cheer Software Co Ltd Class A,szse,2026-08-10,2.49,2.55,2.41,2.53,+12.38%,+6.30%,0.04,1.61,"161,500",0,N/A
소프트웨어,57201020,300996,Pansoft Co Ltd Class A,szse,2026-08-06,20.31,20.93,18.44,20.68,+67.45%,+14.57%,1.18,6.05,"100,216,060","2,072",N/A
식품 가공,54102020,000019,Shenzhen Cereals Holdings Co Ltd Class A,szse,2026-08-10,103.60,105.30,103.80,104.50,+18.62%,+6.74%,0.90,0.87,"1,222,757",127,N/A
식품 가공,54102020,000639,Xiwang Foodstuffs Co Ltd Class A,szse,2026-07-16,1.67,1.77,1.59,1.71,+9.62%,+11.04%,0.10,6.21,"115,868,672",198,N/A
식품 가공,54102020,002086,Shandong Oriental Ocean Sci-Tech Co Ltd Class A,szse,2026-08-10,2.02,2.03,1.97,2.02,+7.45%,+7.45%,0,0.0,"53,506,635",108,N/A
식품 가공,54102020,002507,Chongqing Fuling Zhacai Group Co Ltd Class A,szse,2026-08-10,45.28,46.48,44.70,45.86,+41.09%,+6.40%,0.58,1.28,"298,100",13,N/A
식품 가공,54102020,002481,Yantai Shuangta Food Co Ltd Class A,szse,2026-08-10,666,675,666,674,+1.60%,+4.01%,8,1.2,"6,200",4,N/A
식품 가공,54102020,300765,CSPC Innovation Pharmaceutical Co.  Ltd. Class A,szse,2026-07-15,42,45,39.02,43.31,+40.75%,+15.93%,2.53,6.2,"33,174,532","1,436",N/A
어업 및 농업,54102010,002458,Shandong Yisheng Livestock & Poultry Breeding Co Ltd Class A,szse,2026-08-10,9.99,10.99,10.45,10.52,+14.85%,+19.41%,0.53,5.31,"189,874,586","1,997",N/A
엔터테인먼트 제작,53302030,002343,Ciwen Media Co Ltd Class A,szse,2026-08-10,3.92,4.05,3.90,3.98,+15.70%,+22.46%,0.06,1.4,"33,708,041",134,N/A
여가 및 오락시설,53301040,002033,LiJiang YuLong Tourism Co Ltd Class A,szse,2026-08-10,8.83,8.98,8.80,8.85,+2.19%,+1.49%,0.02,0.23,"26,916,637",238,N/A
"오일, 가스 탐사 및 생산",50102020,300483,Sino Prima Gas Technology Co Ltd Class A,szse,2026-08-10,23.68,25,23.56,24.88,+20.19%,+13.82%,1.20,5.07,"18,744,606",466,N/A
온라인 서비스,57201030,003010,Guangzhou Ruoyuchen Technology Co Ltd Class A,szse,2026-05-19,28.23,29.98,27.30,29.26,+3.02%,+12.06%,1.61,5.82,"22,137,717",647,N/A
은행,55101010,002142,Bank of Ningbo Co Ltd Class A,szse,2026-08-10,14.63,16,14.60,15.50,+21.76%,+24.50%,0.87,5.95,"16,766,469",259,N/A
의류 및 액세서리,53202020,002154,Baoxiniao Holding Co Ltd Class A,szse,2026-05-19,4.31,4.41,4.26,4.32,-1.06%,+4.85%,0.04,0.93,"35,798,193",154,N/A
의류 및 액세서리,53202020,002612,Lancy Co Ltd Class A,szse,2026-08-10,16.75,17.20,16.18,16.89,+11.03%,+13.20%,0.14,0.84,"21,943,046",370,N/A
의류 및 액세서리,53202020,002832,BIEM.L.FDLKK Garment Co Ltd Class A,szse,2026-07-31,25.99,27.19,25.72,26.25,+28.46%,+3.75%,0.34,1.31,"17,688,974",464,N/A
의류 및 액세서리,53202020,002269,Shanghai Metersbonwe Fashion&Accessories Co Ltd Class A,szse,2026-08-10,"4,190","4,275","4,197","4,211",+13.78%,+15.34%,21,0.5,"282,200","1,188",N/A
의약품 소매,54301010,002727,Yixintang Pharmaceutical Co Ltd Class A,szse,2026-05-19,12.20,12.91,11.68,12.67,-0.25%,+9.89%,0.93,7.92,"43,634,302",552,N/A
"자동차, 트럭 및 오토바이 부품",53101020,002870,Guangdong Senssun Weighing Apparatus Group Ltd Class A,szse,2026-05-28,43.12,44.44,42.19,43.17,+4.55%,+10.52%,0.59,1.39,"5,271,462",227,N/A
전기 부품 및 장비,52102030,002518,Shenzhen Kstar Science & Technology Co Ltd Class A,szse,2026-08-03,45.20,45.48,44.82,45.40,+23.56%,+0.67%,1.40,3.18,"5,400",0,N/A
전기 부품 및 장비,52102030,002471,Jiangsu Zhongchao Holding Co Ltd Class A,szse,2026-08-10,284,286,284,285,+23.91%,+7.14%,1,0.35,"80,100",22,N/A
전자 장비 및 부품,57104010,002782,Shenzhen Click Technology Co Ltd Class A,szse,2026-08-10,"4,200","4,255","4,180","4,255",+18.19%,+7.18%,55,1.31,"67,900",288,N/A
제약,56201040,000661,Changchun High-Tech Industry Group Co Ltd Class A,szse,2026-05-19,83.21,91,82.11,86.80,+3.36%,+12.48%,3.80,4.58,"26,448,352","2,295",N/A
제약,56201040,002141,Infund Holding Co Ltd Class A,szse,2026-08-10,6.72,7.39,6.40,6.88,+93.26%,+25.55%,0.16,2.38,"389,802,133","2,681",N/A
제약,56201040,002262,Jiangsu Nhwa Pharmaceutical Co Ltd Class A,szse,2026-08-10,22.37,23.22,22.18,22.55,+9.02%,+2.92%,0.18,0.8,"19,638,231",442,N/A
제약,56201040,002437,HARBIN GLORIA PHARMACEUTICALS Co Ltd Class A,szse,2026-08-10,3.43,3.77,3.36,3.51,+11.43%,+18.18%,0.08,2.33,"589,932,482","2,070",N/A
제약,56201040,002390,Guizhou Xinbang Pharmaceutical Co Ltd Class A,szse,2026-08-05,8.58,8.77,8.51,8.61,+4.36%,+1.23%,0.11,1.29,"25,300",0,N/A
제약,56201040,002349,Jinghua Pharmaceutical Group Co Ltd Class A,szse,2026-08-05,"2,530","2,550","2,411","2,550",+11.84%,+1.03%,39,1.55,"1,300",3,N/A
제약,56201040,002653,Haisco Pharmaceutical Group Co.  Ltd. Class A,szse,2026-07-27,"2,848","2,849","2,846","2,849",+1.17%,+0.85%,4,0.14,"3,900",11,N/A
제약,56201040,300026,Tianjin Chase Sun Pharmaceutical Co Ltd Class A,szse,2026-08-04,3.46,3.60,3.38,3.49,+5.12%,+0.87%,0.08,2.35,"118,451,045",413,N/A
제약,56201040,300158,Shanxi Zhendong Pharmaceutical Co Ltd Class A,szse,2026-05-19,5.70,6.16,5.26,6.01,+5.44%,+19.25%,0.75,14.26,"115,048,569",691,N/A
제약,56201040,300199,Hybio Pharmaceutical Co Ltd Class A,szse,2026-07-06,25.80,26.95,24.84,25.89,+10.83%,+21.78%,0.65,2.58,"109,006,738","2,822",N/A
