섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,446A,Northsand Inc,tse,2026-08-19,"1,937","2,026","1,928","1,997",+61.96%,+15.77%,60,3.1,"344,100",687,N/A
IT 서비스 및 컨설팅,57201010,478A,Hutzper Inc,tse,2026-07-06,790,795,773,790,+1.54%,+6.04%,17,2.2,"38,600",30,N/A
IT 서비스 및 컨설팅,57201010,558A,Squeeze Inc,tse,2026-08-19,"5,510","5,680","5,320","5,600",+27.13%,+20.17%,90,1.63,"16,200",90,N/A
IT 서비스 및 컨설팅,57201010,590A,Giftee Group Inc,tse,2026-08-18,"1,318","1,433","1,320","1,429",+27.25%,+27.14%,141,10.95,"561,300",802,N/A
개인 생활 필수 용품,54201020,247A,Ai Robotics Inc,tse,2026-08-18,952,983,928,975,+24.68%,+16.07%,65,7.14,"923,500",900,N/A
생명 공학 및 의학 연구,56202010,130A,Veritas In Silico Inc,tse,2026-07-10,437,447,431,444,+11.28%,+9.36%,29,6.99,"48,700",21,N/A
생명 공학 및 의학 연구,56202010,219A,Heartseed Inc.,tse,2026-08-18,"2,062","2,248","2,017","2,238",+37.98%,+18.66%,228,11.34,"479,200","1,072",N/A
소프트웨어,57201020,269A,Sapeet Inc,tse,2026-05-25,"2,598","2,750","2,597","2,745",+5.62%,+11.36%,187,7.31,"20,700",56,N/A
소프트웨어,57201020,299A,Kurashiru  Inc.,tse,2026-08-03,"1,168","1,211","1,142","1,204",+10.46%,+5.34%,46,3.97,"125,500",151,N/A
소프트웨어,57201020,436A,CyberSolutions Inc,tse,2026-08-18,"1,157","1,166","1,153","1,165",+14.78%,+10.11%,16,1.39,"14,900",17,N/A
소프트웨어,57201020,545A,Toranvia Co Ltd,tse,2026-08-19,960,978,957,977,+12.30%,+5.05%,17,1.77,"57,000",55,N/A
온라인 서비스,57201030,264A,Schoo Inc,tse,2026-07-06,345,385,300,349,+9.40%,+10.09%,44,14.43,"2,050,600",715,N/A
온라인 서비스,57201030,479A,PRONI Inc,tse,2026-08-18,"1,749","1,911","1,709","1,906",+26.06%,+36.73%,195,11.4,"96,000",182,N/A
의료 시설 및 서비스,56102010,366A,Wellness Communications Corp,tse,2026-08-19,"1,133","1,155","1,133","1,137",+2.90%,+6.96%,4,0.35,"19,500",22,N/A
"의료 장비, 물품 및 유통",56101020,197A,TAUNS Laboratories  Inc.,tse,2026-08-18,497,503,495,501,+3.18%,+4.16%,7,1.42,"196,200",98,N/A
전문 및 비즈니스 교육,63103010,291A,Reskill Corp,tse,2026-08-14,"2,027","2,030","1,996","2,029",+20.63%,+7.47%,54,2.73,"6,700",13,N/A
핀테크,57301010,196A,MFS Inc,tse,2026-08-19,313,317,314,315,+27.02%,+9.00%,2,0.64,"34,800",10,N/A
핀테크,57301010,438A,Infcurion Inc,tse,2026-08-19,991,"1,025",986,"1,000",+15.07%,+15.21%,9,0.91,"85,100",85,N/A
할인점,53402020,141A,Trial Holdings Inc,tse,2026-08-18,"3,795","3,965","3,835","3,945",+33.51%,+15.35%,155,4.09,"474,400","1,871",N/A
