섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,145A,L is B Corp,tse,2026-05-27,887,894,843,894,+7.07%,+7.84%,30,3.47,"8,400",7,N/A
IT 서비스 및 컨설팅,57201010,446A,Northsand Inc,tse,2026-08-04,"1,611","1,703","1,612","1,633",+24.09%,+1.49%,22,1.37,"304,500",497,N/A
가정용 가구 소매,53403030,361A,Living House Co Ltd,tse,2026-05-11,"1,588","1,588","1,588","1,588",+0.00%,+0.00%,0,0.0,800,1,N/A
경영 지원 서비스,52203040,300A,MIC Co Ltd,tse,2026-07-30,"3,000","3,035","2,910","3,030",+8.14%,+1.75%,30,1.0,"18,400",55,N/A
기타 교육 서비스 제공,63101010,184A,Manabi-aid Co Ltd,tse,2026-08-04,359,387,341,374,+11.31%,+18.35%,15,4.18,"95,100",35,N/A
레스토랑 및 바,53301020,274A,Garden Co Ltd,tse,2026-08-04,"2,335","2,349","2,334","2,341",+3.40%,+1.25%,6,0.26,"8,200",19,N/A
반도체,57101010,167A,Ryoyo Ryosan Holdings Inc,tse,2026-08-04,"2,978","3,050","2,997","3,010",+6.29%,+5.99%,32,1.07,"177,200",533,N/A
여가 및 오락시설,53301040,343A,IACE Travel Corp,tse,2026-07-02,"1,431","1,550","1,431","1,431",+14.11%,+1.71%,28,2.0,"15,400",22,N/A
여가 및 오락시설,53301040,352A,LOIVE Co Ltd,tse,2026-07-16,532,580,517,534,+7.44%,+8.54%,20,3.89,"28,300",15,N/A
"의료 장비, 물품 및 유통",56101020,368A,Kitazato Corp(Shizuoka),tse,2026-08-03,"1,464","1,477","1,448","1,470",+13.25%,+5.76%,25,1.73,"119,700",175,N/A
전자 장비 및 부품,57104010,287A,Kuroda Group Co.  Ltd.,tse,2026-07-15,"1,125","1,149","1,120","1,149",+19.94%,+6.39%,24,2.13,"418,600",480,N/A
전자 장비 및 부품,57104010,546A,Miraini Holdings Co Ltd,tse,2026-08-04,"2,480","2,676","2,475","2,661",+34.46%,+21.67%,181,7.3,"462,000","1,229",N/A
