섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,AVPT,AvePoint Inc (Delaware),nasdaq,2026-07-20,13.24,13.65,13.27,13.36,+26.52%,+4.29%,0.33,2.53,"1,594,500",21.30,N/A
IT 서비스 및 컨설팅,57201010,GREEL,Vulcan Infrastructure and Power 8 50 Senior Notes due 2026,nasdaq,2026-07-31,24.85,24.85,24.75,24.85,+31.24%,+0.20%,0.00,0.0,"2,900",0.07,N/A
IT 서비스 및 컨설팅,57201010,KARO,Karooooo Ltd,nasdaq,2026-07-29,64.46,65.40,62.56,64.55,+28.28%,+1.67%,0.32,0.49,"122,000",7.88,N/A
IT 서비스 및 컨설팅,57201010,NSIT,Insight Enterprises Inc,nasdaq,2026-07-31,128.93,135.35,130.50,131.67,+84.57%,+7.11%,2.74,2.13,"731,200",96.28,N/A
IT 서비스 및 컨설팅,57201010,NTNX,Nutanix  Inc.,nasdaq,2026-07-29,59.57,61.23,60.09,61.06,+40.59%,+7.41%,2.05,3.47,"1,991,600",121.61,N/A
IT 서비스 및 컨설팅,57201010,PLUS,ePlus inc.,nasdaq,2026-07-29,93.11,95.75,93.09,93.66,+7.82%,+5.12%,1.25,1.35,"290,900",27.25,N/A
IT 서비스 및 컨설팅,57201010,SSNC,SS&C Technologies Holdings  Inc.,nasdaq,2026-07-29,78.31,79.46,77.54,79.38,+14.58%,+5.78%,2.33,3.02,"2,370,800",188.19,N/A
"가전제품, 도구 및 가정 용품",53204030,NWL,Newell Brands Inc,nasdaq,2026-06-30,6.14,6.64,5.76,6.36,+44.48%,+22.78%,0.76,13.57,"26,491,800",168.49,N/A
가정용 가구,53204040,PRPL,Purple Innovation Inc,nasdaq,2026-07-27,8.22,9.55,8.15,9.00,+1725.56%,+9.49%,0.90,11.11,"40,300",0.36,N/A
개인 생활 필수 용품,54201020,CABR,Caring Brands Inc,nasdaq,2026-07-31,1.59,1.62,1.59,1.61,+69.30%,+10.69%,0.01,0.94,"29,200",0.05,N/A
건설 및 엔지니어링,52201020,OFAL,OFA Group,nasdaq,2026-07-30,1.05,1.10,1.00,1.07,+32.10%,+938.84%,0.04,3.88,"164,700",0.18,N/A
경영 지원 서비스,52203040,ACCL,Acco Group Holdings Ltd,nasdaq,2026-07-31,2.23,2.29,2.25,2.29,+52.67%,+9.05%,0.06,2.69,"14,100",0.03,N/A
경영 지원 서비스,52203040,CASS,Cass Information Systems Inc,nasdaq,2026-07-29,56.01,57.60,56.08,56.51,+20.62%,+3.14%,0.59,1.06,"55,800",3.15,N/A
경영 지원 서비스,52203040,DLO,DLocal Limited,nasdaq,2026-07-06,15.25,15.47,15.16,15.31,+13.63%,+2.34%,0.23,1.53,"1,846,000",28.26,N/A
경영 지원 서비스,52203040,EXPO,Exponent  Inc.,nasdaq,2026-07-31,66.85,69.54,67.26,68.27,+4.08%,+8.78%,1.42,2.12,"585,100",39.94,N/A
경영 지원 서비스,52203040,ICFI,ICF International  Inc.,nasdaq,2026-07-28,83.14,84.15,82.08,84.12,+13.10%,+5.14%,3.20,3.95,"191,900",16.14,N/A
경영 지원 서비스,52203040,PAYS,Paysign Inc,nasdaq,2026-07-29,9.25,9.34,9.08,9.25,+37.04%,+4.05%,0.29,3.24,"583,700",5.40,N/A
경영 지원 서비스,52203040,ZTG,Zenta Group Co Ltd,nasdaq,2026-07-31,4.40,5.20,4.00,4.96,+106.67%,+67.00%,0.56,12.73,"891,500",4.42,N/A
고용 서비스,52203030,BZ,KANZHUN LIMITED ADR,nasdaq,2026-07-30,16.40,16.60,15.99,16.46,+18.93%,+4.64%,0.18,1.11,"2,177,000",35.83,N/A
광고 및 마케팅,53302010,MCHX,Marchex Inc,nasdaq,2026-07-16,1.85,1.90,1.79,1.90,+10.47%,+6.15%,0.18,10.47,"37,400",0.07,N/A
광고 및 마케팅,53302010,NCMI,National Cinemedia Inc,nasdaq,2026-07-29,4.03,4.27,4.05,4.18,+22.03%,+8.29%,0.17,4.24,"569,700",2.38,N/A
광고 및 마케팅,53302010,STGW,Stagwell Inc.,nasdaq,2026-07-30,8.49,8.91,8.49,8.70,+31.02%,+12.55%,0.25,2.96,"3,741,700",32.55,N/A
기업 금융 서비스,55101050,BANFP,BancFirst 7.2% Cumulative Pref Shs,nasdaq,2026-07-31,26.64,29.75,26.69,27.95,+7.49%,+6.11%,1.31,4.92,"5,900",0.16,N/A
기업 금융 서비스,55101050,ECPG,Encore Capital Group  Inc.,nasdaq,2026-07-28,95.90,98.15,95.05,96.28,+14.06%,+1.94%,2.20,2.34,"324,700",31.26,N/A
기업 금융 서비스,55101050,JCAP,Jefferson Capital Inc,nasdaq,2026-07-28,20.53,20.72,20.17,20.64,+1.95%,+1.03%,0.53,2.64,"290,500",6.00,N/A
레스토랑 및 바,53301020,CAKE,Cheesecake Factory Inc,nasdaq,2026-07-31,101.42,105.18,101.51,104.89,+72.44%,+20.52%,3.47,3.42,"1,640,500",172.07,N/A
레스토랑 및 바,53301020,CBRL,Cracker Barrel Old Country Store Inc,nasdaq,2026-07-30,57.08,59.67,57.25,57.78,+95.40%,+10.20%,1.39,2.46,"1,260,200",72.81,N/A
레스토랑 및 바,53301020,DPZ,Domino's Pizza  Inc.,nasdaq,2026-07-29,360.00,365.45,351.20,364.41,+10.53%,+6.08%,16.97,4.88,"912,700",332.60,N/A
레스토랑 및 바,53301020,RRGB,Red Robin Gourmet Burgers Inc,nasdaq,2026-06-30,7.99,8.17,7.79,8.09,+129.18%,+10.37%,0.25,3.19,"284,200",2.30,N/A
레스토랑 및 바,53301020,TXRH,Texas Roadhouse Inc,nasdaq,2026-07-29,209.16,213.26,207.06,210.67,+33.31%,+4.79%,5.23,2.55,"838,700",176.69,N/A
무선 통신 서비스,57401020,SPOK,Spok Holdings Inc,nasdaq,2026-07-29,10.96,11.24,10.90,11.10,+5.12%,+2.68%,0.20,1.83,"212,900",2.36,N/A
반도체,57101010,PI,Impinj  Inc.,nasdaq,2026-05-26,159.60,165.03,149.21,161.44,+7.69%,+23.91%,10.08,6.66,"734,500",118.58,N/A
