섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
,,505A,Geekly Inc,tse,2026-08-28,"1,444","1,482","1,441","1,482",+35.84%,+9.53%,38,2.63,"37,700",55,N/A
IT 서비스 및 컨설팅,57201010,220A,Faber Company Inc,tse,2026-08-13,969,987,967,971,+1.78%,+3.52%,11,1.15,"5,500",5,N/A
IT 서비스 및 컨설팅,57201010,334A,Visual Processing Japan Co Ltd,tse,2026-08-26,"1,069","1,127","1,070","1,124",+25.59%,+15.28%,79,7.56,"20,500",23,N/A
IT 서비스 및 컨설팅,57201010,336A,Dynamic Map Platform Co.  Ltd.,tse,2026-08-28,"1,051","1,351","1,190","1,351",+45.27%,+65.77%,300,28.54,"5,368,100","7,252",N/A
IT 서비스 및 컨설팅,57201010,478A,Hutzper Inc,tse,2026-08-28,803,823,790,821,+16.12%,+4.06%,18,2.24,"78,900",64,N/A
IT 서비스 및 컨설팅,57201010,558A,Squeeze Inc,tse,2026-08-27,"5,960","6,320","5,830","6,300",+26.38%,+11.90%,350,5.88,"53,500",337,N/A
개인 서비스,54201030,150A,JSH Co Ltd,tse,2026-08-20,801,807,761,805,+128.05%,+7.05%,40,5.23,"184,700",148,N/A
개인 서비스,54201030,477A,Startline Co Ltd,tse,2026-08-28,692,761,693,748,+26.14%,+8.56%,56,8.09,"57,500",43,N/A
건설 및 엔지니어링,52201020,341A,Toyokoh Inc,tse,2026-06-05,"2,172","2,230","2,150","2,195",+9.75%,+9.59%,125,6.04,"182,700",401,N/A
경영 지원 서비스,52203040,296A,Reiwa Accounting Holdings Co Ltd,tse,2026-08-28,"1,161","1,206","1,143","1,187",+61.28%,+5.79%,26,2.24,"107,800",127,N/A
고용 서비스,52203030,330A,TalentX Inc,tse,2026-07-02,519,530,505,529,+20.50%,+5.80%,20,3.93,"15,900",8,N/A
고용 서비스,52203030,421A,Movin' Strategic Career Co Ltd,tse,2026-08-28,"4,320","4,450","4,230","4,390",+56.23%,+11.28%,70,1.62,"106,900",469,N/A
반도체,57101010,167A,Ryoyo Ryosan Holdings Inc,tse,2026-08-12,"3,230","3,265","3,195","3,260",+15.15%,+4.15%,65,2.03,"243,100",792,N/A
"부동산 임대, 개발 및 운영",60101010,463A,Intellex Holdings Co Ltd,tse,2026-08-24,"1,002","1,014",996,"1,004",+15.40%,+0.20%,8,0.8,"16,100",16,N/A
비즈니스 지원 용품,52203060,423A,Lion Office Products Corp,tse,2026-08-28,325,327,324,326,+10.14%,+0.93%,1,0.31,"64,700",21,N/A
소비자 출판,53302040,500A,TO Books Inc,tse,2026-08-28,"3,410","3,495","3,360","3,495",+9.73%,+6.39%,85,2.49,"10,300",35,N/A
소프트웨어,57201020,269A,Sapeet Inc,tse,2026-08-20,"2,744","2,883","2,700","2,872",+24.44%,+9.41%,142,5.2,"17,500",50,N/A
소프트웨어,57201020,299A,Kurashiru  Inc.,tse,2026-08-28,"1,331","1,424","1,315","1,413",+39.07%,+7.86%,82,6.16,"337,100",476,N/A
소프트웨어,57201020,410A,GMO Commerce  Inc.,tse,2026-07-15,"1,178","1,188","1,143","1,188",+15.23%,+4.67%,46,4.03,"16,100",19,N/A
소프트웨어,57201020,431A,uSonar Co Ltd,tse,2026-08-28,"2,481","2,658","2,512","2,637",+7.63%,+20.41%,156,6.29,"94,600",249,N/A
소프트웨어,57201020,436A,CyberSolutions Inc,tse,2026-08-28,"1,200","1,210","1,180","1,201",+12.77%,+3.98%,1,0.08,"100,000",120,N/A
소프트웨어,57201020,545A,Toranvia Co Ltd,tse,2026-08-28,"1,002","1,017",998,"1,014",+17.36%,+2.84%,12,1.2,"79,700",80,N/A
온라인 서비스,57201030,198A,PostPrime Inc,tse,2026-08-27,171,179,165,178,+18.67%,+14.10%,8,4.71,"205,800",36,N/A
의료 시설 및 서비스,56102010,286A,EUCALIA Inc.,tse,2026-08-12,827,838,821,834,+25.23%,+2.08%,7,0.85,"32,200",26,N/A
의료 시설 및 서비스,56102010,366A,Wellness Communications Corp,tse,2026-08-28,"1,190","1,220","1,185","1,198",+10.72%,+5.36%,8,0.67,"48,000",57,N/A
의류 및 액세서리,53202020,325A,TENTIAL Inc.,tse,2026-08-21,"1,824","1,912","1,769","1,851",+48.48%,+2.83%,85,4.81,"603,000","1,116",N/A
