섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
1차 철강 제조업,지주사업,001940,KISCO홀딩스,kospi,2026-07-31,"26,950","27,950","26,950","27,350",+7.05%,+5.19%,400,1.48,"24,984",683,"3,877"
그외 기타 운송장비 제조업,"이륜차(오토바이) 제조,도매",000040,KR모터스,kospi,2026-07-31,"1,235","1,249","1,209","1,246",+192.49%,+366.67%,11,0.89,"18,329",22,215
기계장비 및 관련 물품 도매업,"치과용기자재(방사선장치,전기진단장치),주사침 도소매,제조/부동산 임대",004080,신흥,kospi,2026-07-28,"14,040","14,040","14,030","14,040",+0.36%,+0.21%,20,0.14,59,0,"1,305"
보험 및 연금관련 서비스업,보험대리 및 중개업,244920,에이플러스에셋,kospi,2026-07-31,"12,180","12,650","12,050","12,400",+23.63%,+10.22%,220,1.81,"51,353",636,"2,803"
수산물 가공 및 저장 처리업,횟감용 참치 및 기타 일반수산물,014710,사조씨푸드,kospi,2026-07-30,"10,290","10,700","10,060","10,510",+32.70%,+10.63%,460,4.58,"22,176",233,"1,809"
"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,콘크리트파일,완구 제조/미니어쳐테마파크 운영",004870,티웨이홀딩스,kospi,2026-07-24,979,"1,248",980,"1,248",+397.21%,+34.63%,288,30.0,"675,972",843,282
"펄프, 종이 및 판지 제조업","마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입",009460,한창제지,kospi,2026-07-30,"3,100","3,195","3,035","3,110",+471.69%,+0.65%,85,2.81,"41,097",127,371
회사 본부 및 경영 컨설팅 서비스업,지주사업,000700,유수홀딩스,kospi,2026-07-27,"6,120","6,360","6,150","6,270",+3.81%,+2.45%,190,3.12,"51,640",323,"1,632"
가정용 기기 제조업,일반목적용 기계제조업,044340,위닉스,kosdaq,2026-07-15,"5,410","6,270","5,270","5,630",+9.11%,+4.26%,805,16.68,"6,817,896","38,384","1,006"
기타 화학제품 제조업,스킨부스터 제품 및 필러,489460,바이오비쥬,kosdaq,2026-07-31,"10,500","10,925","10,070","10,920",+37.01%,+21.06%,420,4.0,"123,532","1,348","1,611"
상품 종합 도매업,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스",014100,메디앙스,kosdaq,2026-07-21,"1,889","1,909","1,838","1,894",+9.48%,+0.69%,22,1.18,"14,468",27,223
상품 중개업,골프시뮬레이터,121440,골프존홀딩스,kosdaq,2026-07-29,"6,680","6,690","6,670","6,680",+33.87%,+0.30%,10,0.15,"55,842",373,"2,861"
소프트웨어 개발 및 공급업,모바일 게임 개발 및 퍼블리싱,348030,모비릭스,kosdaq,2026-07-24,"3,135","3,155","3,095","3,135",+35.13%,+0.48%,15,0.48,"24,790",77,301
소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,208640,썸에이지,kosdaq,2026-07-28,"1,248","1,341","1,103","1,341",+613.30%,+15.90%,309,29.94,"602,572",808,186
신탁업 및 집합투자업,금융투자,019570,GMI벤처,kosdaq,2026-07-31,"2,310","2,540","2,310","2,350",+398.94%,+388.57%,40,1.73,"37,790",88,224
영상 및 음향기기 제조업,블루투스헤드셋,033560,블루콤,kosdaq,2026-07-27,"4,850","5,110","4,645","5,040",+49.11%,+3.92%,395,8.5,"96,674",487,861
자동차 신품 부품 제조업,엔진부품,013720,청보,kosdaq,2026-07-31,"1,999","2,190","1,921","2,035",+213.08%,+372.16%,36,1.8,"14,476",29,247
자연과학 및 공학 연구개발업,"백신 및 면역증강제 개발제조업, CMO/CDMO",348080,큐라티스,kosdaq,2026-07-31,"2,190","2,390","2,190","2,225",+179.17%,+11.58%,35,1.6,"28,005",62,285
컴퓨터 및 주변장치 제조업,"카드인쇄용 프린터, 카드인쇄용 리본",332370,아이디피,kosdaq,2026-07-31,"5,400","5,410","5,360","5,410",+2.66%,+3.05%,10,0.19,"2,945",15,718
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","인터넷핵심망(CCR,MCR,NAS등)",052460,아이크래프트,kosdaq,2026-07-31,"4,620","5,650","4,435","5,180",+29.50%,+17.19%,560,12.12,"1,919,972","9,945",756
