섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,446A,Northsand Inc,tse,2026-08-18,"1,865","1,944","1,863","1,920",+58.55%,+16.43%,55,2.95,"304,700",585,N/A
IT 서비스 및 컨설팅,57201010,558A,Squeeze Inc,tse,2026-08-18,"5,320","5,570","5,260","5,410",+24.65%,+16.85%,90,1.69,"32,000",173,N/A
건설 및 엔지니어링,52201020,460A,Branu Inc,tse,2026-08-18,"1,025","1,085","1,022","1,074",+80.50%,+15.24%,49,4.78,"25,100",26,N/A
경영 지원 서비스,52203040,335A,Mirairo Inc,tse,2026-05-22,380,410,336,399,+5.00%,+18.40%,69,20.91,"1,119,000",446,N/A
경영 지원 서비스,52203040,549A,Hito-to-hito Holdings Co Ltd,tse,2026-08-18,507,520,505,517,+12.15%,+3.40%,10,1.97,"69,800",36,N/A
소프트웨어,57201020,441A,NE Inc,tse,2026-08-18,285,287,278,287,+3.61%,+9.54%,2,0.7,"17,400",4,N/A
소프트웨어,57201020,545A,Toranvia Co Ltd,tse,2026-08-18,947,960,945,954,+8.41%,+3.25%,7,0.74,"79,000",75,N/A
의류 및 액세서리,53202020,325A,TENTIAL Inc.,tse,2026-07-21,"1,799","1,835","1,700","1,811",+46.44%,+16.31%,66,3.78,"357,200",646,N/A
핀테크,57301010,196A,MFS Inc,tse,2026-06-10,307,318,303,312,+27.35%,+6.48%,5,1.63,"78,400",24,N/A
핀테크,57301010,438A,Infcurion Inc,tse,2026-08-18,987,"1,014",970,992,+16.43%,+17.67%,5,0.51,"178,700",177,N/A
