섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
건설 자재,51202010,600801,Huaxin Building Materials Group Co Ltd Class A,sse,2026-07-29,22.60,23.05,21.81,22.61,+6.92%,+0.62%,0.68,3.1,"13,442,660",303,N/A
금,51201060,600988,Chifeng Jilong Gold Mining Group Ltd Class A,sse,2026-08-05,40.84,43.60,41.50,41.71,+2.72%,+12.21%,0.87,2.13,"63,542,668","2,650",N/A
금,51201060,601899,Zijin Mining Group Co Ltd Class A,sse,2026-05-13,34.15,35.80,34.46,34.72,+1.90%,+6.18%,0.62,1.82,"308,512,222","10,711",N/A
"부동산 임대, 개발 및 운영",60101010,600663,Shanghai Lujiazui Finance & Trade Zone Development Co Ltd Class A,sse,2026-08-05,8.83,9.15,8.78,8.99,+2.95%,+8.57%,0.16,1.81,"17,639,891",158,N/A
상품 화학,51101010,688758,Suzhou Sepax Technologies Co Ltd Class A,sse,2026-07-23,26.92,27.90,26.38,26.96,+37.27%,+17.22%,0.80,3.06,"9,030,119",243,N/A
생명 공학 및 의학 연구,56202010,688621,Beijing Sun-Novo Pharmaceutical Research Co Ltd Class A,sse,2026-08-04,60.94,61.39,59.50,60.98,+4.25%,+7.45%,0.10,0.16,"1,275,374",77,N/A
소프트웨어,57201020,600588,Yonyou Network Technology Co Ltd Class A,sse,2026-05-13,12.02,12.45,11.61,12.04,+1.18%,+19.56%,0.19,1.6,"114,586,205","1,379",N/A
오락용 제품,53205020,600818,Zhonglu Co Ltd Class A,sse,2026-08-05,7.14,7.48,7.04,7.18,+19.47%,+22.32%,0.04,0.56,"8,079,177",58,N/A
의료 시설 및 서비스,56102010,603882,Guangzhou Kingmed Diagnostics Group Co Ltd Class A,sse,2026-07-15,28.04,28.60,27.55,28.06,+3.35%,+3.39%,0.26,0.94,"4,825,400",135,N/A
전자 장비 및 부품,57104010,688011,Harbin Xinguang Optic Electronics Technology Co Ltd Class A,sse,2026-08-05,71.61,75.70,70.34,72.94,+11.05%,+20.18%,1.33,1.86,"1,962,208",143,N/A
제약,56201040,600664,Harbin Pharmaceutical Group Co.  Ltd. Class A,sse,2026-08-05,6.77,6.92,6.35,6.79,+74.55%,+22.12%,0.02,0.3,"324,234,247","2,201",N/A
조선,52102050,603268,Guangdong Songfa Ceramics Co Ltd Class A,sse,2026-08-05,172.87,184.37,171.53,181.85,+13.66%,+23.71%,8.98,5.19,"8,964,137","1,630",N/A
중전기장비,52102040,601700,Changshu Fengfan Power Equipment Co Ltd Class A,sse,2026-08-05,6.51,7.16,6.90,7.16,+25.83%,+49.17%,0.65,9.98,"147,249,191","1,054",N/A
천연가스 유틸리티,59102010,600333,Changchun Gas Co Ltd Class A,sse,2026-05-20,6.08,6.17,6.06,6.08,+7.61%,+6.29%,0,0.0,"6,945,301",42,N/A
컴퓨터 하드웨어,57106010,603106,Cashway Fintech Co Ltd Class A,sse,2026-08-05,9.13,10.04,8.57,9.97,+10.96%,+46.83%,0.84,9.2,"114,461,601","1,141",N/A
해양 화물 및 물류,52405020,600428,COSCO SHIPPING Specialized Carriers Co Ltd Class A,sse,2026-08-05,11.73,12.08,11.63,11.93,+46.20%,+8.65%,0.20,1.71,"40,006,493",477,N/A
