섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
,,505A,Geekly Inc,tse,2026-08-26,"1,433","1,456","1,415","1,444",+29.97%,+8.25%,29,2.05,"35,700",51,N/A
IT 서비스 및 컨설팅,57201010,336A,Dynamic Map Platform Co.  Ltd.,tse,2026-06-02,930,"1,051",919,"1,051",+13.74%,+26.17%,150,16.65,"1,730,000","1,818",N/A
IT 서비스 및 컨설팅,57201010,446A,Northsand Inc,tse,2026-08-20,"2,034","2,188","2,049","2,141",+54.81%,+7.86%,136,6.78,"887,400","1,899",N/A
IT 서비스 및 컨설팅,57201010,478A,Hutzper Inc,tse,2026-08-20,796,807,778,803,+12.46%,+1.01%,18,2.29,"72,400",58,N/A
개인 생활 필수 용품,54201020,247A,Ai Robotics Inc,tse,2026-08-24,984,"1,101",975,"1,080",+60.24%,+12.15%,101,10.32,"4,605,900","4,974",N/A
개인 서비스,54201030,477A,Startline Co Ltd,tse,2026-08-24,689,708,691,692,+12.16%,+1.47%,11,1.62,"16,100",11,N/A
경영 지원 서비스,52203040,296A,Reiwa Accounting Holdings Co Ltd,tse,2026-08-27,"1,145","1,182","1,143","1,161",+56.05%,+6.81%,16,1.4,"94,700",109,N/A
고용 서비스,52203030,151A,Dive Group Inc,tse,2026-08-13,662,663,642,663,+10.32%,+2.95%,11,1.69,"16,700",11,N/A
고용 서비스,52203030,215A,Timee  Inc.,tse,2026-08-27,"1,767","1,825","1,763","1,818",+64.82%,+8.93%,51,2.89,"2,035,000","3,699",N/A
고용 서비스,52203030,421A,Movin' Strategic Career Co Ltd,tse,2026-08-20,"4,190","4,400","3,900","4,320",+46.09%,+4.73%,420,10.77,"135,600",585,N/A
광고 및 마케팅,53302010,415A,GMO TECH Holdings Inc,tse,2026-08-21,"5,130","5,190","5,010","5,130",+8.57%,+0.00%,120,2.4,"4,800",24,N/A
레스토랑 및 바,53301020,245A,INGS Inc,tse,2026-08-25,"2,590","2,600","2,524","2,598",+9.62%,+5.35%,27,1.05,"4,200",10,N/A
비즈니스 지원 용품,52203060,423A,Lion Office Products Corp,tse,2026-08-24,323,325,323,325,+8.33%,+2.20%,2,0.62,"28,900",9,N/A
생명 공학 및 의학 연구,56202010,206A,PRISM BioLab Co Ltd,tse,2026-08-12,172,181,171,181,+29.29%,+6.47%,11,6.47,"337,400",61,N/A
생명 공학 및 의학 연구,56202010,219A,Heartseed Inc.,tse,2026-08-27,"2,465","2,646","2,426","2,500",+77.94%,+12.16%,35,1.42,"715,200","1,788",N/A
소비자 출판,53302040,500A,TO Books Inc,tse,2026-08-20,"3,295","3,410","3,290","3,410",+6.40%,+5.08%,140,4.28,"14,700",50,N/A
소프트웨어,57201020,299A,Kurashiru  Inc.,tse,2026-08-24,"1,310","1,358","1,310","1,331",+36.51%,+3.98%,21,1.6,"213,400",284,N/A
소프트웨어,57201020,431A,uSonar Co Ltd,tse,2026-06-02,"2,450","2,500","2,385","2,481",+3.38%,+14.07%,78,3.25,"48,600",120,N/A
소프트웨어,57201020,436A,CyberSolutions Inc,tse,2026-08-27,"1,189","1,212","1,190","1,200",+15.27%,+3.18%,11,0.93,"26,800",32,N/A
소프트웨어,57201020,545A,Toranvia Co Ltd,tse,2026-08-24,986,"1,007",982,"1,002",+16.38%,+1.83%,19,1.93,"115,000",115,N/A
손해보험,55301020,471A,NS Group Inc,tse,2026-08-21,"1,614","1,646","1,603","1,640",+20.08%,+1.61%,30,1.86,"236,000",387,N/A
온라인 서비스,57201030,472A,Mirrativ Inc,tse,2026-07-15,599,616,577,602,+33.19%,+10.87%,27,4.7,"386,700",232,N/A
온라인 서비스,57201030,479A,PRONI Inc,tse,2026-08-24,"1,979","2,009","1,931","2,009",+44.32%,+6.41%,54,2.76,"42,600",85,N/A
의료 시설 및 서비스,56102010,286A,EUCALIA Inc.,tse,2026-08-12,827,828,811,827,+26.07%,+0.85%,10,1.22,"24,700",20,N/A
의료 시설 및 서비스,56102010,366A,Wellness Communications Corp,tse,2026-08-27,"1,148","1,197","1,142","1,190",+12.37%,+5.03%,42,3.66,"79,000",94,N/A
할인점,53402020,141A,Trial Holdings Inc,tse,2026-08-27,"4,020","4,135","4,015","4,135",+54.79%,+5.48%,115,2.86,"802,200","3,317",N/A
항공우주 및 방위,52101010,278A,Terra Drone Corporation,tse,2026-08-27,"19,230","22,000","18,520","21,620",+137.32%,+54.87%,"2,390",12.43,"7,658,900","165,585",N/A
항공우주 및 방위,52101010,290A,Synspective Inc.,tse,2026-06-02,"1,616","1,622","1,504","1,622",-3.51%,+20.86%,94,6.15,"2,111,500","3,424",N/A
