섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
고속도로 및 철도,52407030,600033,Fujian Expressway Development Co Ltd Class A,sse,2026-05-08,3.66,3.70,3.63,3.68,+1.38%,+4.55%,0.03,0.82,"23,591,136",86,N/A
고속도로 및 철도,52407030,600368,Guangxi Wuzhou Communications Co Ltd Class A,sse,2026-05-08,3.95,4.05,3.87,3.96,+6.01%,+5.04%,0.08,2.06,"30,445,601",120,N/A
고속도로 및 철도,52407030,601816,Beijing-Shanghai High Speed Railway Co Ltd Class A,sse,2026-07-30,5.21,5.23,5.12,5.22,+7.63%,+4.61%,0.09,1.75,"200,334,342","1,045",N/A
산업용 기계 및 장비,52102010,603337,Jack Technology Co Ltd Class A,sse,2026-05-26,44.94,47.42,44.60,46.31,+15.16%,+21.48%,3.20,7.42,"16,969,551",785,N/A
산업용 기계 및 장비,52102010,603956,WPG (Shanghai) Smart Water Public Co Ltd Class A,sse,2026-07-31,6.59,7.25,6.77,6.89,+16.58%,+12.40%,0.30,4.55,"69,688,770",480,N/A
소비자 출판,53302040,601921,Zhejiang Publishing & Media Co Ltd Class A,sse,2026-06-12,7.45,7.49,7.30,7.46,+1.16%,+6.27%,0.13,1.77,"8,265,907",61,N/A
소프트웨어,57201020,688111,Beijing Kingsoft Office Software Inc Class A,sse,2026-05-11,271.34,284.08,265.40,274.01,+0.51%,+13.79%,4.43,1.64,"22,149,024","6,069",N/A
식품 가공,54102020,600298,Angel Yeast Co Ltd Class A,sse,2026-07-31,41.92,43.80,41.76,42.90,+14.99%,+11.20%,0.98,2.34,"23,029,346",987,N/A
식품 가공,54102020,605179,Zhejiang Yiming Food Co Ltd Class A,sse,2026-07-31,19.37,21.31,18.40,21.31,+27.48%,+61.07%,1.94,10.02,"38,582,796",822,N/A
여가 및 오락시설,53301040,600054,Huangshan Tourism Development Co Ltd Class A,sse,2026-05-08,11.39,11.47,11.23,11.40,+0.58%,+4.30%,0.10,0.88,"9,727,057",110,N/A
