섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
부동산 서비스,60101020,TN1,Rox Key Holdings JSC,hose,2026-06-24,"14,950","15,000","15,000","15,000",+5.63%,+9.49%,900,6.38,300,4,N/A
상품 화학,51101010,APH,An Phat Holdings JSC,hose,2026-07-30,"5,610","5,710","5,620","5,620",+4019.81%,+5.05%,70,1.26,"114,957",646,N/A
상품 화학,51101010,HII,An Tien Industries JSC,hose,2026-07-31,"7,090","8,110","8,110","8,110",+2488.02%,+32.30%,"1,020",14.39,"354,483","2,874",N/A
손해보험,55301020,PGI,Petrolimex Insurance Corp,hose,2026-07-31,"21,000","23,850","22,300","23,200",+26.91%,+16.00%,"2,200",10.48,"21,600",501,N/A
식품 가공,54102020,KDC,Kido Group Corp,hose,2026-06-01,"51,200","52,000","51,000","51,700",+8.39%,+5.94%,"1,600",3.19,"386,883","20,001",N/A
어업 및 농업,54102010,AFX,An Giang Agriculture and Foods Import Export JSC,hose,2026-08-03,"10,750","11,000","10,750","10,850",+4.33%,+8.50%,100,0.93,"172,172","1,868",N/A
어업 및 농업,54102010,BAF,BAF Viet Nam Agriculture JSC,hose,2026-07-09,"30,100","31,000","30,250","30,850",+5.30%,+6.38%,"1,150",3.87,"1,149,309","35,456",N/A
"오일, 가스 정제 및 마케팅",50102030,ASP,An Pha Petroleum Group JSC,hose,2026-07-31,"11,900","12,650","12,000","12,300",+58.71%,+6.03%,400,3.36,"98,588","1,212",N/A
"오일, 가스 정제 및 마케팅",50102030,PGC,Petrolimex Gas Corp JSC,hose,2026-07-31,"12,600","12,950","12,950","12,950",+30284.80%,+6.15%,350,2.78,815,10,N/A
제약,56201040,DBT,Ben Tre Pharmaceutical JSC,hose,2026-07-30,"13,200","13,800","13,000","13,700",+19.13%,+7.45%,500,3.79,"1,605",21,N/A
제약,56201040,DCL,Cuu Long Pharmaceutical JSC,hose,2026-05-22,"39,000","41,900","39,500","41,900",+10.85%,+10.12%,"3,450",8.97,"1,662,273","69,649",N/A
종이 포장재,51302020,DHC,Donghai JSC of Bentre,hose,2026-07-02,"34,200","35,900","34,700","35,450",+438095.29%,+13.44%,"2,550",7.75,"315,013","11,167",N/A
컴퓨터 및 전자 제품 소매,53403050,FRT,FPT Digital Retail JSC,hose,2026-07-31,"124,400","137,900","133,000","136,200",+118736.63%,+26.46%,"11,800",9.49,"340,089","46,320",N/A
항만 운영 및 서비스,52407020,DVP,Dinhvu Port Investment & Development JSC,hose,2026-07-30,"75,800","77,000","76,400","77,000",+9.47%,+2.26%,"1,500",1.99,"7,614",586,N/A
해양 화물 및 물류,52405020,STG,South Logistics JSC,hose,2026-07-31,"38,850","40,650","40,650","40,650",+6.97%,+15.65%,"1,800",4.63,100,4,N/A
"호텔, 모텔 및 크루즈 라인",53301010,VNG,Thanh Thanh Cong Tourist JSC,hose,2026-07-31,"7,020","7,300","7,300","7,300",+7.35%,+20.66%,280,3.99,"4,834,952","35,295",N/A
