섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
기타 전문 소매,53403090,AST,Taseco Air Services JSC,hose,2026-08-07,"64,300","64,500","64,300","64,500",+9.01%,+2.38%,200,0.31,"4,110",265,N/A
민자 발전 사업,59101020,TMP,Thac Mo Hydropower JSC,hose,2026-08-06,"49,800","49,800","49,800","49,800",+6.41%,+8.03%,0,0.0,"2,100",104,N/A
민자 발전 사업,59101020,VSH,Vinh Son Song Hinh Hydropower JSC,hose,2026-05-18,"42,800","44,500","42,600","44,500",+3.73%,+4.58%,"1,900",4.46,"1,768",78,N/A
상품 화학,51101010,APH,An Phat Holdings JSC,hose,2026-08-06,"5,760","5,820","5,760","5,790",+4552.39%,+3.02%,30,0.52,"12,407",71,N/A
손해보험,55301020,PGI,Petrolimex Insurance Corp,hose,2026-08-04,"23,400","23,550","22,500","23,450",+28.27%,+11.67%,450,1.96,"5,700",133,N/A
식품 가공,54102020,AAM,Mekong Fisheries JSC,hose,2026-08-07,"7,370","7,370","7,370","7,370",+5.29%,+4.54%,0,0.0,217,1,N/A
식품 가공,54102020,KDC,Kido Group Corp,hose,2026-08-03,"52,000","52,000","51,100","52,000",+7.00%,+0.00%,400,0.78,"46,281","2,406",N/A
식품 가공,54102020,VNM,Vietnam Dairy Products JSC,hose,2026-08-07,"62,000","62,700","61,600","62,300",+7.59%,+3.32%,300,0.48,"857,750","53,437",N/A
양조업,54101010,BHN,Hanoi Beer Alcohol And Beverage Joint Stock Corp,hose,2026-08-04,"30,350","30,750","29,000","30,750",+4.59%,+4.24%,"1,600",5.49,700,21,N/A
양조업,54101010,SMB,Sai Gon Mien Trung Beer JSC,hose,2026-08-07,"39,150","39,450","39,450","39,450",+1.60%,+2.47%,300,0.77,306,12,N/A
"오일, 가스 정제 및 마케팅",50102030,PGC,Petrolimex Gas Corp JSC,hose,2026-08-03,"13,200","13,300","13,150","13,200",+31638.40%,+0.00%,400,3.12,"5,233",69,N/A
용기(종이 제외) 및 포장재,51302010,DTT,Do Thanh Technology Corp,hose,2026-08-06,"18,200","18,200","18,200","18,200",+8.01%,+1.11%,0,0.0,200,3,N/A
"자동차 차량, 부품 및 서비스 소매",53403010,CTF,City Auto Corp,hose,2026-08-07,"19,800","20,450","20,100","20,350",+13.69%,+13.06%,550,2.78,"112,014","2,279",N/A
제약,56201040,SPM,SPM Corp,hose,2026-07-23,"10,650","10,650","9,510","10,650",+17.03%,+2.90%,450,4.41,"2,100",22,N/A
종이 제품,51301020,HHP,HHP Global JSC,hose,2026-07-29,"15,500","15,800","15,350","15,800",+9.34%,+3.27%,450,2.93,"748,528","11,826",N/A
항만 운영 및 서비스,52407020,DVP,Dinhvu Port Investment & Development JSC,hose,2026-08-07,"78,800","78,900","78,800","78,800",+10.84%,+3.55%,0,0.0,"5,251",413,N/A
