섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
민자 발전 사업,59101020,TMP,Thac Mo Hydropower JSC,hose,2026-08-05,"49,700","49,800","49,800","49,800",+7.91%,+8.03%,100,0.2,"1,015",50,N/A
"부동산 임대, 개발 및 운영",60101010,FDC,Foreign Trade Development and Investment Corp of Ho Chi Minh City,hose,2026-05-21,"24,900","25,100","25,100","25,100",+24.26%,+3.72%,"1,300",5.46,100,2,N/A
상품 화학,51101010,APH,An Phat Holdings JSC,hose,2026-08-05,"5,700","5,780","5,700","5,760",+4610.29%,+2.67%,60,1.05,"190,223","1,095",N/A
상품 화학,51101010,HII,An Tien Industries JSC,hose,2026-08-05,"8,670","9,250","8,670","8,850",+2697.24%,+33.48%,180,2.08,"1,607,958","14,230",N/A
식품 가공,54102020,AAM,Mekong Fisheries JSC,hose,2026-06-01,"7,100","7,200","7,050","7,200",+0.98%,+4.50%,150,2.13,"2,518",18,N/A
양조업,54101010,SMB,Sai Gon Mien Trung Beer JSC,hose,2026-07-29,"39,000","39,000","38,950","39,000",-0.31%,+0.00%,0,0.0,"6,015",234,N/A
용기(종이 제외) 및 포장재,51302010,DTT,Do Thanh Technology Corp,hose,2026-07-21,"18,000","18,200","18,200","18,200",+8.01%,+1.11%,200,1.11,400,7,N/A
"자동차 차량, 부품 및 서비스 소매",53403010,CTF,City Auto Corp,hose,2026-08-05,"18,950","19,800","18,950","19,600",+8.59%,+11.05%,650,3.43,"448,995","8,800",N/A
제약,56201040,DBT,Ben Tre Pharmaceutical JSC,hose,2026-08-04,"13,700","13,900","13,500","13,900",+17.80%,+5.30%,400,2.96,"34,314",476,N/A
종이 포장재,51302020,DHC,Donghai JSC of Bentre,hose,2026-08-05,"34,650","35,100","34,200","34,700",+412014.01%,+5.31%,50,0.14,"205,428","7,128",N/A
항만 운영 및 서비스,52407020,DVP,Dinhvu Port Investment & Development JSC,hose,2026-08-05,"78,100","78,500","78,100","78,400",+11.16%,+3.43%,300,0.38,"12,572",985,N/A
