섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,558A,Squeeze Inc,tse,2026-08-20,"5,750","6,080","5,600","5,960",+26.81%,+30.27%,210,3.65,"37,600",224,N/A
IT 서비스 및 컨설팅,57201010,590A,Giftee Group Inc,tse,2026-08-20,"1,406","1,448","1,393","1,423",+26.04%,+27.28%,17,1.21,"183,800",261,N/A
개인 서비스,54201030,477A,Startline Co Ltd,tse,2026-08-18,681,688,673,685,+10.48%,+3.95%,7,1.03,"11,700",8,N/A
건설 및 엔지니어링,52201020,407A,Unicon Holdings Co Ltd,tse,2026-08-18,908,919,897,917,+11.96%,+4.32%,27,3.03,"15,000",13,N/A
광고 및 마케팅,53302010,415A,GMO TECH Holdings Inc,tse,2026-08-20,"5,100","5,100","5,100","5,100",+9.21%,+3.13%,0,0.0,300,1,N/A
레스토랑 및 바,53301020,274A,Garden Co Ltd,tse,2026-08-14,"2,360","2,367","2,361","2,367",+4.92%,+1.24%,10,0.42,"1,500",3,N/A
소프트웨어,57201020,299A,Kurashiru  Inc.,tse,2026-08-20,"1,255","1,306","1,244","1,277",+21.73%,+14.43%,22,1.75,"189,300",241,N/A
식품 소매 및 유통,54301020,417A,Blue Zones Holdings Co Ltd,tse,2026-07-29,"1,852","1,871","1,845.50","1,859",+8.46%,+3.62%,8.50,0.46,"70,300",130,N/A
의류 및 액세서리,53202020,325A,TENTIAL Inc.,tse,2026-08-20,"1,815","1,860","1,776","1,820",+56.90%,+17.57%,5,0.28,"142,400",259,N/A
핀테크,57301010,196A,MFS Inc,tse,2026-08-20,318,328,321,327,+32.93%,+6.86%,9,2.83,"54,300",17,N/A
핀테크,57301010,438A,Infcurion Inc,tse,2026-08-20,"1,011","1,024",995,"1,014",+20.43%,+8.92%,3,0.3,"82,900",84,N/A
할인점,53402020,141A,Trial Holdings Inc,tse,2026-08-20,"4,005","4,065","3,930","4,010",+40.09%,+20.42%,5,0.12,"333,600","1,337",N/A
