섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,002178,Shanghai Yanhua Smartech Group Co Ltd Class A,szse,2026-08-24,0.32,0.32,0.32,0.32,+56.25%,+4.84%,0.00,1.56,"7,147,145",2,N/A
IT 서비스 및 컨설팅,57201010,002657,Sinodata Co Ltd Class A,szse,2026-08-24,55.60,57.60,56.20,57.60,+42.22%,+11.63%,2,3.6,"22,200",1,N/A
IT 서비스 및 컨설팅,57201010,300542,Brilliance Technology Co Ltd Class A,szse,2026-06-01,13.35,14.34,11.91,13.95,+2.20%,+16.25%,2,16.74,"47,274,894",659,N/A
"가전제품, 도구 및 가정 용품",53204030,002614,Xiamen Comfort Science & Technology Group Co Ltd Class A,szse,2026-08-24,5.41,5.85,5.41,5.79,+13.31%,+16.97%,0.38,7.02,"49,126,359",284,N/A
"가전제품, 도구 및 가정 용품",53204030,001221,Higold Group Co Ltd Class A,szse,2026-05-29,1.70,1.72,1.64,1.71,+6.88%,+13.25%,0.15,9.62,"8,000",0,N/A
"가전제품, 도구 및 가정 용품",53204030,002705,Guangdong Xinbao Electrical Appliances Holdings Co Ltd Class A,szse,2026-08-24,"9,370","9,540","9,310","9,490",+24.05%,+8.83%,120,1.28,"18,900",179,N/A
가정용 가구,53204040,002489,Yotrio Group Co Ltd Class A,szse,2026-08-13,386,395,372,394,+48.12%,+6.78%,19,5.07,"328,100",129,N/A
가정용 가구 소매,53403030,301376,Ziel Home Furnishing Technology Co Ltd Class A,szse,2026-08-10,20.80,21.03,20.27,21.02,+19.32%,+1.99%,0.40,1.94,"3,432,300",72,N/A
가정용 전자 제품,57106030,002681,Shenzhen Fenda Technology Co Ltd Class A,szse,2026-08-21,"2,352","2,372","2,331","2,372",+17.08%,+2.95%,29,1.24,"112,800",267,N/A
건설 및 엔지니어링,52201020,000928,Sinosteel Engineering & Technology Co Ltd Class A,szse,2026-08-05,0.11,0.11,0.10,0.11,+43.42%,+3.81%,0.01,5.83,"3,738,400",0,N/A
건설 자재 및 비품,53203020,002918,Monalisa Group Co Ltd Class A,szse,2026-08-24,"2,872","2,894","2,864","2,876",+9.85%,+2.90%,4,0.14,"112,200",322,N/A
경영 지원 서비스,52203040,002268,CETC Cyberspace Security Technology Co Ltd Class A,szse,2026-08-21,71.65,80.25,70.65,79.80,+45.36%,+14.24%,10,14.33,"21,268,652","1,697",N/A
경영 지원 서비스,52203040,002769,Guangdong Prolto Supply Chain Management Co Ltd Class A,szse,2026-08-24,906,907,906,906,+8.89%,+0.55%,0,0.0,"4,500",4,N/A
경영 지원 서비스,52203040,301449,Shenzhen Tiansu Calibration and Testing Co Ltd Class A,szse,2026-08-24,44.35,47.99,43.20,46.91,+5.88%,+7.20%,2.56,5.77,"5,834,040",273,N/A
광고 및 마케팅,53302010,002181,Guangdong Guangzhou Daily Media Co Ltd Class A,szse,2026-08-24,294.50,298.60,294.30,298.10,+23.33%,+4.78%,3.60,1.22,"11,739,700","3,499",N/A
금,51201060,000506,Zhaojin International Gold Co Ltd Class A,szse,2026-07-30,3.51,3.59,3.34,3.58,+6.58%,+8.81%,0.25,7.67,"11,930,000",42,N/A
기타 교육 서비스 제공,63101010,002659,Beijing Kaiwen Education Technology Co Ltd Class A,szse,2026-07-07,"3,380","3,400","3,370","3,380",+9.39%,+2.11%,0,0.0,"86,500",292,N/A
농화학제,51101020,000912,Sichuan Lutianhua Co Ltd Class A,szse,2026-06-01,3.89,4.03,3.78,3.92,+3.43%,+4.26%,0.11,2.89,"65,845,330",258,N/A
농화학제,51101020,002539,Chengdu Wintrue Holding Co Ltd Class A,szse,2026-08-21,12.85,13.10,12.69,12.88,+1.11%,+1.02%,0.07,0.55,"17,124,471",220,N/A
다각적 화학 산업,51101090,002274,Jiangsu Huachang Chemical Co Ltd Class A,szse,2026-08-24,6.15,6.49,5.95,6.47,+13.31%,+9.48%,0.32,5.2,"85,267,488",551,N/A
다각적 화학 산업,51101090,002004,Huapont Life Sciences Co Ltd Class A,szse,2026-08-24,"3,750","3,800","3,765","3,775",+19.27%,+2.86%,25,0.67,"42,500",160,N/A
민자 발전 사업,59101020,002608,Jiangsu Guoxin Corp Ltd Class A,szse,2026-06-01,0.01,0.01,0.01,0.01,+0.00%,+0.00%,0,0.0,"451,000",0,N/A
민자 발전 사업,59101020,003816,CGN Power Co Ltd Class A,szse,2026-08-24,2.56,2.65,2.56,2.65,+6.00%,+6.00%,0.10,3.72,"68,000",0,N/A
반도체,57101010,002017,Eastcompeace Technology Co Ltd Class A,szse,2026-06-01,16.47,17.26,15.23,16.95,+1.41%,+25.37%,0.97,6.07,"97,610,474","1,654",N/A
반도체,57101010,003040,Chutian Dragon Co Ltd Class A,szse,2026-08-24,14.07,15.48,13.82,15.48,+16.48%,+34.26%,1.41,10.02,"45,291,530",701,N/A
반도체,57101010,300345,Hunan Huamin Holdings Co Ltd Class A,szse,2026-08-24,9.60,9.95,9.35,9.65,+48.23%,+2.99%,0.05,0.52,"77,681,176",749,N/A
반도체 장비 및 테스트,57101020,002185,Tianshui Huatian Technology Co Ltd Class A,szse,2026-08-24,"1,950","1,972","1,950","1,966",+8.92%,+1.92%,16,0.82,"2,500",4,N/A
"배달, 우편, 항공 화물 및 육상 물류",52405010,002889,Shenzhen Easttop Supply Chain Management Co Ltd Class A,szse,2026-07-29,12.78,12.91,12.38,12.86,+8.99%,+2.47%,0.31,2.47,"4,120,296",52,N/A
"배달, 우편, 항공 화물 및 육상 물류",52405010,002120,YUNDA Holding Group Co Ltd Class A,szse,2026-08-24,9.06,9.34,9.25,9.34,+10.17%,+9.82%,0.27,2.98,"8,200",0,N/A
부동산 서비스,60101020,001914,China Merchants Property Operation & Service Co Ltd Class A,szse,2026-08-24,758,765,753,765,+6.55%,+2.68%,7,0.92,"15,400",11,N/A
"부동산 임대, 개발 및 운영",60101010,000631,Shunfa Hengneng Corp Class A,szse,2026-08-18,8.27,9.05,8.37,8.94,+21.47%,+8.23%,0.72,8.69,"23,899,634",213,N/A
"부동산 임대, 개발 및 운영",60101010,000656,Jinke Property Group Co Ltd Class A,szse,2026-08-24,5.26,5.36,5.23,5.33,+37.02%,+5.96%,0.07,1.23,"10,238,158",54,N/A
"부동산 임대, 개발 및 운영",60101010,000926,Hubei Fuxing Science and Technology Co Ltd Class A,szse,2026-06-22,2.46,2.50,2.46,2.50,+2.04%,+4.17%,0.05,2.04,"14,500",0,N/A
"부동산 임대, 개발 및 운영",60101010,002146,Risesun Real Estate Development Co Ltd Class A,szse,2026-08-07,2.09,2.30,1.95,2.13,+52.14%,+9.23%,0.13,6.5,"102,500",0,N/A
비즈니스 지원 용품,52203060,002301,Shenzhen Comix Group Co Ltd Class A,szse,2026-08-24,"1,717","1,738","1,720","1,729",+10.62%,+2.98%,12,0.7,"84,900",146,N/A
산업용 기계 및 장비,52102010,002122,HuiZhou Intelligence Technology Group Co Ltd Class A,szse,2026-08-24,"1,458","1,459","1,453","1,458",+15.90%,+2.60%,0,0.0,"5,800",8,N/A
산업용 기계 및 장비,52102010,300358,Truking Technology Ltd Class A,szse,2026-08-20,9.25,9.30,8.72,9.30,+8.85%,+3.91%,0.63,7.27,"70,272,175",653,N/A
상품 화학,51101010,002408,Zibo Qixiang Tengda Chemical Co Ltd Class A,szse,2026-08-24,5.28,5.49,5.23,5.44,+5.02%,+4.82%,0.16,3.03,"57,563,756",313,N/A
상품 화학,51101010,000830,Luxi Chemical Group Co Ltd Class A,szse,2026-08-24,0.81,0.83,0.79,0.82,+2.03%,+17.02%,0.01,1.23,"138,000",0,N/A
