섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
건설 및 엔지니어링,52201020,HTN,Hung Thinh Incons JSC,hose,2026-08-18,"8,150","8,400","8,150","8,300",+9.93%,+11.56%,150,1.84,"235,865","1,957",N/A
건설 및 엔지니어링,52201020,LM8,Lilama 18 JSC,hose,2026-07-02,"16,850","16,900","15,000","16,900",+24.26%,+29.50%,"1,100",6.96,"10,117",170,N/A
건설 자재 및 비품,53203020,NAV,Namviet JSC,hose,2026-08-10,"16,100","16,200","16,100","16,100",+6.65%,+0.00%,0,0.0,200,3,N/A
민자 발전 사업,59101020,TMP,Thac Mo Hydropower JSC,hose,2026-08-06,"49,800","49,900","49,700","49,900",+6.74%,+0.60%,200,0.4,"1,300",64,N/A
"배달, 우편, 항공 화물 및 육상 물류",52405010,ASG,ASG Corp,hose,2026-06-03,"16,950","17,000","16,950","17,000",+3.03%,+0.89%,50,0.29,300,5,N/A
수자원 유틸리티,59103010,CLW,Cho Lon Water Supply JSC,hose,2026-06-25,"59,100","60,100","60,100","60,100",+39.93%,+30.65%,"3,900",6.94,129,7,N/A
식품 가공,54102020,SBT,Thanh Thanh Cong Bien Hoa JSC,hose,2026-08-18,"23,700","23,750","23,350","23,750",+13.37%,+11.50%,50,0.21,"469,187","11,143",N/A
양조업,54101010,SMB,Sai Gon Mien Trung Beer JSC,hose,2026-08-18,"39,600","39,600","39,600","39,600",+4.21%,+1.54%,0,0.0,161,6,N/A
"오일, 가스 정제 및 마케팅",50102030,ASP,An Pha Petroleum Group JSC,hose,2026-08-03,"12,350","13,000","12,350","12,450",+69.85%,+9.69%,300,2.47,"213,554","2,658",N/A
"오일, 가스 정제 및 마케팅",50102030,CMV,Camau Trading JSC,hose,2026-08-18,"9,100","9,730","9,500","9,730",+23.16%,+30.60%,630,6.92,"1,605",15,N/A
