섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,000948,Yunnan Nantian Electronics Information Co Ltd Class A,szse,2026-06-10,0.29,0.29,0.26,0.29,+37.21%,+18.47%,0.06,23.43,"81,400",0,N/A
IT 서비스 및 컨설팅,57201010,002178,Shanghai Yanhua Smartech Group Co Ltd Class A,szse,2026-08-19,0.31,0.34,0.31,0.31,+40.00%,+18.87%,0,0.0,"9,380,000",2,N/A
IT 서비스 및 컨설팅,57201010,002232,Qiming Information Technology Co Ltd Class A,szse,2026-08-13,7.09,7.55,6.87,7.48,+31.76%,+5.58%,0.56,8.09,"13,793,960",103,N/A
IT 서비스 및 컨설팅,57201010,002657,Sinodata Co Ltd Class A,szse,2026-07-22,54,55.60,53,55.25,+31.67%,+15.10%,2.20,4.15,"26,408",1,N/A
"가전제품, 도구 및 가정 용품",53204030,002543,Guangdong Vanward New Electric Co Ltd Class A,szse,2026-08-19,7.57,8.29,7.59,7.60,+0.24%,+14.11%,0.03,0.4,"46,426,894",352,N/A
"가전제품, 도구 및 가정 용품",53204030,002705,Guangdong Xinbao Electrical Appliances Holdings Co Ltd Class A,szse,2026-08-19,"8,900","9,410","8,900","9,160",+16.10%,+7.89%,260,2.92,"32,500",297,N/A
가정용 전자 제품,57106030,001308,Shenzhen KTC Technology Co Ltd Class A,szse,2026-08-19,44.18,47.28,44.06,46.54,+37.61%,+14.63%,2.36,5.34,"7,337,488",341,N/A
가정용 전자 제품,57106030,002429,Shenzhen MTC Co.  Ltd. Class A,szse,2026-08-19,"2,777","2,867","2,808","2,867",+18.96%,+7.06%,90,3.24,"56,100",160,N/A
건설 및 엔지니어링,52201020,002542,China Zhonghua Geotechnical Engineering Group Co Ltd Class A,szse,2026-08-03,1.81,1.82,1.72,1.82,+13.75%,+3.41%,0.08,4.6,"42,218,300",76,N/A
건설 및 엔지니어링,52201020,002060,Guangdong Construction Engineering Group Co Ltd Class A,szse,2026-08-19,"1,418","1,437","1,418","1,432",+20.54%,+6.71%,14,0.99,"100,400",143,N/A
