섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,002178,Shanghai Yanhua Smartech Group Co Ltd Class A,szse,2026-08-19,0.31,0.32,0.31,0.31,+39.38%,+10.53%,0,0.0,"4,675,952",1,N/A
IT 서비스 및 컨설팅,57201010,002657,Sinodata Co Ltd Class A,szse,2026-07-22,54,56.30,54,54.90,+28.33%,+12.18%,0.90,1.67,"18,193",0,N/A
"가전제품, 도구 및 가정 용품",53204030,002705,Guangdong Xinbao Electrical Appliances Holdings Co Ltd Class A,szse,2026-08-20,"9,160","9,440","9,140","9,240",+18.01%,+8.96%,80,0.87,"24,500",226,N/A
가정용 가구,53204040,002489,Yotrio Group Co Ltd Class A,szse,2026-06-01,0.91,0.94,0.90,0.93,-1.60%,+6.94%,0.01,1.65,"940,000",0,N/A
가정용 전자 제품,57106030,001308,Shenzhen KTC Technology Co Ltd Class A,szse,2026-08-20,46.54,50,46.58,49.06,+40.98%,+20.30%,2.52,5.41,"8,471,188",415,N/A
가정용 전자 제품,57106030,002681,Shenzhen Fenda Technology Co Ltd Class A,szse,2026-08-14,"2,349","2,368","2,310","2,352",+18.73%,+2.75%,29,1.25,"174,400",410,N/A
건설 및 엔지니어링,52201020,002542,China Zhonghua Geotechnical Engineering Group Co Ltd Class A,szse,2026-08-20,1.82,1.92,1.77,1.90,+25.00%,+10.47%,0.08,4.4,"52,574,322",99,N/A
건설 및 엔지니어링,52201020,002586,Zhejiang Reclaim Construction Group Co Ltd Class A,szse,2026-05-28,4.45,4.71,4.31,4.66,+6.15%,+16.50%,0.26,5.91,"13,005,408",60,N/A
건설 및 엔지니어링,52201020,000928,Sinosteel Engineering & Technology Co Ltd Class A,szse,2026-08-05,0.11,0.11,0.10,0.11,+40.79%,+4.90%,0.01,4.9,"2,680,000",0,N/A
건설 및 엔지니어링,52201020,002116,China Haisum Engineering Co Ltd Class A,szse,2026-06-09,0.73,0.73,0.68,0.73,+2.82%,+2.82%,0.03,4.29,"70,000",0,N/A
건설 및 엔지니어링,52201020,002060,Guangdong Construction Engineering Group Co Ltd Class A,szse,2026-08-20,"1,432","1,445","1,428","1,435",+20.99%,+4.90%,3,0.21,"71,300",102,N/A
건설 자재 및 비품,53203020,002108,Cangzhou Mingzhu Plastic Co Ltd Class A,szse,2026-08-20,"5,580","5,880","5,600","5,810",+34.49%,+7.00%,230,4.12,"63,300",367,N/A
건설 자재 및 비품,53203020,002918,Monalisa Group Co Ltd Class A,szse,2026-07-29,"2,871","2,871","2,829","2,871",+9.37%,+1.34%,31,1.09,"110,400",316,N/A
경영 지원 서비스,52203040,002268,CETC Cyberspace Security Technology Co Ltd Class A,szse,2026-08-20,70.20,72.40,69.10,71.65,+25.04%,+15.47%,1.45,2.07,"7,915,099",567,N/A
경영 지원 서비스,52203040,002769,Guangdong Prolto Supply Chain Management Co Ltd Class A,szse,2026-08-20,904,907,901,905,+6.97%,+0.56%,1,0.11,"5,100",4,N/A
광고 및 마케팅,53302010,002181,Guangdong Guangzhou Daily Media Co Ltd Class A,szse,2026-08-20,290.30,293.70,290.10,291.50,+22.84%,+3.08%,1.20,0.41,"9,212,700","2,685",N/A
광고 및 마케팅,53302010,002654,Shenzhen Mason Technologies Co Ltd Class A,szse,2026-08-20,425,426,421,426,+8.67%,+2.40%,1,0.24,"6,200",2,N/A
금,51201060,000506,Zhaojin International Gold Co Ltd Class A,szse,2026-08-10,19.94,21,18.75,20.77,+34.87%,+18.35%,1.32,6.79,"126,454,967","2,626",N/A
금,51201060,300139,Beijing Xiaocheng Technology Stock Co Ltd Class A,szse,2026-08-10,52.49,54,49.46,53.68,+6.15%,+12.87%,4.23,8.55,"68,631,938","3,684",N/A
농화학제,51101020,002170,Shenzhen Batian Ecotypic Engineering Co Ltd Class A,szse,2026-08-20,691,713,682,704,+30.42%,+15.22%,13,1.88,"739,800",520,N/A
농화학제,51101020,002734,Limin Group Co Ltd Class A,szse,2026-08-18,"1,230","1,239","1,223","1,232",+26.34%,+3.53%,4,0.33,"180,400",222,N/A
농화학제,51101020,002749,Sichuan Guoguang Agrochemical Co Ltd Class A,szse,2026-08-20,660,665,657,660,+7.49%,+0.46%,0,0.0,"313,700",207,N/A
다각적 채굴,51201080,000975,Shanjin International Gold Co Ltd Class A,szse,2026-08-20,27.90,28.80,27.64,28.58,+12.65%,+12.92%,0.68,2.44,"71,647,354","2,047",N/A
다각적 채굴,51201080,000975,Shanjin International Gold Co Ltd Class A,szse,2026-08-20,10.45,10.85,10.22,10.50,+22.09%,+10.94%,0.05,0.48,"7,188,000",75,N/A
다각적 화학 산업,51101090,002004,Huapont Life Sciences Co Ltd Class A,szse,2026-08-20,"3,730","3,770","3,720","3,745",+19.08%,+4.32%,15,0.4,"43,100",161,N/A
민자 발전 사업,59101020,002479,Zhejiang Fuchunjiang Environmental Thermoelectric Co Ltd Class A,szse,2026-08-12,5.81,5.99,5.76,5.98,+13.90%,+5.28%,0.19,3.28,"37,177,030",222,N/A
민자 발전 사업,59101020,002608,Jiangsu Guoxin Corp Ltd Class A,szse,2026-05-28,0.01,0.01,0.01,0.01,+0.00%,+0.00%,0,0.0,"90,900,000",0,N/A
민자 발전 사업,59101020,003816,CGN Power Co Ltd Class A,szse,2026-06-01,2.55,2.60,2.50,2.55,+4.08%,+6.69%,0.12,5.15,"1,240,000",3,N/A
반도체,57101010,002384,Suzhou Dongshan Precision Manufacturing Co Ltd Class A,szse,2026-08-20,"5,000","5,220","5,050","5,190",+6.35%,+7.12%,190,3.8,"104,400",541,N/A
반도체,57101010,300345,Hunan Huamin Holdings Co Ltd Class A,szse,2026-08-18,9.37,9.37,8.31,9.37,+52.61%,+36.19%,0.90,10.63,"86,076,928",806,N/A
