섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,446A,Northsand Inc,tse,2026-08-13,"1,781","1,800","1,753","1,797",+49.63%,+6.96%,16,0.9,"38,700",69,N/A
개인 서비스,54201030,477A,Startline Co Ltd,tse,2026-06-16,667,673,667,673,+7.17%,+8.03%,14,2.12,"21,700",14,N/A
경영 지원 서비스,52203040,300A,MIC Co Ltd,tse,2026-08-13,"3,310","3,380","3,280","3,375",+16.38%,+9.93%,65,1.96,"4,600",15,N/A
경영 지원 서비스,52203040,369A,A-tie Co Ltd,tse,2026-08-13,"2,528","2,578","2,528","2,560",+13.32%,+7.97%,32,1.27,"4,300",11,N/A
경영 지원 서비스,52203040,549A,Hito-to-hito Holdings Co Ltd,tse,2026-08-10,500,505,493,505,+3.48%,+4.77%,10,2.02,"12,700",6,N/A
고용 서비스,52203030,151A,Dive Group Inc,tse,2026-08-13,662,664,645,664,+14.48%,+3.11%,2,0.3,"16,400",10,N/A
광고 및 마케팅,53302010,378A,Hit Co Ltd,tse,2026-08-13,"1,133","1,219","1,160","1,179",+2.19%,+11.02%,46,4.06,"27,200",32,N/A
레스토랑 및 바,53301020,274A,Garden Co Ltd,tse,2026-08-05,"2,341","2,348","2,338","2,348",+5.91%,+0.56%,10,0.43,"1,400",3,N/A
생명 공학 및 의학 연구,56202010,206A,PRISM BioLab Co Ltd,tse,2026-08-12,172,177,168,175,+10.76%,+8.02%,7,4.17,"93,900",16,N/A
생명 공학 및 의학 연구,56202010,219A,Heartseed Inc.,tse,2026-08-13,"1,942","1,964","1,910","1,944",+19.19%,+6.64%,2,0.1,"41,400",80,N/A
손해보험,55301020,471A,NS Group Inc,tse,2026-08-12,"1,583","1,587","1,568","1,587",+8.90%,+4.75%,12,0.76,"34,200",54,N/A
"오일, 가스 정제 및 마케팅",50102030,416A,Fuji United Holdings Co Ltd,tse,2026-08-10,"1,263","1,270","1,264","1,270",+9.86%,+8.27%,19,1.52,"7,300",9,N/A
온라인 서비스,57201030,479A,PRONI Inc,tse,2026-05-26,"1,538","1,735","1,590","1,702",+13.39%,+23.42%,265,18.44,"187,200",318,N/A
의료 시설 및 서비스,56102010,194A,WOLVES HAND Co Ltd,tse,2026-08-13,"1,900","2,015","1,840","1,951",+37.69%,+30.76%,51,2.68,"135,900",265,N/A
전문 및 비즈니스 교육,63103010,291A,Reskill Corp,tse,2026-08-12,"1,888","2,001","1,931","1,990",+11.11%,+10.62%,175,9.64,"8,800",17,N/A
전자 장비 및 부품,57104010,287A,Kuroda Group Co.  Ltd.,tse,2026-08-13,"1,191","1,220","1,190","1,220",+22.37%,+6.74%,29,2.43,"162,700",198,N/A
투자 관리 및 펀드 운영,55102020,319A,Next Generation Technology Group Inc,tse,2026-08-13,"20,800","21,800","20,660","21,570",+23.75%,+9.22%,770,3.7,"9,400",202,N/A
할인점,53402020,141A,Trial Holdings Inc,tse,2026-08-12,"3,420","3,880","3,685","3,875",+22.52%,+21.09%,545,16.37,"1,569,800","6,082",N/A
