섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
건설 및 엔지니어링,52201020,HTN,Hung Thinh Incons JSC,hose,2026-08-24,"8,890","9,100","8,880","8,930",+18.59%,+9.57%,40,0.45,"551,700","4,926",N/A
건설 자재,51202010,YBM,YBM JSC,hose,2026-07-14,"10,050","10,450","9,770","10,450",+2.45%,+7.73%,650,6.63,"3,200",33,N/A
기타 전문 소매,53403090,AST,Taseco Air Services JSC,hose,2026-08-14,"64,800","66,000","63,900","66,000",+11.55%,+3.94%,"3,400",5.43,"6,200",409,N/A
다각적 산업용 제품 도매,52202010,PIT,Petrolimex International Trading JSC,hose,2026-08-25,"8,520","8,530","8,100","8,530",+25.44%,+6.62%,10,0.12,"10,900",92,N/A
"부동산 임대, 개발 및 운영",60101010,SJS,SJ Group JSC,hose,2026-08-25,"51,200","54,000","52,500","53,000",+3.72%,+11.81%,"1,800",3.52,"63,100","3,344",N/A
"부동산 임대, 개발 및 운영",60101010,VPI,Van Phu Real Estate Development JSC,hose,2026-08-25,"65,100","68,500","65,300","67,800",+7.79%,+8.13%,"2,700",4.15,"2,158,800","146,366",N/A
상품 화학,51101010,ADP,A Dong Paint JSC,hose,2026-08-24,"23,750","24,000","23,250","23,800",+10709.85%,+3.48%,550,2.37,"2,400",57,N/A
식품 가공,54102020,AAN,A An Food JSC,hose,2026-08-24,"16,400","16,400","16,000","16,400",+6.26%,+7.89%,200,1.23,"408,700","6,702",N/A
식품 가공,54102020,KDC,Kido Group Corp,hose,2026-08-03,"52,000","52,500","51,500","52,400",+2.34%,+2.14%,400,0.77,"337,800","17,700",N/A
양조업,54101010,BHN,Hanoi Beer Alcohol And Beverage Joint Stock Corp,hose,2026-08-07,"30,750","31,600","30,650","31,100",+5.78%,+3.67%,400,1.3,"6,500",202,N/A
"오일, 가스 정제 및 마케팅",50102030,ASP,An Pha Petroleum Group JSC,hose,2026-08-19,"12,600","13,300","12,200","13,300",+82.19%,+5.56%,850,6.83,"268,100","3,565",N/A
"오일, 가스 정제 및 마케팅",50102030,PGC,Petrolimex Gas Corp JSC,hose,2026-08-03,"13,200","13,700","12,850","13,700",+31576.30%,+7.87%,850,6.61,"228,200","3,126",N/A
은행,55101010,HDB,Ho Chi Minh City Development Joint Stock Commercial Bank,hose,2026-07-07,"27,700","27,800","26,850","27,750",+7.77%,+3.93%,750,2.78,"13,487,600","374,280",N/A
자동차 및 트럭 제조,53101010,HTL,Truong Long Engineering and Auto JSC,hose,2026-06-08,"21,600","21,800","21,700","21,700",+2.36%,+0.93%,100,0.46,300,6,N/A
전기 부품 및 장비,52102030,DHM,DHM Investment and Trading JSC,hose,2026-07-16,"6,840","6,970","6,600","6,900",+10.40%,+6.15%,300,4.55,"4,400",30,N/A
타이어 및 고무 제품,53101030,TRC,Tay Ninh Rubber JSC,hose,2026-08-25,"86,100","87,900","86,300","87,000",+14.47%,+5.71%,900,1.05,"97,000","8,439",N/A
