섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,334A,Visual Processing Japan Co Ltd,tse,2026-06-15,960,972,942,972,+8.12%,+6.00%,45,4.85,"5,700",5,N/A
개인 생활 필수 용품,54201020,247A,Ai Robotics Inc,tse,2026-08-20,973,"1,015",970,982,+29.38%,+13.39%,19,1.97,"1,266,400","1,243",N/A
개인 서비스,54201030,477A,Startline Co Ltd,tse,2026-08-21,682,691,683,688,+8.86%,+2.69%,6,0.88,"4,100",2,N/A
건설 및 엔지니어링,52201020,256A,Tobishima Holdings Inc,tse,2026-08-18,"2,145","2,172","2,138","2,157",+7.80%,+1.79%,22,1.03,"98,100",211,N/A
건설 및 엔지니어링,52201020,460A,Branu Inc,tse,2026-08-20,"1,090","1,115","1,062","1,096",+92.96%,+9.60%,28,2.62,"12,000",13,N/A
경영 지원 서비스,52203040,372A,Rent Corp,tse,2026-08-21,"5,610","5,700","5,590","5,690",+9.85%,+3.27%,80,1.43,"3,900",22,N/A
광고 및 마케팅,53302010,415A,GMO TECH Holdings Inc,tse,2026-08-21,"5,130","5,130","5,130","5,130",+9.38%,+1.99%,0,0.0,200,1,N/A
레스토랑 및 바,53301020,274A,Garden Co Ltd,tse,2026-08-21,"2,368","2,379","2,362","2,376",+4.67%,+0.68%,8,0.34,"7,400",17,N/A
"부동산 임대, 개발 및 운영",60101010,463A,Intellex Holdings Co Ltd,tse,2026-08-18,979,"1,010",983,993,+8.06%,+3.22%,19,1.95,"23,400",23,N/A
비즈니스 지원 용품,52203060,423A,Lion Office Products Corp,tse,2026-08-18,322,324,318,324,+6.93%,+1.25%,6,1.89,"35,200",11,N/A
생명 공학 및 의학 연구,56202010,130A,Veritas In Silico Inc,tse,2026-08-21,448,464,457,461,+17.90%,+9.24%,13,2.9,"24,200",11,N/A
소프트웨어,57201020,299A,Kurashiru  Inc.,tse,2026-08-21,"1,280","1,343","1,286","1,331",+29.22%,+14.45%,51,3.98,"185,000",246,N/A
손해보험,55301020,471A,NS Group Inc,tse,2026-08-21,"1,614","1,638","1,607","1,623",+16.67%,+1.50%,9,0.56,"111,700",181,N/A
식품 소매 및 유통,54301020,417A,Blue Zones Holdings Co Ltd,tse,2026-08-21,"1,861.50","1,895","1,862.50","1,863.50",+9.88%,+3.53%,2,0.11,"143,300",267,N/A
"오일, 가스 정제 및 마케팅",50102030,416A,Fuji United Holdings Co Ltd,tse,2026-08-18,"1,289","1,303","1,267","1,290",+11.69%,+1.98%,23,1.82,"11,600",14,N/A
온라인 서비스,57201030,479A,PRONI Inc,tse,2026-08-20,"1,915","1,950","1,877","1,918",+24.71%,+10.61%,30,1.59,"46,500",89,N/A
핀테크,57301010,196A,MFS Inc,tse,2026-08-21,333,370,338,364,+45.60%,+18.95%,31,9.31,"187,600",68,N/A
