섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,002178,Shanghai Yanhua Smartech Group Co Ltd Class A,szse,2026-08-17,0.29,0.32,0.29,0.31,+31.91%,+21.57%,0.02,6.9,"5,600,000",1,N/A
가정용 전자 제품,57106030,001308,Shenzhen KTC Technology Co Ltd Class A,szse,2026-08-17,42.40,44.16,42.46,43.58,+28.55%,+8.19%,1.18,2.78,"4,566,200",198,N/A
건설 및 엔지니어링,52201020,003013,Guangzhou Metro Design & Research Institute Co Ltd Class A,szse,2026-08-07,19.18,20.06,19.26,19.57,+36.08%,+6.65%,0.79,4.21,"6,856,131",134,N/A
건설 및 엔지니어링,52201020,002663,Pubang Landscape Architecture Co Ltd Class A,szse,2026-08-10,0.51,0.52,0.50,0.51,+67.21%,+3.03%,0.01,2.0,"890,000",0,N/A
건설 및 엔지니어링,52201020,002060,Guangdong Construction Engineering Group Co Ltd Class A,szse,2026-08-14,"1,410","1,418","1,384","1,413",+16.49%,+11.00%,3,0.21,"123,600",174,N/A
건설 및 엔지니어링,52201020,002307,Xinjiang Beixin Road & Bridge Group Co Ltd Class A,szse,2026-08-14,"1,082","1,100","1,074","1,092",+20.00%,+7.80%,10,0.92,"53,600",58,N/A
건설 및 엔지니어링,52201020,301058,COFCO Technology & Industry Co Ltd Class A,szse,2026-05-22,8.97,9.35,8.52,9.13,+2.74%,+6.29%,0.81,9.74,"26,795,122",244,N/A
건설 자재,51202010,002225,Puyang Refractories Group Co Ltd Class A,szse,2026-08-17,5.14,5.40,5.09,5.20,+39.28%,+6.67%,0.05,0.97,"4,790,000",24,N/A
건설 자재 및 비품,53203020,002798,DO&SHUIHUA Group Co Ltd Class A,szse,2026-08-14,"3,065","3,075","3,065","3,065",+2.27%,+0.66%,0,0.0,"2,300",7,N/A
경영 지원 서비스,52203040,002268,CETC Cyberspace Security Technology Co Ltd Class A,szse,2026-08-17,64.95,70.60,65,69.85,+25.29%,+8.72%,4.90,7.54,"9,989,743",697,N/A
경영 지원 서비스,52203040,002769,Guangdong Prolto Supply Chain Management Co Ltd Class A,szse,2026-08-13,900,902,900,901,+6.00%,+0.56%,1,0.11,"4,000",3,N/A
경영 지원 서비스,52203040,300012,Centre Testing International Group Co Ltd Class A,szse,2026-05-22,15.07,15.35,14.85,15.22,+1.47%,+4.60%,1.24,8.87,"55,839,248",849,N/A
경영 지원 서비스,52203040,300797,NCS Testing Technology Co Ltd Class A,szse,2026-05-22,15.16,16.13,14.07,15.70,+4.46%,+17.78%,2.94,23.04,"24,437,656",383,N/A
광고 및 마케팅,53302010,002654,Shenzhen Mason Technologies Co Ltd Class A,szse,2026-08-13,416,424,420,424,+7.89%,+3.41%,8,1.92,"11,800",5,N/A
농화학제,51101020,000713,SDIC Fengle Seed Co Ltd Class A,szse,2026-06-01,5.99,6.50,5.86,6.50,+9.68%,+10.73%,0.78,13.64,"47,374,868",307,N/A
농화학제,51101020,000893,Asia Potash International Investment Guangzhou Co Ltd Class A,szse,2026-06-01,0.08,0.08,0.07,0.08,+2.70%,+2.70%,0.00,2.7,"330,000",0,N/A
농화학제,51101020,002734,Limin Group Co Ltd Class A,szse,2026-08-14,"1,199","1,233","1,207","1,230",+25.88%,+6.40%,31,2.59,"130,000",159,N/A
다각적 채굴,51201080,000975,Shanjin International Gold Co Ltd Class A,szse,2026-08-14,9.47,9.83,9.22,9.74,+25.84%,+6.10%,0.51,5.47,"5,831,200",56,N/A
다각적 화학 산업,51101090,002004,Huapont Life Sciences Co Ltd Class A,szse,2026-07-29,"3,635","3,670","3,580","3,670",+14.33%,+3.67%,65,1.8,"58,400",214,N/A
무선 통신 서비스,57401020,002148,Beijing Bewinner Communications Co Ltd Class A,szse,2026-08-14,"1,254","1,267","1,245","1,261",+5.52%,+4.13%,7,0.56,"32,700",41,N/A
민자 발전 사업,59101020,002608,Jiangsu Guoxin Corp Ltd Class A,szse,2026-05-22,0.01,0.01,0.01,0.01,+0.00%,+0.00%,0,0.0,"4,657,000",0,N/A
반도체,57101010,002017,Eastcompeace Technology Co Ltd Class A,szse,2026-08-14,0.51,0.60,0.47,0.56,+152.25%,+21.74%,0.07,15.46,"2,430,000",1,N/A
반도체,57101010,002384,Suzhou Dongshan Precision Manufacturing Co Ltd Class A,szse,2026-08-10,"4,920","4,995","4,915","4,985",+3.00%,+8.37%,120,2.47,"60,800",303,N/A
반도체,57101010,002436,Shenzhen Fastprint Circuit Tech Co Ltd Class A,szse,2026-08-12,645,658,640,650,+27.08%,+6.38%,12,1.88,"40,200",26,N/A
반도체,57101010,002449,Foshan Nationstar Optoelectronics Co Ltd Class A,szse,2026-07-30,"1,096","1,096","1,092","1,096",+3.40%,+1.39%,3,0.27,"4,000",4,N/A
반도체,57101010,300345,Hunan Huamin Holdings Co Ltd Class A,szse,2026-07-03,7.79,9.67,8.67,9.37,+48.73%,+47.10%,1.95,26.28,"129,162,127","1,210",N/A
반도체,57101010,301282,Camelot Electronics Technology Co Ltd Class A,szse,2026-06-08,32.47,42,36.28,39.06,+48.97%,+63.57%,9.75,33.27,"50,094,314","1,956",N/A
반도체 장비 및 테스트,57101020,002185,Tianshui Huatian Technology Co Ltd Class A,szse,2026-08-13,"1,915","1,930","1,923","1,929",+4.61%,+1.53%,16,0.84,"1,200",2,N/A
"배달, 우편, 항공 화물 및 육상 물류",52405010,002120,YUNDA Holding Group Co Ltd Class A,szse,2026-08-14,243,245,231,243,+28.57%,+16.83%,0,0.0,"1,149,600",279,N/A
