섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
건설 및 엔지니어링,52201020,SC5,Construction JSC No.5,hose,2026-07-14,"17,200","18,200","17,050","18,200",+10.98%,+29.54%,"1,150",6.74,400,7,N/A
"배달, 우편, 항공 화물 및 육상 물류",52405010,ASG,ASG Corp,hose,2026-06-03,"16,950","16,950","16,950","16,950",+2.73%,+0.89%,0,0.0,100,1,N/A
"부동산 임대, 개발 및 운영",60101010,DRH,DRH Holdings JSC,hose,2026-07-02,"1,970","1,970","1,950","1,970",+18604.70%,+27.92%,120,6.49,"1,095,800","2,158",N/A
비즈니스 지원 용품,52203060,TLG,Thien Long Group Corp,hose,2026-08-11,"51,000","54,200","50,800","53,500",+7.65%,+10.20%,"2,800",5.52,"492,097","26,327",N/A
식품 가공,54102020,AAM,Mekong Fisheries JSC,hose,2026-08-12,"7,400","7,500","7,490","7,500",+8.07%,+4.17%,100,1.35,"11,138",83,N/A
식품 가공,54102020,SBT,Thanh Thanh Cong Bien Hoa JSC,hose,2026-06-11,"21,900","23,000","21,600","23,000",+5.50%,+9.79%,"1,400",6.48,"1,528,380","35,152",N/A
용기(종이 제외) 및 포장재,51302010,DTT,Do Thanh Technology Corp,hose,2026-08-06,"18,200","18,200","18,200","18,200",+8.01%,+0.00%,0,0.0,500,9,N/A
용기(종이 제외) 및 포장재,51302010,TDP,Thuan Duc JSC,hose,2026-05-21,"29,500","30,800","29,000","30,100",+2.73%,+5.99%,"1,300",4.51,"184,278","5,546",N/A
"자동차 차량, 부품 및 서비스 소매",53403010,CTF,City Auto Corp,hose,2026-08-12,"20,750","21,000","20,300","20,750",+15.28%,+5.87%,0,0.0,"538,200","11,167",N/A
종이 포장재,51302020,DHC,Donghai JSC of Bentre,hose,2026-08-07,"35,200","36,300","34,650","35,400",+412487.42%,+2.02%,500,1.43,"491,855","17,411",N/A
컴퓨터 및 전자 제품 소매,53403050,DGW,Digiworld Corp,hose,2026-06-17,"42,000","43,850","40,650","43,150",+5.63%,+7.88%,"2,150",5.24,"4,217,585","181,988",N/A
타이어 및 고무 제품,53101030,BRC,Ben Thanh Rubber JSC,hose,2026-08-12,"12,450","12,500","12,500","12,500",+4.17%,+4.17%,50,0.4,100,1,N/A
