섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,002232,Qiming Information Technology Co Ltd Class A,szse,2026-07-31,6.48,6.80,6.44,6.61,+6.42%,+14.84%,0.13,2.08,"4,234,986",28,N/A
가정용 가구,53204040,002489,Yotrio Group Co Ltd Class A,szse,2026-07-30,320,321,313,320,+9.97%,+1.91%,3,0.95,"110,200",35,N/A
건설 및 엔지니어링,52201020,000065,NORINCO International Cooperation Ltd Class A,szse,2026-05-07,0.29,0.35,0.25,0.31,+8.62%,+57.50%,0.06,26.0,"1,050,000",0,N/A
건설 및 엔지니어링,52201020,000928,Sinosteel Engineering & Technology Co Ltd Class A,szse,2026-07-29,0.10,0.10,0.10,0.10,+29.11%,+41.67%,0.00,0.99,"900,000",0,N/A
경영 지원 서비스,52203040,001269,Inner Mongolia OJing Science & Technology Co Ltd Class A,szse,2026-07-13,0.04,0.05,0.05,0.05,+38.89%,+21.95%,0.01,13.64,"4,443,600",0,N/A
공항 운영 및 서비스,52407010,000089,Shenzhen Airport Co Ltd Class A,szse,2026-05-08,6.80,6.88,6.71,6.83,+0.40%,+5.08%,0.06,0.89,"15,704,454",107,N/A
광고 및 마케팅,53302010,000676,Genimous Technology Co Ltd Class A,szse,2026-05-08,7.57,7.94,7.45,7.59,+0.93%,+6.60%,0.10,1.34,"216,321,796","1,641",N/A
광고 및 마케팅,53302010,002654,Shenzhen Mason Technologies Co Ltd Class A,szse,2026-07-30,406,407,405,407,+2.52%,+1.50%,1,0.25,"5,500",2,N/A
다각적 투자 서비스,55102030,002673,Western Securities Co Ltd Class A,szse,2026-05-20,116,126,115,118,+7.27%,+22.92%,4,3.51,"956,200",112,N/A
무알콜 음료,54101030,000848,CHENG DE LOLO Co Ltd Class A,szse,2026-07-30,9.10,9.38,9,9.30,+9.36%,+14.81%,0.30,3.33,"25,647,023",238,N/A
반도체,57101010,002449,Foshan Nationstar Optoelectronics Co Ltd Class A,szse,2026-07-30,"1,096","1,097","1,093","1,096",+0.64%,+1.11%,0,0.0,"8,100",8,N/A
"배달, 우편, 항공 화물 및 육상 물류",52405010,002120,YUNDA Holding Group Co Ltd Class A,szse,2026-07-10,204,206,200,204,+6.81%,+3.55%,1,0.49,"705,700",143,N/A
"부동산 임대, 개발 및 운영",60101010,002314,Shenzhen New Nanshan Holding Group Co Ltd Class A,szse,2026-07-23,4.10,4.20,3.97,4.18,+27.98%,+3.85%,0.17,4.36,"9,789,699",40,N/A
산업용 기계 및 장비,52102010,002559,Jiangsu Yawei Machine Tool Co Ltd Class A,szse,2026-07-30,1.38,1.38,1.37,1.38,+109.72%,+0.73%,0,0.0,"2,324,000",3,N/A
상업 인쇄 서비스,52203020,002191,Shenzhen Jinjia Group Co Ltd Class A,szse,2026-07-31,2.67,2.68,2.64,2.67,+3.09%,+1.52%,0,0.0,"1,232,000",3,N/A
상품 화학,51101010,000408,Zangge Mining Co Ltd Class A,szse,2026-07-23,2.52,2.56,2.52,2.54,+12.47%,+1.60%,0.02,0.79,"184,000",0,N/A
상품 화학,51101010,002805,Shandong Fengyuan Chemical Co Ltd Class A,szse,2026-07-31,"6,600","6,860","6,440","6,700",+46.61%,+9.30%,100,1.52,"97,800",655,N/A
