섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,002232,Qiming Information Technology Co Ltd Class A,szse,2026-08-05,6.68,6.89,6.45,6.80,+13.90%,+2.72%,0.15,2.26,"2,570,250",17,N/A
가정용 가구,53204040,002293,Luolai Lifestyle Technology Co Ltd Class A,szse,2026-07-15,"2,752","2,781","2,736","2,765",+3.75%,+1.65%,16,0.58,700,1,N/A
가정용 가구,53204040,002489,Yotrio Group Co Ltd Class A,szse,2026-07-30,320,330,310,326,+15.19%,+1.88%,15,4.82,"250,700",81,N/A
가정용 가구 소매,53403030,301376,Ziel Home Furnishing Technology Co Ltd Class A,szse,2026-08-05,20.57,20.95,19.85,20.80,+18.54%,+14.54%,0.96,4.84,"5,985,859",124,N/A
가정용 전자 제품,57106030,001308,Shenzhen KTC Technology Co Ltd Class A,szse,2026-07-30,39.50,40.28,39.02,40.24,+16.57%,+2.81%,0.78,1.98,"3,330,850",134,N/A
건설 및 엔지니어링,52201020,002663,Pubang Landscape Architecture Co Ltd Class A,szse,2026-07-17,0.49,0.52,0.48,0.51,+72.88%,+10.87%,0.03,6.25,"3,720,000",1,N/A
건설 및 엔지니어링,52201020,002307,Xinjiang Beixin Road & Bridge Group Co Ltd Class A,szse,2026-07-10,"1,015","1,024","1,007","1,024",+11.67%,+4.70%,11,1.09,"30,800",31,N/A
건설 자재,51202010,002225,Puyang Refractories Group Co Ltd Class A,szse,2026-08-05,4.93,5.09,4.77,5.08,+17.32%,+28.61%,0.38,8.09,"4,775,000",24,N/A
건설 자재 및 비품,53203020,002108,Cangzhou Mingzhu Plastic Co Ltd Class A,szse,2026-07-29,"5,250","5,340","5,130","5,280",+24.82%,+4.55%,110,2.13,"41,900",221,N/A
건설 자재 및 비품,53203020,002798,DO&SHUIHUA Group Co Ltd Class A,szse,2026-08-06,"3,045","3,055","3,040","3,055",+2.21%,+0.83%,10,0.33,"2,100",6,N/A
경영 지원 서비스,52203040,002023,Sichuan Haite High-tech Co Ltd Class A,szse,2026-05-14,0.80,0.80,0.75,0.80,+0.00%,+8.84%,0.02,2.56,"68,000",0,N/A
고속도로 및 철도,52407030,001965,China Merchants Expressway Network Technology Holdings Co Ltd Class A,szse,2026-05-18,0.14,0.16,0.13,0.15,+5.00%,+7.30%,0.01,8.09,"1,183,000",0,N/A
광고 및 마케팅,53302010,002181,Guangdong Guangzhou Daily Media Co Ltd Class A,szse,2026-07-29,276.80,284.20,269.60,282.20,+19.53%,+9.89%,18.90,7.18,"23,547,500","6,645",N/A
금,51201060,000506,Zhaojin International Gold Co Ltd Class A,szse,2026-08-07,18.13,19.94,17.80,19.94,+30.75%,+35.55%,1.81,9.98,"121,513,143","2,422",N/A
금,51201060,300139,Beijing Xiaocheng Technology Stock Co Ltd Class A,szse,2026-05-26,50.57,55,46,52.49,-0.96%,+33.97%,4.49,9.35,"74,946,654","3,933",N/A
기타 교육 서비스 제공,63101010,000526,Xueda Xiamen Education Technology Group Co Ltd Class A,szse,2026-07-30,36.33,36.63,35.23,36.37,+5.79%,+1.85%,1.07,3.03,"4,926,495",179,N/A
농화학제,51101020,002250,Lianhe Chemical Technology Co.  Ltd. Class A,szse,2026-07-21,17.10,17.68,16.58,17.54,+13.31%,+16.31%,0.97,5.85,"36,033,971",632,N/A
농화학제,51101020,002538,Anhui Sierte Fertilizer Industry Ltd Co Class A,szse,2026-08-07,6.99,7.21,6.96,7.18,+10.17%,+4.97%,0.19,2.72,"15,472,371",111,N/A
농화학제,51101020,002170,Shenzhen Batian Ecotypic Engineering Co Ltd Class A,szse,2026-07-29,644,659,622,656,+24.03%,+5.13%,16,2.5,"1,402,200",919,N/A
다각적 채굴,51201080,000975,Shanjin International Gold Co Ltd Class A,szse,2026-08-07,26.35,27.24,25.95,27.14,+0.52%,+18.88%,0.79,3.0,"66,087,973","1,793",N/A
다각적 채굴,51201080,000975,Shanjin International Gold Co Ltd Class A,szse,2026-06-01,8.99,9.23,8.69,9.19,+8.76%,+32.42%,0.48,5.57,"5,500,000",50,N/A
민자 발전 사업,59101020,001258,Xinjiang Lixin Energy Co Ltd Class A,szse,2026-07-27,14.33,14.48,13.42,14.48,+52.92%,+13.75%,1.32,10.03,"176,339,074","2,553",N/A
