섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
가정용 가구,53204040,603818,QuMei Home Furnishings Group Co Ltd Class A,sse,2026-08-27,3.96,4.09,3.91,4.05,+28.16%,+8.58%,0.11,2.79,"3,194,300",12,N/A
건설 및 엔지니어링,52201020,600583,Offshore Oil Engineering Co Ltd Class A,sse,2026-08-28,6.15,6.22,6.12,6.17,+7.49%,+1.15%,0.02,0.33,"3,093,100",19,N/A
건설 자재,51202010,600425,Xinjiang Qingsong Building Materials and Chemicals Group Co Ltd Class A,sse,2026-08-28,3.75,3.79,3.75,3.77,+4.86%,+4.14%,0.02,0.53,"2,043,200",7,N/A
건설 자재 및 비품,53203020,603408,Runner (Xiamen) Corp Class A,sse,2026-08-28,11.64,11.74,11.52,11.70,+13.70%,+8.64%,0.06,0.52,"419,700",4,N/A
기타 핀테크 인프라,57301090,600155,Polaris Bay Group Co Ltd Class A,sse,2026-08-28,6.31,6.44,6.25,6.41,+14.87%,+10.90%,0.10,1.58,"7,172,642",45,N/A
농화학제,51101020,600227,Guizhou Chitianhua Co Ltd Class A,sse,2026-08-28,4.58,5.04,4.68,5.04,+66.34%,+27.59%,0.46,10.04,"122,308,426",616,N/A
농화학제,51101020,603395,CNSIG Anhui Hongsifang Fertilizer Co Ltd Class A,sse,2026-08-28,31,32.05,30.25,31.95,+36.35%,+23.12%,0.95,3.06,"4,867,712",155,N/A
다각적 투자 서비스,55102030,600095,Xiangcai Co Ltd Class A,sse,2026-08-28,9.55,9.72,9.40,9.72,+19.12%,+24.14%,0.17,1.78,"19,488,001",189,N/A
다각적 화학 산업,51101090,600691,Shanxi LuAn Chemical Technology Co Ltd Class A,sse,2026-08-28,2.94,3.23,3.01,3.23,+17.88%,+26.67%,0.29,9.86,"64,870,943",209,N/A
무알콜 음료,54101030,600189,JILIN QUANYANGQUAN Co Ltd Class A,sse,2026-06-16,7.91,8.06,7.83,7.95,+0.38%,+8.46%,0.09,1.15,"2,832,000",22,N/A
"배달, 우편, 항공 화물 및 육상 물류",52405010,601598,Sinotrans Ltd Class A,sse,2026-08-28,6.87,6.92,6.80,6.89,+17.35%,+4.24%,0.02,0.29,"1,913,300",13,N/A
백화점,53402010,600738,Lanzhou Lishang Guochao Industrial Group Co Ltd Class A,sse,2026-08-28,4.20,4.23,4.18,4.21,+0.85%,+4.99%,0.01,0.24,"1,242,500",5,N/A
백화점,53402010,601086,Gansu Guofang Industry & Trade Group Co Ltd Class A,sse,2026-08-28,8.34,9.17,9.17,9.17,+19.20%,+23.25%,0.83,9.95,"5,113,920",46,N/A
부동산 서비스,60101020,600684,Guangzhou Pearl River Development Group Co Ltd Class A,sse,2026-08-28,3.76,3.89,3.76,3.77,+6.80%,+8.96%,0.01,0.27,"6,874,400",25,N/A
"부동산 임대, 개발 및 운영",60101010,600162,Shenzhen Heungkong Holding Co Ltd Class A,sse,2026-08-28,5.36,5.90,5.90,5.90,+76.12%,+45.32%,0.54,10.07,"19,544,472",115,N/A
"부동산 임대, 개발 및 운영",60101010,600657,Cinda Real Estate Co Ltd Class A,sse,2026-06-04,2.76,2.96,2.79,2.80,+0.36%,+9.80%,0.08,2.94,"21,599,500",60,N/A
"부동산 임대, 개발 및 운영",60101010,600716,Jiangsu Phoenix Property Investment Co Ltd Class A,sse,2026-08-28,3.77,3.83,3.76,3.77,+1.89%,+8.02%,0,0.0,"1,097,084",4,N/A
산업용 기계 및 장비,52102010,601882,Ningbo Haitian Precision Machinery Co Ltd Class A,sse,2026-08-12,21.47,21.91,20.85,21.91,+7.93%,+10.94%,1.99,9.99,"7,012,720",153,N/A
상품 화학,51101010,600610,Guizhou Zhongyida Co Ltd Class A,sse,2026-08-28,9.43,9.71,9.30,9.59,+25.03%,+10.74%,0.16,1.7,"16,166,693",155,N/A
상품 화학,51101010,600722,Hebei Jinniu Chemical Industry Co Ltd Class A,sse,2026-08-28,15.27,16.58,15.90,16.58,+59.42%,+15.30%,1.31,8.58,"41,738,642",692,N/A
상품 화학,51101010,603113,Jinneng Science & Technology Co Ltd Class A,sse,2026-08-20,5.55,5.82,5.42,5.71,+11.76%,+14.66%,0.19,3.44,"7,888,200",45,N/A
석탄,50101010,600971,Anhui Hengyuan Coal Industry and Electricity Power Co Ltd Class A,sse,2026-08-28,9.02,9.09,8.92,9.03,+10.80%,+4.03%,0.01,0.11,"2,991,701",27,N/A
석탄,50101010,601225,Shaanxi Coal Industry Co Ltd Class A,sse,2026-08-28,27.07,27.39,26.95,27.08,+4.24%,+2.19%,0.01,0.04,"4,526,026",122,N/A
식품 가공,54102020,600073,Shanghai Bright Meat Group Co Ltd Class A,sse,2026-08-28,5.56,5.64,5.56,5.62,+7.25%,+6.24%,0.06,1.08,"2,475,100",13,N/A
식품 가공,54102020,600127,Jinjian Cereals Industry Co Ltd Class A,sse,2026-08-28,11.77,12.29,11.65,12.29,+100.49%,+45.27%,0.52,4.42,"78,364,618",963,N/A
식품 가공,54102020,600597,Bright Dairy & Food Co Ltd Class A,sse,2026-08-03,7.15,7.31,7.15,7.22,+4.64%,+8.73%,0.30,4.34,"8,562,100",61,N/A
