섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Communication Services,Movies & Entertainment,LYV,Live Nation Entertainment,s&p500,2026-06-11,172.33,172.51,0.18,0.1,"1,552,200",267.77,N/A
Consumer Discretionary,Apparel Retail,ROST,Ross Stores,s&p500,2026-06-11,239.11,240.13,1.02,0.43,"2,927,200",702.91,N/A
Consumer Discretionary,Apparel Retail,TJX,TJX Companies,s&p500,2026-06-11,168.34,168.41,0.07,0.04,"4,875,300",821.05,N/A
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",RL,Ralph Lauren Corporation,s&p500,2026-06-11,393.30,403.98,10.68,2.72,"794,800",321.08,N/A
Consumer Discretionary,Computer & Electronics Retail,BBY,Best Buy,s&p500,2026-05-29,77.95,78.53,1.43,1.85,"2,907,900",228.36,N/A
Consumer Discretionary,Homefurnishing Retail,WSM,"Williams-Sonoma, Inc.",s&p500,2026-06-11,218.74,223.54,4.80,2.19,"1,489,700",333.01,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",CCL,Carnival Corporation,s&p500,2026-04-17,29.04,29.18,1.06,3.77,"29,543,800",862.09,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",HLT,Hilton Worldwide,s&p500,2026-06-05,343.10,345.95,4.09,1.2,"1,344,500",465.13,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",MAR,Marriott International,s&p500,2026-06-11,396.89,402.54,5.65,1.42,"1,115,800",449.15,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",RCL,Royal Caribbean Group,s&p500,2026-06-04,293.28,294.38,6.42,2.23,"2,002,400",589.47,N/A
Consumer Discretionary,Restaurants,DRI,Darden Restaurants,s&p500,2026-06-11,210.84,211.47,0.63,0.3,"1,119,300",236.70,N/A
Consumer Staples,Consumer Staples Merchandise Retail,TGT,Target Corporation,s&p500,2026-06-11,132.64,135.23,2.59,1.95,"4,802,600",649.46,N/A
Consumer Staples,Household Products,KMB,Kimberly-Clark,s&p500,2026-06-10,101.58,102.29,0.75,0.74,"3,489,400",356.93,N/A
Consumer Staples,Packaged Foods & Meats,HRL,Hormel Foods,s&p500,2026-06-11,24.44,24.75,0.31,1.27,"2,648,100",65.54,N/A
Consumer Staples,Personal Care Products,KVUE,Kenvue,s&p500,2026-06-11,18.07,18.14,0.07,0.39,"14,702,600",266.71,N/A
Consumer Staples,Personal Care Products,PG,Procter & Gamble,s&p500,2026-04-28,149.17,149.61,1.27,0.86,"6,831,100","1,022.00",N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,KDP,Keurig Dr Pepper,s&p500,2026-06-10,31.70,31.71,0.48,1.54,"13,011,600",412.60,N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,MNST,Monster Beverage,s&p500,2026-06-11,92.03,92.83,0.80,0.87,"4,619,600",428.84,N/A
Financials,Asset Management & Custody Banks,ARES,Ares Management,s&p500,2026-06-11,132.82,134.90,2.08,1.57,"1,500,800",202.46,N/A
Financials,Asset Management & Custody Banks,IVZ,Invesco,s&p500,2026-05-29,28.46,28.92,0.63,2.23,"3,024,800",87.48,N/A
Financials,Asset Management & Custody Banks,NTRS,Northern Trust,s&p500,2026-06-04,172.26,174.34,3.59,2.1,"955,400",166.56,N/A
Financials,Asset Management & Custody Banks,STT,State Street Corporation,s&p500,2026-06-11,164.85,167.63,2.78,1.69,"2,184,900",366.25,N/A
Financials,Asset Management & Custody Banks,TROW,T. Rowe Price,s&p500,2026-06-11,108.27,109.64,1.37,1.27,"2,020,900",221.57,N/A
Financials,Diversified Banks,BAC,Bank of America,s&p500,2026-06-11,55.16,56.02,0.86,1.56,"32,976,900","1,847.37",N/A
Financials,Diversified Banks,C,Citigroup,s&p500,2026-06-11,138.07,139.83,1.76,1.27,"10,358,400","1,448.42",N/A
