섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Industrials,Building Products,CARR,Carrier Global,s&p500,2026-06-22,71.85,74.06,3.31,4.68,"5,919,000",438.36,N/A
Industrials,Building Products,LII,Lennox International,s&p500,2026-05-06,541.37,551.75,28.16,5.38,"454,300",250.66,N/A
Industrials,Building Products,MAS,Masco,s&p500,2026-04-23,75.04,78.05,4.84,6.61,"2,200,900",171.78,N/A
Industrials,Industrial Conglomerates,MMM,3M,s&p500,2026-06-22,163.22,165.91,4.07,2.51,"4,556,000",755.89,N/A
Industrials,Industrial Machinery & Supplies & Components,NDSN,Nordson Corporation,s&p500,2026-06-18,295.92,296.11,5.04,1.73,"339,100",100.41,N/A
Industrials,Industrial Machinery & Supplies & Components,SNA,Snap-on,s&p500,2026-06-22,390.70,392.14,6.29,1.63,"392,200",153.80,N/A
Industrials,Industrial Machinery & Supplies & Components,SWK,Stanley Black & Decker,s&p500,2026-06-18,86.75,89.66,5.85,6.98,"2,383,600",213.71,N/A
Industrials,Passenger Airlines,DAL,Delta Air Lines,s&p500,2026-06-23,86.72,90.65,3.93,4.53,"9,590,600",869.39,N/A
Industrials,Passenger Airlines,LUV,Southwest Airlines,s&p500,2026-06-23,49.41,50.94,1.53,3.1,"11,216,900",571.39,N/A
Industrials,Passenger Airlines,UAL,United Airlines Holdings,s&p500,2026-06-23,121.55,130.54,8.99,7.4,"10,086,800","1,316.73",N/A
Materials,Construction Materials,VMC,Vulcan Materials Company,s&p500,2026-06-22,304.39,307.29,8.20,2.74,"1,730,900",531.89,N/A
Materials,Paper & Plastic Packaging Products & Materials,AMCR,Amcor,s&p500,2026-04-08,41.68,41.71,1.28,3.17,"3,313,300",138.20,N/A
Materials,Paper & Plastic Packaging Products & Materials,IP,International Paper,s&p500,2026-06-22,36.89,38.30,1.74,4.76,"6,007,900",230.10,N/A
Materials,Paper & Plastic Packaging Products & Materials,PKG,Packaging Corporation of America,s&p500,2026-06-22,234.03,237.85,5.02,2.16,"650,800",154.79,N/A
Materials,Paper & Plastic Packaging Products & Materials,SW,Smurfit Westrock,s&p500,2026-06-22,45.39,46.56,2.20,4.96,"9,239,600",430.20,N/A
Materials,Specialty Chemicals,ECL,Ecolab,s&p500,2026-04-20,275.68,276.29,7.63,2.84,"1,722,500",475.91,N/A
Real Estate,Health Care REITs,DOC,Healthpeak Properties,s&p500,2026-06-12,20.59,20.82,0.26,1.26,"8,137,500",169.42,N/A
Real Estate,Health Care REITs,WELL,Welltower,s&p500,2026-05-13,220.14,221.43,3.76,1.73,"5,355,900","1,185.96",N/A
Real Estate,Retail REITs,SPG,Simon Property Group,s&p500,2026-06-12,219.04,222.15,5.41,2.5,"2,471,700",549.09,N/A
Utilities,Electric Utilities,ES,Eversource Energy,s&p500,2026-06-23,71.03,71.71,0.68,0.96,"3,195,000",229.11,N/A
Utilities,Electric Utilities,EVRG,Evergy,s&p500,2026-06-23,84.84,85.82,0.98,1.16,"2,196,300",188.49,N/A
Utilities,Electric Utilities,LNT,Alliant Energy,s&p500,2026-06-23,74.57,75.59,1.02,1.37,"2,496,400",188.70,N/A
Utilities,Multi-Utilities,D,Dominion Energy,s&p500,2026-06-16,68.50,69.26,0.81,1.18,"4,446,200",307.94,N/A
Utilities,Multi-Utilities,PNW,Pinnacle West Capital,s&p500,2026-06-23,104.05,105.37,1.32,1.27,"1,298,600",136.83,N/A
