섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,ACFN,Acorn Energy Inc,nasdaq,2026-07-20,20.04,20.45,19.36,20.20,+8.25%,+10.38%,0.16,0.8,"3,933",0.08,N/A
IT 서비스 및 컨설팅,57201010,GREE,Vulcan Infrastructure and Power Inc,nasdaq,2026-07-09,2.16,3.05,2.15,2.91,+123.85%,+43.35%,0.78,36.62,"13,890,814",40.42,N/A
IT 서비스 및 컨설팅,57201010,GREEL,Greenidge Generation Holdings 8 50 Senior Notes due 2026,nasdaq,2026-07-20,24.55,24.75,24.60,24.70,+18.98%,+2.15%,0.15,0.61,"12,955",0.32,N/A
IT 서비스 및 컨설팅,57201010,KARO,Karooooo Ltd,nasdaq,2026-07-20,63.77,64.19,62.19,64.12,+27.93%,+12.12%,0.35,0.55,"149,766",9.60,N/A
IT 서비스 및 컨설팅,57201010,XMTR,Xometry Inc,nasdaq,2026-07-20,100.12,106.08,101.00,104.85,+116.77%,+8.46%,4.73,4.72,"795,609",83.42,N/A
가정용 가구,53204040,CRWS,Crown Crafts Inc,nasdaq,2026-07-06,3.03,3.05,3.00,3.04,+9.74%,+2.01%,0.03,1.0,"54,355",0.17,N/A
경영 지원 서비스,52203040,ACCL,Acco Group Holdings Ltd,nasdaq,2026-07-20,1.95,1.99,1.92,1.99,+37.24%,+4.74%,0.04,2.05,"21,211",0.04,N/A
경영 지원 서비스,52203040,ZTG,Zenta Group Co Ltd,nasdaq,2026-07-20,3.18,3.28,3.03,3.28,+72.63%,+19.27%,0.10,3.14,"15,858",0.05,N/A
고용 서비스,52203030,BZ,Kanzhun Ltd ADR,nasdaq,2026-07-20,15.59,15.89,15.62,15.78,+15.60%,+10.50%,0.19,1.22,"3,251,748",51.31,N/A
고용 서비스,52203030,CCRN,Cross Country Healthcare Inc,nasdaq,2026-07-15,13.24,13.26,13.24,13.25,+32.10%,+0.23%,0.01,0.08,"2,328,600",30.85,N/A
고용 서비스,52203030,KELYB,Kelly Services Inc Class B,nasdaq,2026-07-10,23.95,24.34,22.95,24.34,+38.71%,+2.05%,0.57,2.4,"2,941",0.07,N/A
기업 금융 서비스,55101050,NEWTG,NewtekOne 8 50 Fixed Rate Senior Notes due 2029,nasdaq,2026-07-07,25.70,25.75,25.71,25.74,+3.28%,+0.86%,0.22,0.86,867,0.02,N/A
다각적 채굴,51201080,FMST,Foremost Clean Energy Ltd,nasdaq,2026-04-23,1.92,2.02,1.85,1.99,+4.74%,+11.80%,0.13,6.99,"277,595",0.55,N/A
레스토랑 및 바,53301020,CAKE,Cheesecake Factory Inc,nasdaq,2026-07-20,86.11,87.68,85.27,87.07,+38.30%,+6.25%,0.96,1.11,"1,346,606",117.25,N/A
무선 통신 서비스,57401020,TIGO,Millicom International Cellular SA,nasdaq,2026-07-14,98.16,99.16,96.79,98.61,+18.59%,+3.00%,1.23,1.26,"1,477,509",145.70,N/A
복합부동산 REITs,60102010,GOODN,Gladstone Coml Pref Shs Series E,nasdaq,2026-07-20,23.12,23.48,23.23,23.41,+6.97%,+3.33%,0.28,1.21,"7,948",0.19,N/A
복합부동산 REITs,60102010,GOODO,Gladstone Commercial 6 00 Cum Red Prf Shs Series G,nasdaq,2026-07-20,20.47,20.51,20.51,20.51,+4.88%,+2.22%,0.04,0.18,"1,596",0.03,N/A
블록 체인 및 암호화폐,57301030,YDKG,Yueda Digital Holding,nasdaq,2026-05-08,1.02,1.08,0.88,1.05,+14.13%,+10.53%,0.14,15.38,"89,153",0.09,N/A
산업용 기계 및 장비,52102010,DSGR,Distribution Solutions Group Inc,nasdaq,2026-07-20,34.50,34.61,34.46,34.51,+27.27%,+24.47%,0.01,0.04,"465,324",16.06,N/A
산업용 기계 및 장비,52102010,ELSE,Electro-Sensors Inc,nasdaq,2026-06-18,7.71,7.72,7.71,7.72,+1.31%,+0.26%,0.01,0.13,"43,000",0.33,N/A
산업용 기계 및 장비,52102010,PKOH,Park Ohio Holdings Corp,nasdaq,2026-06-26,39.06,39.67,36.93,39.27,+47.83%,+7.35%,1.76,4.69,"72,291",2.84,N/A
산업용 기계 및 장비,52102010,TLIH,Ten-League International Holdings Ltd,nasdaq,2026-07-20,5.71,5.88,5.59,5.87,+123.19%,+17.17%,0.16,2.8,"19,532",0.11,N/A
생명 공학 및 의학 연구,56202010,AGPU,Axe Compute Inc,nasdaq,2026-06-02,8.76,10.00,8.60,9.54,+9.03%,+36.09%,0.83,9.53,"892,641",8.52,N/A
생명 공학 및 의학 연구,56202010,ANIX,Anixa Biosciences Inc,nasdaq,2026-07-15,3.50,3.69,3.40,3.56,+13.38%,+16.34%,0.10,2.89,"592,307",2.11,N/A
생명 공학 및 의학 연구,56202010,BLLN,BillionToOne Inc,nasdaq,2026-07-15,129.88,133.46,123.96,132.53,+52.61%,+7.53%,7.39,5.91,"560,784",74.32,N/A
생명 공학 및 의학 연구,56202010,CDT,CDT Equity Inc,nasdaq,2026-07-20,3.57,3.90,3.22,3.83,+22.36%,+966.85%,0.26,7.43,"137,167",0.53,N/A
생명 공학 및 의학 연구,56202010,DMRA,Damora Therapeutics Inc (Pre-Reincorporation),nasdaq,2026-07-20,32.99,34.74,31.94,32.99,+27.37%,+17.82%,0.00,0.0,"430,616",14.21,N/A
생명 공학 및 의학 연구,56202010,DNTH,Dianthus Therapeutics Inc,nasdaq,2026-07-14,101.28,105.97,101.48,105.72,+15.81%,+7.18%,4.72,4.67,"621,297",65.68,N/A
생명 공학 및 의학 연구,56202010,DYAI,Dyadic International Inc,nasdaq,2026-07-15,1.22,1.55,1.20,1.47,+77.11%,+44.12%,0.26,21.49,"714,521",1.05,N/A
생명 공학 및 의학 연구,56202010,ELVN,Enliven Therapeutics Inc,nasdaq,2026-07-15,53.16,54.88,52.00,54.33,+22.25%,+6.80%,2.66,5.15,"636,594",34.59,N/A
생명 공학 및 의학 연구,56202010,FBRX,Forte Biosciences Inc,nasdaq,2026-07-20,47.49,52.67,49.26,50.73,+70.06%,+14.98%,3.24,6.82,"925,538",46.95,N/A
생명 공학 및 의학 연구,56202010,HELP,Cybin Inc,nasdaq,2026-07-20,7.11,8.45,7.32,8.10,+40.38%,+20.90%,0.99,13.92,"5,619,439",45.52,N/A
생명 공학 및 의학 연구,56202010,IKT,Inhibikase Therapeutics Inc,nasdaq,2026-07-20,2.23,2.32,2.18,2.23,+22.53%,+13.78%,0.00,0.0,"893,790",1.99,N/A
생명 공학 및 의학 연구,56202010,IOVA,Iovance Biotherapeutics Inc,nasdaq,2026-07-20,5.02,5.53,5.02,5.48,+55.24%,+35.64%,0.46,9.16,"19,988,796",109.54,N/A
생명 공학 및 의학 연구,56202010,MENS,Jyong Biotech Ltd,nasdaq,2026-07-20,2.32,2.59,2.29,2.58,+13.16%,+16.74%,0.26,11.21,"68,800",0.18,N/A
생명 공학 및 의학 연구,56202010,MNPR,Monopar Therapeutics Inc,nasdaq,2026-07-15,108.69,113.94,105.89,113.57,+113.08%,+9.91%,7.67,7.24,"247,517",28.11,N/A
생명 공학 및 의학 연구,56202010,MRVI,Maravai LifeSciences Holdings Inc,nasdaq,2026-07-16,7.09,7.17,6.76,7.10,+92.41%,+11.64%,0.11,1.57,"2,822,839",20.04,N/A
생명 공학 및 의학 연구,56202010,NIKI,Aptorum Group Ltd,nasdaq,2026-07-20,8.83,10.02,7.04,9.54,+938.08%,+1070.55%,0.71,8.04,"202,991",1.94,N/A
생명 공학 및 의학 연구,56202010,ONC,BeOne Medicines AG ADR,nasdaq,2026-07-16,317.42,320.96,315.70,318.68,+2.01%,+4.84%,8.11,2.61,"531,102",169.25,N/A
생명 공학 및 의학 연구,56202010,RAPP,Rapport Therapeutics Inc,nasdaq,2026-07-09,42.05,43.29,39.93,42.56,+15.72%,+4.85%,2.35,5.84,"259,980",11.06,N/A
생명 공학 및 의학 연구,56202010,RLYB,Rallybio Corp,nasdaq,2026-06-01,16.87,16.95,16.30,16.91,+97.78%,+6.42%,0.20,1.2,"25,753",0.44,N/A
생명 공학 및 의학 연구,56202010,SION,Sionna Therapeutics Inc,nasdaq,2026-05-11,45.95,48.00,45.24,47.21,+9.28%,+7.42%,1.52,3.33,"568,452",26.84,N/A
생명 공학 및 의학 연구,56202010,SLGL,Sol Gel Technologies Ltd,nasdaq,2026-07-20,80.10,90.20,82.53,89.74,+22.13%,+21.42%,9.64,12.03,"57,707",5.18,N/A
