섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
가정용 가구,53204040,600337,Markor International Home Furnishings Co Ltd Class A,sse,2026-07-15,3.40,3.59,3.31,3.46,+1.76%,+10.54%,0.10,2.98,"32,074,678",110,N/A
건설 자재,51202010,600881,Jilin Yatai Group Co Ltd Class A,sse,2026-06-10,1.77,2.05,1.81,1.89,+20.38%,+26.00%,0.20,11.83,"426,752,161",806,N/A
고속도로 및 철도,52407030,600012,Anhui Expressway Co Ltd Class A,sse,2026-06-02,17.60,18.85,17.18,18.78,+20.46%,+13.00%,1.86,10.99,"9,674,185",181,N/A
민자 발전 사업,59101020,600025,Huaneng Lancang River Hydropower Inc Class A,sse,2026-06-02,9.95,10.16,9.78,10.14,+6.97%,+5.41%,0.45,4.64,"65,712,084",666,N/A
민자 발전 사업,59101020,600886,SDIC Power Holdings Co Ltd Class A,sse,2026-07-15,14.54,14.98,14.59,14.95,+11.48%,+8.89%,0.46,3.17,"79,673,621","1,191",N/A
산업용 기계 및 장비,52102010,601369,XiAn Shaangu Power Co Ltd Class A,sse,2026-06-01,9.51,9.86,9.35,9.68,+6.96%,+6.96%,1.04,12.04,"46,083,845",446,N/A
상품 화학,51101010,688758,Suzhou Sepax Technologies Co Ltd Class A,sse,2026-07-15,23.10,25.78,22.95,24.80,+15.51%,+16.87%,2.12,9.35,"18,587,689",460,N/A
생명 공학 및 의학 연구,56202010,688382,InventisBio Co Ltd Class A,sse,2026-07-15,25.30,26.20,22.20,26.04,+18.15%,+16.20%,2.09,8.73,"32,841,135",855,N/A
생명 및 건강 보험,55301030,601628,China Life Insurance Co Ltd Class A,sse,2026-07-15,40.42,40.66,38.36,40.60,+7.89%,+8.50%,1.68,4.32,"50,998,529","2,070",N/A
소비자 출판,53302040,601928,Jiangsu Phoenix Publishing & Media Corp Ltd Class A,sse,2026-04-21,9.63,9.67,9.42,9.64,-3.12%,+5.59%,0.28,2.99,"14,939,512",144,N/A
손해보험,55301020,601319,People's Insurance Company Group of China Ltd Class A,sse,2026-05-12,7.43,7.57,7.22,7.54,+2.59%,+6.80%,0.24,3.29,"133,008,916","1,002",N/A
의류 및 액세서리,53202020,600177,Youngor Fashion Co Ltd Class A,sse,2026-07-02,7.83,8.02,7.86,7.91,+11.24%,+3.94%,0.16,2.06,"48,288,480",381,N/A
자동차 및 트럭 제조,53101010,603129,Zhejiang CFMOTO Power Co Ltd Class A,sse,2026-07-16,275.29,293.46,266.66,287,+7.10%,+13.88%,11.71,4.25,"2,097,895",602,N/A
전력 유틸리티,59101010,600674,Sichuan Chuantou Energy Co Ltd Class A,sse,2026-06-01,15.74,16.24,15.61,16.18,+7.51%,+10.29%,0.71,4.59,"80,438,694","1,301",N/A
전력 유틸리티,59101010,600900,China Yangtze Power Co Ltd Class A,sse,2026-07-14,28.55,28.98,27.75,28.98,+7.97%,+3.39%,1.53,5.57,"229,266,916","6,644",N/A
제약,56201040,600267,Zhejiang Hisun Pharmaceutical Co Ltd Class A,sse,2026-07-16,11.99,12.45,11.36,12.45,+13.81%,+15.60%,0.46,3.84,"100,594,001","1,252",N/A
제약,56201040,600535,Tasly Pharmaceutical Group Co Ltd Class A,sse,2026-07-16,15.93,16.24,15.32,16.06,+14.24%,+14.06%,0.13,0.82,"45,764,385",734,N/A
제약,56201040,600664,Harbin Pharmaceutical Group Co Ltd Class A,sse,2026-07-16,4.94,5.57,4.80,5.31,+24.07%,+57.57%,0.37,7.49,"741,867,065","3,939",N/A
특수 화학제,51101030,600352,Zhejiang Longsheng Group Co Ltd Class A,sse,2026-04-24,12.93,13.20,12.01,13.11,+4.61%,+9.98%,0.69,5.56,"116,742,881","1,530",N/A
특수 화학제,51101030,603823,Lily Group Co Ltd Class A,sse,2026-07-07,72.45,77.20,64.62,77.20,+379.73%,+16.69%,7.54,10.82,"32,867,855","2,537",N/A
해양 화물 및 물류,52405020,600428,COSCO SHIPPING Specialized Carriers Co Ltd Class A,sse,2026-07-14,10.58,11.45,10.31,11.17,+24.80%,+24.25%,0.77,7.4,"124,328,899","1,388",N/A
해양 화물 및 물류,52405020,601919,COSCO Shipping Holdings Co Ltd Class A,sse,2026-07-15,14.66,14.98,14.51,14.93,+5.77%,+6.80%,0.38,2.61,"136,197,677","2,033",N/A
