섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
건설 및 엔지니어링,52201020,CCC,CDC Construction JSC,hose,2026-07-02,"7,100","7,400","7,220","7,400",+132754.57%,+147604.58%,300,4.23,800,5,N/A
건설 자재,51202010,DHA,Hoa An JSC,hose,2026-07-02,"52,200","53,000","51,800","52,500",+11.46%,+4.17%,300,0.57,"45,600","2,394",N/A
공항 운영 및 서비스,52407010,NCT,Noibai Cargo Terminal Services JSC,hose,2026-07-02,"95,000","95,400","94,900","95,200",+5378431.13%,+3340250.99%,200,0.21,"33,500","3,189",N/A
농화학제,51101020,ABS,Binhthuan Agriculture Services JSC,hose,2026-06-01,"3,050","3,060","2,950","3,050",+2.69%,+3.04%,0,0.0,"215,400",656,N/A
농화학제,51101020,VPS,Vietnam Pesticide JSC,hose,2026-07-02,"9,250","9,890","8,910","9,880",+11.26%,+14.88%,630,6.81,"110,200","1,088",N/A
민자 발전 사업,59101020,POW,Petrovietnam Power Corp,hose,2026-07-02,"14,900","15,000","14,650","14,900",+14.62%,+0.68%,0,0.0,"11,048,900","164,628",N/A
민자 발전 사업,59101020,SJD,Can Don Hydro Power JSC,hose,2026-05-19,"14,150","14,150","14,050","14,150",+1.07%,+0.35%,50,0.35,"40,100",567,N/A
상품 화학,51101010,HII,An Tien Industries JSC,hose,2026-07-02,"5,600","5,860","5,600","5,850",+1328.29%,+1974.54%,250,4.46,"213,000","1,246",N/A
어업 및 농업,54102010,MCM,Mocchau Dairy Cattle Breeding JSC,hose,2026-07-02,"29,300","29,400","28,700","29,300",+18.35%,+3.53%,0,0.0,"50,100","1,467",N/A
"오일, 가스 정제 및 마케팅",50102030,CCI,CuChi Commercial and Industrial Developing Investment JSC,hose,2026-07-02,"19,200","19,200","19,200","19,200",+22612.87%,+23138.92%,0,0.0,200,3,N/A
"오일, 가스 정제 및 마케팅",50102030,PGC,Petrolimex Gas Corp JSC,hose,2026-07-02,"12,400","12,450","12,300","12,400",+32750.95%,+25738.72%,0,0.0,"28,000",347,N/A
"오일, 가스 정제 및 마케팅",50102030,TDG,TDG Global Investment JSC,hose,2026-07-02,"2,380","2,420","2,340","2,380",+95.10%,+79.68%,0,0.0,"24,700",58,N/A
은행,55101010,ACB,Asia Commercial Joint Stock Bank,hose,2026-07-02,"22,650","22,650","22,450","22,650",+660249.84%,+800253.38%,0,0.0,"10,682,700","241,963",N/A
은행,55101010,OCB,Orient Commercial Joint Stock Bank,hose,2026-07-02,"11,450","11,500","11,400","11,500",+14.01%,+4.13%,50,0.44,"3,373,900","38,799",N/A
은행,55101010,SSB,Southeast Asia Commercial Joint Stock Bank,hose,2026-07-02,"16,500","16,500","16,350","16,500",+15.95%,+2.48%,0,0.0,"2,092,000","34,518",N/A
의약품 소매,54301010,VMD,Vimedimex Medi Pharma JSC,hose,2026-07-02,"14,500","14,500","14,500","14,500",+147859.18%,+124577.56%,0,0.0,"1,800",26,N/A
자동차 및 트럭 제조,53101010,HHS,Hoang Huy Investment Services JSC,hose,2026-07-02,"11,150","11,250","11,050","11,150",+462555.59%,+538547.36%,0,0.0,"714,800","7,970",N/A
"자동차 차량, 부품 및 서비스 소매",53403010,SVC,Saigon General Service Corp,hose,2026-07-02,"18,500","19,700","17,250","19,700",+1537078.68%,+1151946.76%,"1,200",6.49,"46,400",914,N/A
지상 화물 및 물류,52405030,TMS,Transimex Corp,hose,2026-07-02,"37,450","37,700","37,700","37,700",+360665.56%,+386170.48%,250,0.67,100,3,N/A
타이어 및 고무 제품,53101030,CSM,Southern Rubber Industry JSC,hose,2026-07-02,"13,600","13,750","13,500","13,650",+10.98%,+7.91%,50,0.37,"314,900","4,298",N/A
타이어 및 고무 제품,53101030,TRC,Tay Ninh Rubber JSC,hose,2026-07-02,"82,200","85,700","82,200","83,000",+14.33%,+10.67%,800,0.97,"277,000","22,991",N/A
투자 관리 및 펀드 운영,55102020,PTC,iCapital Investment JSC,hose,2026-07-02,"6,740","6,840","6,510","6,840",+4639.47%,+5810.82%,100,1.48,400,2,N/A
투자 은행 및 중개 서비스,55102010,AGR,Agribank Securities Corp,hose,2026-07-02,"15,400","16,300","15,450","16,000",+7.02%,+11.50%,600,3.9,"3,215,600","51,449",N/A
투자 은행 및 중개 서비스,55102010,FTS,FPT Securities JSC,hose,2026-07-02,"27,900","28,350","27,750","28,000",+12.34%,+6.06%,100,0.36,"2,976,300","83,336",N/A
투자 은행 및 중개 서비스,55102010,ORS,Tien Phong Securities Corp,hose,2026-04-13,"13,850","14,650","13,750","14,650",+7.72%,+8.52%,950,6.93,"23,364,800","342,294",N/A
투자 은행 및 중개 서비스,55102010,TCX,Techcom Securities JSC,hose,2026-07-02,"45,000","45,900","44,700","45,000",+255146.75%,+322712.06%,0,0.0,"1,783,100","80,239",N/A
투자 은행 및 중개 서비스,55102010,VDS,Viet Dragon Securities Corp,hose,2026-04-16,"15,150","15,900","15,200","15,900",+4.61%,+14.80%,"1,000",6.71,"7,762,500","123,423",N/A
투자 은행 및 중개 서비스,55102010,VND,VNDIRECT Securities Corp,hose,2026-06-16,"18,250","18,700","17,900","18,400",+13.03%,+4.55%,400,2.22,"30,793,400","566,598",N/A
항공사,52406010,HVN,Vietnam Airlines JSC,hose,2026-06-16,"24,150","25,300","23,850","25,300",+12.44%,+10.00%,"1,550",6.53,"3,216,800","81,385",N/A
