섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
,,505A,Geekly Inc,tse,2026-07-15,"1,419","1,449","1,408","1,420",+9.72%,+11.02%,1,0.07,"150,000",213,N/A
IT 서비스 및 컨설팅,57201010,446A,Northsand Inc,tse,2026-04-20,"1,472","1,618","1,408","1,598",+0.31%,+22.55%,154,10.66,"1,118,900","1,788",N/A
가정용 제품,54201010,365A,Izawa Towel Co Ltd,tse,2026-07-15,773,783,764,783,+5.67%,+4.82%,10,1.29,"70,800",55,N/A
개인 서비스,54201030,150A,JSH Co Ltd,tse,2026-07-15,382,462,462,462,+20.63%,+29.05%,80,20.94,"5,100",2,N/A
경영 지원 서비스,52203040,189A,D&M Company Co Ltd,tse,2026-07-15,999,"1,018","1,001","1,001",+5.52%,+2.98%,2,0.2,"3,300",3,N/A
고용 서비스,52203030,421A,Movin' Strategic Career Co Ltd,tse,2026-07-14,"4,150","4,190","4,080","4,160",+74.06%,+4.52%,55,1.34,"33,200",138,N/A
레스토랑 및 바,53301020,428A,Cypress Holdings Co Ltd,tse,2026-07-15,"1,367","1,418","1,345","1,394",+53.52%,+14.73%,27,1.98,"36,100",50,N/A
"부동산 임대, 개발 및 운영",60101010,205A,Logos Holdings Inc,tse,2026-04-28,"2,012.80","2,197","2,014","2,084",+7.79%,+24.94%,226,12.16,"193,600",403,N/A
소프트웨어,57201020,173A,Hammock Inc,tse,2026-07-15,"1,457","1,482","1,450","1,482",+1.58%,+5.93%,25,1.72,"3,600",5,N/A
소프트웨어,57201020,545A,Toranvia Co Ltd,tse,2026-07-07,923,929,921,928,+0.65%,+0.98%,9,0.98,"39,000",36,N/A
의류 및 액세서리,53202020,325A,Tential Inc,tse,2026-04-20,"1,443.33","1,660","1,368","1,637",+11.87%,+15.93%,219,15.44,"2,230,900","3,651",N/A
