섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Consumer Staples,Agricultural Products & Services,ADM,Archer Daniels Midland,s&p500,2026-07-20,85.67,87.33,85.46,86.20,+24.97%,+5.07%,0.53,0.62,"3,669,500",316.31,N/A
Energy,Oil & Gas Refining & Marketing,MPC,Marathon Petroleum,s&p500,2026-07-20,315.31,321.00,315.23,319.76,+44.54%,+7.71%,4.45,1.41,"2,121,100",678.24,N/A
Energy,Oil & Gas Refining & Marketing,PSX,Phillips 66,s&p500,2026-07-20,208.80,212.39,209.38,212.27,+33.09%,+7.05%,3.47,1.66,"2,241,400",475.78,N/A
Energy,Oil & Gas Refining & Marketing,VLO,Valero Energy,s&p500,2026-07-20,313.31,318.22,310.01,314.80,+34.96%,+6.43%,1.49,0.48,"3,147,000",990.68,N/A
Financials,Life & Health Insurance,PRU,Prudential Financial,s&p500,2026-07-16,118.25,118.63,117.01,118.59,+26.73%,+2.08%,0.62,0.53,"1,486,300",176.26,N/A
Financials,Property & Casualty Insurance,HIG,Hartford (The),s&p500,2026-07-13,140.78,142.15,139.33,141.98,+2.80%,+0.85%,1.48,1.05,"1,959,000",278.14,N/A
Financials,Property & Casualty Insurance,TRV,Travelers Companies (The),s&p500,2026-07-20,368.50,370.23,362.33,369.63,+23.04%,+8.23%,1.13,0.31,"2,350,900",868.96,N/A
Health Care,Health Care Services,CVS,CVS Health,s&p500,2026-07-20,107.61,110.62,107.30,110.60,+45.98%,+4.44%,2.99,2.78,"9,856,300","1,090.11",N/A
Health Care,Health Care Services,DVA,DaVita,s&p500,2026-07-06,235.71,237.88,234.32,237.28,+55.68%,+0.72%,3.18,1.36,"503,400",119.45,N/A
Health Care,Managed Health Care,UNH,UnitedHealth Group,s&p500,2026-07-09,431.68,437.00,420.50,436.35,+24.14%,+1.69%,14.80,3.51,"6,833,600","2,981.84",N/A
Health Care,Pharmaceuticals,BMY,Bristol Myers Squibb,s&p500,2026-07-16,60.51,61.02,59.80,60.93,+4.79%,+2.68%,0.77,1.28,"7,744,400",471.87,N/A
Health Care,Pharmaceuticals,VTRS,Viatris,s&p500,2026-07-16,17.33,17.68,16.83,17.59,+22.03%,+7.32%,0.60,3.53,"8,549,100",150.38,N/A
Industrials,Air Freight & Logistics,CHRW,C.H. Robinson,s&p500,2026-07-20,205.80,210.27,205.91,209.42,+15.24%,+6.58%,3.62,1.76,"1,148,700",240.56,N/A
Industrials,Industrial Conglomerates,MMM,3M,s&p500,2026-06-25,167.97,176.16,169.00,170.76,+17.74%,+8.28%,11.65,7.32,"11,003,500","1,878.96",N/A
Materials,Fertilizers & Agricultural Chemicals,CTVA,Corteva,s&p500,2026-07-20,86.78,87.84,86.28,86.94,+9.57%,+1.01%,0.16,0.18,"2,412,700",209.76,N/A
Real Estate,Health Care REITs,DOC,Healthpeak Properties,s&p500,2026-07-16,22.33,22.62,22.14,22.60,+39.82%,+4.00%,0.31,1.39,"4,972,600",112.38,N/A
Real Estate,Health Care REITs,VTR,Ventas,s&p500,2026-07-20,96.25,97.64,95.84,97.62,+22.59%,+6.04%,1.37,1.42,"2,397,400",234.03,N/A
Real Estate,Health Care REITs,WELL,Welltower,s&p500,2026-07-20,244.84,247.45,242.27,246.37,+23.79%,+5.04%,1.53,0.62,"2,694,300",663.79,N/A
Real Estate,Hotel & Resort REITs,HST,Host Hotels & Resorts,s&p500,2026-06-22,24.20,24.48,23.83,24.44,+21.71%,+5.94%,0.38,1.58,"6,366,000",155.59,N/A
Real Estate,Retail REITs,KIM,Kimco Realty,s&p500,2026-07-16,26.03,26.19,25.86,26.10,+11.95%,+3.94%,0.07,0.27,"2,705,600",70.62,N/A
Utilities,Electric Utilities,EIX,Edison International,s&p500,2026-07-16,78.05,78.25,76.36,78.17,+12.67%,+2.90%,0.92,1.19,"2,508,700",196.11,N/A
Utilities,Independent Power Producers & Energy Traders,AES,AES Corporation,s&p500,2026-07-15,14.81,14.84,14.80,14.82,+3.83%,+0.41%,0.02,0.14,"5,762,200",85.40,N/A
