섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
그외 기타 운송장비 제조업,"이륜차(오토바이) 제조,도매",000040,KR모터스,kospi,2026-07-29,"1,114","1,230","1,080","1,195",+177.26%,+347.57%,81,7.27,"119,079",142,206
기계장비 및 관련 물품 도매업,"치과용기자재(방사선장치,전기진단장치),주사침 도소매,제조/부동산 임대",004080,신흥,kospi,2026-07-28,"14,040","14,040","14,030","14,040",+0.36%,+0.07%,0,0.0,288,4,"1,305"
기초 화학물질 제조업,에너지경화수지,268280,미원에스씨,kospi,2026-05-04,"120,300","124,800","114,600","124,800",+1.88%,+7.77%,"4,800",4.0,"4,723",589,"6,240"
기타 화학제품 제조업,"화장품,생활용품 제조,도매",051900,LG생활건강,kospi,2026-05-14,"283,000","314,500","270,000","292,000",+14.96%,+17.74%,"29,000",11.03,"497,701","145,328","43,728"
수산물 가공 및 저장 처리업,횟감용 참치 및 기타 일반수산물,014710,사조씨푸드,kospi,2026-07-16,"9,550","10,380","9,440","10,290",+26.72%,+11.36%,770,8.09,"71,341",734,"1,771"
"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘/건설공사/산업용 송풍기,001525,동양우,kospi,2026-07-29,"8,810","9,000","8,370","8,810",+99.77%,+7.31%,0,0.0,416,3,23
"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",079160,CJ CGV,kospi,2026-05-12,"5,040","5,550","4,900","5,430",+10.03%,+15.29%,660,13.84,"2,239,278","12,159","8,991"
의약품 제조업,"의약품,화장품 제조,도매",002210,동성제약,kospi,2026-05-04,973,"2,525","1,681","1,800",+84.99%,+84.99%,827,84.99,"6,650,004","11,970","1,739"
"펄프, 종이 및 판지 제조업","마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입",009460,한창제지,kospi,2026-07-27,"3,090","3,105","2,940","3,100",+469.85%,+3.68%,100,3.33,"37,481",116,369
1차 비철금속 제조업,알미늄괴,009620,삼보산업,kosdaq,2026-05-04,996,"1,195",928,"1,160",+21.59%,+53.24%,173,17.53,"2,100,455","2,436",202
금융 지원 서비스업,금융 지원 서비스,473050,유안타제15호스팩,kosdaq,2026-07-13,"2,085","2,090","2,080","2,090",+1.21%,+0.48%,5,0.24,"17,253",36,146
금융 지원 서비스업,금융 지원 서비스(기업인수목적회사),474490,유안타제16호스팩,kosdaq,2026-06-12,"2,060","2,060","2,050","2,060",+0.73%,+0.00%,0,0.0,"6,924",14,113
금융 지원 서비스업,기업인수합병,469880,하나30호스팩,kosdaq,2026-07-10,"2,115","2,115","2,115","2,115",+1.44%,+0.24%,0,0.0,"89,505",189,154
기타 화학제품 제조업,스킨부스터 제품 및 필러,489460,바이오비쥬,kosdaq,2026-07-29,"9,330","9,830","9,010","9,700",+15.89%,+11.88%,370,3.97,"232,152","2,251","1,431"
상품 중개업,골프시뮬레이터,121440,골프존홀딩스,kosdaq,2026-07-29,"6,680","6,680","6,660","6,680",+27.24%,+0.15%,0,0.0,"368,649","2,462","2,861"
"섬유, 의복, 신발 및 가죽제품 소매업","Vacuum Treatment, Plasma Surface Treatment",054410,케이피티유,kosdaq,2026-05-06,"3,800","3,840","3,740","3,840",-0.90%,+4.49%,50,1.32,"26,971",103,219
자동차 신품 부품 제조업,엔진부품,013720,청보,kosdaq,2026-07-28,"1,750","1,944","1,450","1,944",+180.12%,+351.04%,296,17.96,"66,972",130,236
전문디자인업,"캐릭터디자인,캐릭터완구 등",039830,오로라,kosdaq,2026-07-06,"21,900","22,350","19,130","22,000",+31.89%,+15.00%,"2,430",12.42,"264,474","5,818","2,367"
통신 및 방송 장비 제조업,지문인식솔루션및시스템,094840,슈프리마에이치큐,kosdaq,2026-07-15,"13,810","13,970","12,900","13,960",+23.00%,+7.38%,930,7.14,"53,975",753,"1,368"
특수 목적용 기계 제조업,"Dry Etcher, 진공합착기, LCD Panel 검사장비, OLED용 진공합착기",079950,인베니아,kosdaq,2026-07-22,"1,307","1,680","1,151","1,570",+41.44%,+26.82%,276,21.33,"1,152,585","1,809",216
