섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,002232,Qiming Information Technology Co Ltd Class A,szse,2026-07-29,6.40,6.68,6.37,6.43,+6.41%,+9.35%,0.03,0.47,"3,131,644",20,N/A
"가전제품, 도구 및 가정 용품",53204030,000333,Midea Group Co Ltd Class A,szse,2026-07-29,87.01,89.50,86.50,88.95,+15.26%,+4.93%,1.94,2.23,"46,510,132","4,137",N/A
"가전제품, 도구 및 가정 용품",53204030,000651,Gree Electric Appliances Inc of Zhuhai Class A,szse,2026-07-29,41.65,42.48,41.40,42.47,+6.04%,+4.68%,0.82,1.97,"67,489,053","2,866",N/A
가정용 가구,53204040,002489,Yotrio Group Co Ltd Class A,szse,2026-07-29,316,320,308,320,+18.08%,+4.23%,4,1.27,"379,700",121,N/A
가정용 전자 제품,57106030,001308,Shenzhen KTC Technology Co Ltd Class A,szse,2026-07-29,39.46,39.64,38.80,39.50,+19.70%,+0.71%,0.04,0.1,"3,342,588",132,N/A
건설 및 엔지니어링,52201020,003001,Zhongyan Technology Co Ltd Class A,szse,2026-07-29,"2,869","2,879","2,796","2,879",+12.02%,+8.64%,10,0.35,"268,200",772,N/A
경영 지원 서비스,52203040,300688,Dark Horse Technology Group Co Ltd Class A,szse,2026-06-16,30.13,31.58,27.85,30.64,+17.89%,+17.48%,3.14,11.42,"27,319,645",837,N/A
고속도로 및 철도,52407030,001965,China Merchants Expressway Network Technology Holdings Co Ltd Class A,szse,2026-07-29,10.56,10.71,10.50,10.70,+13.83%,+4.29%,0.14,1.33,"19,509,777",208,N/A
광고 및 마케팅,53302010,002127,NanJi E-Commerce Co Ltd Class A,szse,2026-07-29,696.50,714.90,697.40,701.80,+7.23%,+6.27%,5.30,0.76,"4,555,900","3,197",N/A
광고 및 마케팅,53302010,002654,Shenzhen Mason Technologies Co Ltd Class A,szse,2026-07-29,404,406,404,406,+2.78%,+1.25%,2,0.5,"3,600",1,N/A
기타 교육 서비스 제공,63101010,000526,Xueda Xiamen Education Technology Group Co Ltd Class A,szse,2026-05-11,35.61,36.33,33.40,36.33,+4.52%,+9.92%,3.30,9.99,"6,231,329",226,N/A
농화학제,51101020,002258,Lier Chemical Co Ltd Class A,szse,2026-07-29,14.71,16.18,15.38,16.18,+27.40%,+12.44%,1.47,9.99,"36,862,243",596,N/A
농화학제,51101020,002734,Limin Group Co Ltd Class A,szse,2026-07-29,"1,159","1,179","1,141","1,168",+14.14%,+3.09%,9,0.78,"182,500",213,N/A
무알콜 음료,54101030,000848,CHENG DE LOLO Co Ltd Class A,szse,2026-07-29,8.87,9.14,8.76,9.10,+8.57%,+12.21%,0.23,2.59,"37,328,124",339,N/A
민자 발전 사업,59101020,002608,Jiangsu Guoxin Corp Ltd Class A,szse,2026-05-04,0.01,0.01,0.01,0.01,+0.00%,+0.00%,0,0.0,"31,000",0,N/A
반도체,57101010,002449,Foshan Nationstar Optoelectronics Co Ltd Class A,szse,2026-05-07,"1,089","1,097","1,079","1,096",+1.39%,+1.48%,17,1.58,"10,500",11,N/A
반도체 장비 및 테스트,57101020,002371,Naura Technology Group Co Ltd Class A,szse,2026-07-29,"3,690","3,698","3,660","3,698",+41.09%,+1.73%,8,0.22,"834,800","3,087",N/A
"부동산 임대, 개발 및 운영",60101010,000002,China Vanke Co Ltd Class A,szse,2026-07-29,78,78.45,77.70,78.20,+4.73%,+1.03%,0.20,0.26,"4,276,887",334,N/A
"부동산 임대, 개발 및 운영",60101010,000656,Jinke Property Group Co Ltd Class A,szse,2026-07-29,4.44,4.85,4.46,4.79,+15.42%,+13.24%,0.35,7.88,"28,016,157",134,N/A
산업용 기계 및 장비,52102010,002698,Harbin Boshi Automation Co Ltd Class A,szse,2026-07-29,34.46,35.22,33.64,34.56,+22.90%,+7.66%,0.10,0.29,"1,212,046",41,N/A
상품 화학,51101010,002326,Zhejiang Yongtai Technology Co Ltd Class A,szse,2026-05-05,0.01,0.01,0.01,0.01,+0.00%,+0.00%,0,0.0,"10,000",0,N/A
상품 화학,51101010,003002,Shanxi Huhua Group Co Ltd Class A,szse,2026-07-27,"4,065","4,075","4,025","4,070",+12.74%,+2.78%,10,0.25,"200,200",814,N/A
소프트웨어,57201020,300996,Pansoft Co Ltd Class A,szse,2026-05-19,13.48,15.52,13.54,15.52,+24.16%,+27.84%,2.59,20.03,"46,753,071",725,N/A
식품 가공,54102020,000019,Shenzhen Cereals Holdings Co Ltd Class A,szse,2026-07-29,98.50,100,97.25,99.10,+14.63%,+6.27%,0.60,0.61,"922,020",91,N/A
식품 가공,54102020,002507,Chongqing Fuling Zhacai Group Co Ltd Class A,szse,2026-07-29,43.82,44.32,42.28,44.30,+17.52%,+10.81%,0.48,1.1,"1,210,600",53,N/A
식품 가공,54102020,002515,Jinzi Ham Co Ltd Class A,szse,2026-07-28,1.96,2.25,1.85,2.14,+65.89%,+82.91%,0.21,10.88,"1,390,000",2,N/A
식품 가공,54102020,002695,Jiangxi Huangshanghuang Group Food Co Ltd Class A,szse,2026-07-29,"1,685","1,704","1,657","1,698",-1.16%,+8.15%,13,0.77,"763,300","1,296",N/A
식품 가공,54102020,300138,Chenguang Biotech Group Co Ltd Class A,szse,2026-07-29,11.40,12.05,11.30,11.92,+6.28%,+15.39%,0.52,4.56,"26,569,232",316,N/A
어업 및 농업,54102010,002311,Guangdong Haid Group Co Ltd Class A,szse,2026-07-20,48.74,49.68,47.67,49.25,+1.16%,+1.15%,1.07,2.22,"8,576,153",422,N/A
오락용 제품,53205020,002678,Guangzhou Pearl River Piano Group Co Ltd Class A,szse,2026-07-06,"1,282","1,299","1,266","1,287",+10.74%,+6.36%,9,0.7,"497,900",640,N/A
용기(종이 제외) 및 포장재,51302010,002735,Shenzhen Prince New Materials Co Ltd Class A,szse,2026-07-27,676,682,671,680,+14.48%,+1.49%,5,0.74,"33,300",22,N/A
용기(종이 제외) 및 포장재,51302010,002752,Sunrise Group Co Ltd Class A,szse,2026-06-11,"1,175","1,188","1,126","1,188",+8.30%,+9.19%,54,4.76,"381,000",452,N/A
은행,55101010,000001,Ping An Bank Co Ltd Class A,szse,2026-07-29,11.28,11.62,11.18,11.61,+4.37%,+4.78%,0.33,2.93,"279,456,380","3,244",N/A
은행,55101010,000001,Ping An Bank Co Ltd Class A,szse,2026-07-23,72.85,73.20,71.65,72.95,+14.31%,+0.14%,0.40,0.55,"9,419,153",687,N/A
은행,55101010,001227,Bank of Lanzhou Co Ltd Class A,szse,2026-05-06,2.20,2.23,2.17,2.22,+0.97%,+4.23%,0.04,1.83,"118,008,128",261,N/A
은행,55101010,002142,Bank of Ningbo Co Ltd Class A,szse,2026-06-11,32.85,32.99,31.83,32.90,-0.90%,+3.30%,0.98,3.07,"36,311,280","1,194",N/A
