섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Energy,Oil & Gas Exploration & Production,EOG,EOG Resources,s&p500,2026-05-19,144.30,147.45,145.30,145.49,+9.28%,+6.62%,1.49,1.03,"3,043,086",442.74,N/A
Energy,Oil & Gas Storage & Transportation,TRGP,Targa Resources,s&p500,2026-07-22,284.45,289.66,284.03,285.58,+19.25%,+2.67%,1.13,0.4,"955,278",272.81,N/A
Financials,Diversified Banks,JPM,JPMorgan Chase,s&p500,2026-07-22,348.21,349.91,345.42,349.90,+13.50%,+0.86%,1.69,0.49,"10,900,418","3,814.06",N/A
Financials,Life & Health Insurance,AFL,Aflac,s&p500,2026-07-20,124.08,124.60,122.70,124.34,+9.04%,+2.75%,0.76,0.61,"1,605,318",199.61,N/A
Financials,Property & Casualty Insurance,HIG,Hartford (The),s&p500,2026-07-21,141.98,143.00,139.82,142.18,+5.75%,+5.71%,1.34,0.95,"1,679,335",238.77,N/A
Financials,Property & Casualty Insurance,TRV,Travelers Companies (The),s&p500,2026-07-22,372.08,378.60,370.06,376.37,+24.85%,+14.33%,4.29,1.15,"2,359,919",888.20,N/A
Health Care,Health Care Services,DGX,Quest Diagnostics,s&p500,2026-07-01,216.02,237.70,220.00,227.90,+16.12%,+12.95%,18.07,8.61,"3,758,245",856.50,N/A
Health Care,Health Care Services,LH,Labcorp,s&p500,2026-07-02,286.98,298.45,286.50,291.02,+10.62%,+7.00%,9.56,3.4,"1,495,242",435.15,N/A
Health Care,Life Sciences Tools & Services,A,Agilent Technologies,s&p500,2026-06-04,138.10,141.87,137.53,139.74,+21.17%,+3.73%,6.28,4.71,"2,935,796",410.25,N/A
Health Care,Life Sciences Tools & Services,TMO,Thermo Fisher Scientific,s&p500,2026-07-16,543.19,587.49,568.84,572.32,+21.97%,+6.92%,45.86,8.71,"5,800,421","3,319.70",N/A
Health Care,Pharmaceuticals,BMY,Bristol Myers Squibb,s&p500,2026-07-21,60.93,62.04,60.45,61.51,+5.95%,+4.75%,0.75,1.23,"7,601,774",467.59,N/A
Health Care,Pharmaceuticals,MRK,Merck & Co.,s&p500,2026-07-02,129.56,131.04,127.88,130.48,+17.44%,+5.56%,3.01,2.36,"8,528,721","1,112.83",N/A
Industrials,Aerospace & Defense,GD,General Dynamics,s&p500,2026-07-06,376.88,387.69,376.47,381.79,+22.43%,+4.42%,8.63,2.31,"1,683,086",642.59,N/A
Industrials,Aerospace & Defense,HWM,Howmet Aerospace,s&p500,2026-06-17,283.23,288.39,278.61,287.09,+18.47%,+2.81%,6.39,2.28,"2,478,788",711.64,N/A
Industrials,Aerospace & Defense,LMT,Lockheed Martin,s&p500,2026-06-11,548.68,576.00,545.38,568.59,+10.74%,+10.52%,54.23,10.54,"3,268,372","1,858.36",N/A
Industrials,Aerospace & Defense,RTX,RTX Corporation,s&p500,2026-07-06,201.37,213.49,202.51,209.16,+20.53%,+6.77%,14.28,7.33,"9,992,168","2,089.96",N/A
Industrials,Building Products,ALLE,Allegion,s&p500,2026-04-27,147.79,159.37,148.71,154.57,+6.23%,+13.81%,14.62,10.45,"3,968,751",613.45,N/A
Industrials,Construction Machinery & Heavy Transportation Equipment,WAB,Wabtec,s&p500,2026-07-22,290.00,298.14,291.49,297.99,+11.72%,+14.74%,7.99,2.76,"1,751,740",522.00,N/A
Industrials,Rail Transportation,CSX,CSX Corporation,s&p500,2026-07-16,50.89,53.30,51.62,52.81,+16.65%,+6.84%,2.88,5.77,"29,142,399","1,539.01",N/A
Industrials,Rail Transportation,UNP,Union Pacific Corporation,s&p500,2026-07-16,299.42,315.90,302.82,304.33,+13.85%,+5.54%,11.77,4.02,"7,446,960","2,266.33",N/A
Industrials,Trading Companies & Distributors,URI,United Rentals,s&p500,2026-06-25,"1,139.51","1,177.67","1,093.14","1,139.71",+17.21%,+8.83%,104.65,10.11,"1,204,384","1,372.65",N/A
Materials,Fertilizers & Agricultural Chemicals,CTVA,Corteva,s&p500,2026-07-22,88.53,89.39,87.86,88.78,+11.25%,+5.13%,0.25,0.28,"3,177,235",282.07,N/A
Real Estate,Health Care REITs,VTR,Ventas,s&p500,2026-07-21,97.62,98.83,96.64,97.92,+17.79%,+6.10%,0.74,0.76,"2,560,186",250.69,N/A
Real Estate,Health Care REITs,WELL,Welltower,s&p500,2026-07-21,246.37,250.12,243.51,247.05,+18.75%,+5.90%,2.01,0.82,"2,709,726",669.44,N/A
Utilities,Electric Utilities,FE,FirstEnergy,s&p500,2026-07-22,49.33,49.80,48.95,49.49,+1.19%,+1.75%,0.16,0.32,"3,587,835",177.56,N/A
Utilities,Electric Utilities,VST,Vistra Corp.,s&p500,2026-06-25,167.77,169.06,165.04,168.98,+2.96%,+5.46%,2.24,1.34,"2,534,701",428.31,N/A
