섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,BLZE,Backblaze Inc,nasdaq,2026-07-01,16.36,16.45,15.55,16.42,+378.72%,+3.53%,0.58,3.66,"1,680,100",27.59,N/A
IT 서비스 및 컨설팅,57201010,KARO,Karooooo Ltd,nasdaq,2026-07-07,57.72,57.80,55.23,57.73,+13.75%,+16.96%,0.01,0.02,"90,000",5.20,N/A
개인 생활 필수 용품,54201020,CABR,Caring Brands Inc,nasdaq,2026-07-01,1.42,1.52,1.30,1.48,+25.42%,+19.35%,0.09,6.47,"81,100",0.12,N/A
경영 지원 서비스,52203040,CNCK,Coincheck Group NV,nasdaq,2026-07-07,2.52,2.62,2.25,2.62,+54.12%,+18.02%,0.10,3.97,"48,600",0.13,N/A
경영 지원 서비스,52203040,ICFI,ICF International Inc,nasdaq,2026-07-07,76.98,80.65,76.16,77.54,+15.02%,+6.42%,0.56,0.73,"364,100",28.23,N/A
광고 및 마케팅,53302010,HHS,Harte Hanks Inc,nasdaq,2026-07-02,"11,150.00","11,250.00","10,850.00","11,200.00",+395659.73%,+493292.07%,300.00,2.75,"1,167,200","13,072.64",N/A
기업 금융 서비스,55101050,SWKHL,SWK Holdings 9 00 Senior Notes due 2027,nasdaq,2026-07-06,25.30,25.31,25.30,25.31,+2.37%,+0.29%,0.03,0.11,"6,300",0.16,N/A
기업 금융 서비스,55101050,XSLL,Xsolla SPAC 1,nasdaq,2026-07-02,9.94,9.95,9.94,9.94,+1.22%,+0.40%,0.00,0.0,"3,000",0.03,N/A
반도체,57101010,PENG,Penguin Solutions Inc,nasdaq,2026-06-30,76.01,80.00,63.76,78.47,+240.88%,+3.24%,15.76,25.13,"13,752,400","1,079.15",N/A
복합보험 및 중개인,55301010,GSHD,Goosehead Insurance Inc,nasdaq,2026-07-07,55.60,57.52,53.55,56.90,+40.53%,+17.32%,1.30,2.34,"1,085,700",61.78,N/A
복합보험 및 중개인,55301010,TWFG,TWFG Inc,nasdaq,2026-07-07,26.02,26.60,25.66,26.10,+45.65%,+8.52%,0.08,0.31,"107,700",2.81,N/A
블록 체인 및 암호화폐,57301030,GREE,Greenidge Generation Holdings Inc,nasdaq,2026-07-07,1.95,2.12,1.90,2.07,+72.50%,+15.64%,0.12,6.15,"538,300",1.11,N/A
산업용 기계 및 장비,52102010,TLIH,Ten-League International Holdings Ltd,nasdaq,2026-07-07,4.98,5.08,4.50,5.02,+88.72%,+6.58%,0.04,0.8,"9,400",0.05,N/A
상업 인쇄 서비스,52203020,CRE,Cre8 Enterprise Ltd,nasdaq,2026-07-02,"7,000.00","7,200.00","6,810.00","7,000.00",+328538.48%,+285614.28%,80.00,1.16,"306,700","2,146.90",N/A
생명 공학 및 의학 연구,56202010,ABVC,ABVC Biopharma Inc,nasdaq,2026-07-07,2.02,2.11,1.96,2.02,+41.26%,+27.85%,0.00,0.0,"277,800",0.56,N/A
생명 공학 및 의학 연구,56202010,ALMS,Alumis Inc,nasdaq,2026-07-07,29.27,31.35,29.00,29.74,+29.02%,+5.69%,0.47,1.61,"2,713,600",80.70,N/A
생명 공학 및 의학 연구,56202010,ASND,Ascendis Pharma A/S,nasdaq,2026-07-02,274.50,277.83,265.37,277.18,+15.84%,+3.92%,10.21,3.82,"739,700",205.03,N/A
생명 공학 및 의학 연구,56202010,BCRX,BioCryst Pharmaceuticals Inc,nasdaq,2026-07-07,10.99,11.19,10.51,11.11,+16.21%,+11.10%,0.12,1.09,"7,427,600",82.52,N/A
생명 공학 및 의학 연구,56202010,BIVI,BioVie Inc,nasdaq,2026-07-01,2.18,2.24,2.10,2.18,+61.48%,+12.37%,0.02,0.93,"58,400",0.13,N/A
생명 공학 및 의학 연구,56202010,CLYM,Climb Bio Inc,nasdaq,2026-07-07,13.42,13.77,13.00,13.57,+61.36%,+4.06%,0.15,1.12,"1,401,800",19.02,N/A
생명 공학 및 의학 연구,56202010,DNLI,Denali Therapeutics Inc,nasdaq,2026-07-07,26.31,26.74,25.56,26.69,+38.79%,+3.77%,0.38,1.44,"1,300,600",34.71,N/A
생명 공학 및 의학 연구,56202010,DNTH,Dianthus Therapeutics Inc,nasdaq,2026-06-30,97.48,98.29,93.92,98.07,+9.25%,+0.61%,2.31,2.41,"754,000",73.94,N/A
생명 공학 및 의학 연구,56202010,DTIL,Precision BioSciences Inc,nasdaq,2026-07-07,9.25,9.36,8.88,9.28,+39.13%,+18.07%,0.03,0.32,"1,031,800",9.58,N/A
생명 공학 및 의학 연구,56202010,DYN,Dyne Therapeutics  Inc,nasdaq,2026-07-07,23.83,23.91,22.40,23.83,+27.57%,+7.29%,0.00,0.0,"2,528,300",60.25,N/A
생명 공학 및 의학 연구,56202010,ELDN,Eledon Pharmaceuticals Inc,nasdaq,2026-04-20,4.14,4.26,3.89,4.21,+35.81%,+6.85%,0.28,7.12,"2,154,200",9.07,N/A
생명 공학 및 의학 연구,56202010,EWTX,Edgewise Therapeutics Inc,nasdaq,2026-07-07,43.13,46.95,42.69,46.30,+41.07%,+13.96%,3.17,7.35,"2,450,200",113.44,N/A
생명 공학 및 의학 연구,56202010,FHTX,Foghorn Therapeutics Inc,nasdaq,2026-07-07,6.00,6.57,5.84,6.17,+34.42%,+26.43%,0.17,2.83,"970,600",5.99,N/A
생명 공학 및 의학 연구,56202010,GMAB,Genmab A/S ADR,nasdaq,2026-04-15,29.30,29.59,28.82,29.54,+4.57%,+7.54%,0.36,1.23,"2,737,600",80.87,N/A
