섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
"가전제품, 도구 및 가정 용품",53204030,000333,Midea Group Co Ltd Class A,szse,2026-07-22,84.80,85.92,84.01,85.37,+11.51%,+1.31%,1.24,1.47,"33,671,143","2,874",N/A
건설 및 엔지니어링,52201020,002630,China Western Power Industrial Co Ltd Class A,szse,2026-07-23,89,95,82.95,90,+22.12%,+35.14%,4.55,5.32,"107,600",9,N/A
건설 자재,51202010,002596,Hainan RuiZe New Building Material Co Ltd Class A,szse,2026-06-29,2.65,2.65,2.65,2.65,+1.97%,+0.38%,0.01,0.38,"10,000",0,N/A
건설 자재 및 비품,53203020,002108,Cangzhou Mingzhu Plastic Co Ltd Class A,szse,2026-07-27,"5,090","5,150","5,040","5,120",+29.29%,+8.94%,30,0.59,"32,700",167,N/A
고속도로 및 철도,52407030,001965,China Merchants Expressway Network Technology Holdings Co Ltd Class A,szse,2026-07-21,10.30,10.65,10.17,10.50,+10.76%,+1.94%,0.21,2.04,"20,563,714",215,N/A
광고 및 마케팅,53302010,002181,Guangdong Guangzhou Daily Media Co Ltd Class A,szse,2026-07-21,267.20,270.60,265.90,269.50,+14.83%,+0.86%,3.50,1.32,"13,577,000","3,659",N/A
농화학제,51101020,002170,Shenzhen Batian Ecotypic Engineering Co Ltd Class A,szse,2026-07-27,610,616,604,612,+16.81%,+1.16%,2,0.33,"350,800",214,N/A
다각적 화학 산업,51101090,002004,Huapont Life Sciences Co Ltd Class A,szse,2026-07-27,"3,525","3,590","3,530","3,590",+17.70%,+2.57%,65,1.84,"68,800",246,N/A
민자 발전 사업,59101020,000591,CECEP Solar Energy Co Ltd Class A,szse,2026-07-14,0.28,0.29,0.26,0.29,+42.16%,+11.54%,0.03,9.43,"6,068,000",1,N/A
민자 발전 사업,59101020,002608,Jiangsu Guoxin Corp Ltd Class A,szse,2026-04-29,0.01,0.01,0.01,0.01,+0.00%,+0.00%,0,0.0,"3,000",0,N/A
"부동산 임대, 개발 및 운영",60101010,000002,China Vanke Co Ltd Class A,szse,2026-07-17,77.70,77.80,76.85,77.80,+3.44%,+1.37%,0.75,0.97,"2,848,694",221,N/A
"부동산 임대, 개발 및 운영",60101010,000656,Jinke Property Group Co Ltd Class A,szse,2026-07-27,4.32,4.33,4.25,4.32,+4.85%,+3.60%,0,0.0,"6,968,860",30,N/A
