섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
건설 및 엔지니어링,52201020,CCC,CDC Construction JSC,hose,2026-07-07,"7,490","7,500","7,050","7,500",+140349.43%,+2.74%,210,2.88,"1,000",7,N/A
건설 및 엔지니어링,52201020,HAS,Hacisco JSC,hose,2026-07-29,"9,290","9,840","9,840","9,840",+10371.43%,+19.71%,550,5.92,"3,508",34,N/A
다각적 산업용 제품 도매,52202010,PIT,Petrolimex International Trading JSC,hose,2026-07-24,"8,000","8,090","7,610","8,080",+2.54%,+7.59%,480,6.32,"9,420",76,N/A
"부동산 임대, 개발 및 운영",60101010,VPI,Van Phu Real Estate Development JSC,hose,2026-07-29,"64,600","66,600","64,500","64,900",+6.92%,+1.25%,300,0.46,"1,500,740","97,398",N/A
상품 화학,51101010,APH,An Phat Holdings JSC,hose,2026-07-14,"5,580","5,700","5,520","5,620",+3890.98%,+5.24%,230,4.27,"522,895","2,938",N/A
상품 화학,51101010,HII,An Tien Industries JSC,hose,2026-07-27,"6,210","6,630","6,630","6,630",+1732.47%,+15.91%,430,6.94,"285,879","1,895",N/A
손해보험,55301020,PGI,Petrolimex Insurance Corp,hose,2026-07-27,"20,250","20,900","20,000","20,850",+16.75%,+15.83%,"1,300",6.65,"27,712",577,N/A
식품 가공,54102020,VNM,Vietnam Dairy Products JSC,hose,2026-07-29,"60,000","61,400","59,800","60,800",+2.10%,+5.19%,800,1.33,"6,625,032","402,801",N/A
"오일, 가스 정제 및 마케팅",50102030,PGC,Petrolimex Gas Corp JSC,hose,2026-07-02,"12,400","12,550","12,250","12,550",+30103.24%,+3.29%,350,2.87,"22,027",276,N/A
제약,56201040,DBT,Ben Tre Pharmaceutical JSC,hose,2026-06-26,"12,800","13,550","12,700","13,550",+19.38%,+8.40%,850,6.69,"152,003","2,059",N/A
철 및 강철,51201020,TNI,Thanh Nam Group JSC,hose,2026-07-22,"6,820","6,900","6,480","6,900",+33.20%,+1.62%,270,4.07,"2,109,840","14,557",N/A
항만 운영 및 서비스,52407020,DVP,Dinhvu Port Investment & Development JSC,hose,2026-07-29,"75,600","75,900","75,000","75,800",+9.36%,+1.74%,200,0.26,"7,189",544,N/A
환경 서비스 및 장비,52203010,HVH,HVC Investment and Technology JSC,hose,2026-07-27,"11,050","11,400","10,600","11,400",+7.18%,+7.04%,700,6.54,"457,313","5,213",N/A
