섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
"가전제품, 도구 및 가정 용품",53204030,002705,Guangdong Xinbao Electrical Appliances Holdings Co Ltd Class A,szse,2026-05-20,"8,030","8,090","7,820","8,030",+15.87%,+4.69%,210,2.69,"12,900",103,N/A
건설 및 엔지니어링,52201020,002163,Hainan Development Holdings Nanhai Co Ltd Class A,szse,2026-07-06,"2,018","2,024","2,011","2,020",+3.06%,+0.95%,3,0.15,"9,600",19,N/A
다각적 산업용 제품 도매,52202010,000900,Xiandai Investment Co Ltd Class A,szse,2026-05-14,8.44,8.50,8.31,8.50,+8.83%,+3.36%,0.16,1.92,"80,000",0,N/A
다각적 화학 산업,51101090,002004,Huapont Life Sciences Co Ltd Class A,szse,2026-07-08,"3,485","3,540","3,455","3,505",+10.22%,+2.94%,20,0.57,"61,300",214,N/A
민자 발전 사업,59101020,002608,Jiangsu Guoxin Corp Ltd Class A,szse,2026-04-13,0.01,0.01,0.01,0.01,+0.00%,+0.00%,0,0.0,"6,000",0,N/A
반도체,57101010,002077,Jiangsu Dagang Co Ltd Class A,szse,2026-07-08,19.50,20.26,19.20,20.13,+28.54%,+9.64%,0.63,3.23,"101,050,067","2,034",N/A
반도체,57101010,001298,Shenzhen Best of Best Holdings Co Ltd Class A,szse,2026-06-16,1,1.20,1.20,1.20,+26.32%,+20.00%,0.20,20.0,"1,000",0,N/A
반도체,57101010,300458,All Winner Technology Co Ltd Class A,szse,2026-06-25,39.97,40.78,38.21,40.63,+27.57%,+9.25%,0.87,2.19,"89,560,762","3,638",N/A
반도체 장비 및 테스트,57101020,002185,Tianshui Huatian Technology Co Ltd Class A,szse,2026-06-26,22.56,23.73,21.41,23.73,+94.11%,+17.07%,2.16,10.01,"462,101,284","10,965",N/A
반도체 장비 및 테스트,57101020,300604,Hangzhou Changchuan Technology Co Ltd Class A,szse,2026-06-30,341.42,375.18,310.49,374,+171.04%,+24.06%,56.78,17.9,"39,785,020","14,879",N/A
"부동산 임대, 개발 및 운영",60101010,000718,Suning Universal Co Ltd Class A,szse,2026-06-24,0.03,0.04,0.04,0.04,+6.06%,+16.67%,0.00,2.94,"80,000",0,N/A
