섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",069730,DSR제강,kospi,2026-05-04,"5,730","5,860","5,650","5,760",+6.47%,+2.86%,120,2.13,"64,000",368,829
건물 건설업,부동산 개발,475150,SK이터닉스,kospi,2026-07-22,"62,000","80,600","63,500","80,300",+50.94%,+50.66%,"18,300",29.52,"17,312,273","1,390,175","27,355"
고무제품 제조업,타이어 제조,161390,한국타이어앤테크놀로지,kospi,2026-07-07,"74,100","77,600","70,600","76,700",+19.47%,+7.27%,"4,300",5.94,"348,469","26,727","95,012"
기계장비 및 관련 물품 도매업,"치과용기자재(방사선장치,전기진단장치),주사침 도소매,제조/부동산 임대",004080,신흥,kospi,2026-07-21,"14,030","14,030","13,990","14,030",-0.36%,+0.36%,10,0.07,593,8,"1,304"
기타 금융업,지주회사/부동산 임대,078930,GS,kospi,2026-07-22,"84,200","92,500","84,200","92,200",+20.05%,+12.71%,"8,000",9.5,"479,700","44,228","85,649"
보험 및 연금관련 서비스업,보험대리 및 중개업,244920,에이플러스에셋,kospi,2026-05-21,"11,930","12,850","11,570","12,290",+15.18%,+4.77%,440,3.71,"119,597","1,469","2,778"
부동산 임대 및 공급업,"부동산 관리, 정보통신 공사, 아파트 AS 및 옵션 제품 공급, 건축물 시공 및 분양",317400,자이에스앤디,kospi,2026-07-22,"6,470","8,200","6,420","8,060",+68.09%,+61.20%,"1,590",24.57,"3,351,389","27,012","3,125"
부동산 임대 및 공급업,서울 영등포구 여의도 소재 하나금융투자 빌딩,417310,코람코더원리츠,kospi,2026-04-27,"10,480","10,890","10,260","10,490",+1.25%,+4.69%,310,3.05,"540,932","5,674","4,237"
석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",010950,S-Oil,kospi,2026-07-20,"146,700","149,600","140,200","149,300",+23.59%,+6.34%,"7,600",5.36,"269,537","40,241","168,086"
석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",010955,S-Oil우,kospi,2026-07-16,"69,500","70,000","67,000","69,800",+20.14%,+3.41%,"2,100",3.1,"9,180",640,"2,807"
석유 정제품 제조업,"윤활유,고무배합유,전기절연유 제조,판매,수출입",003650,미창석유,kospi,2026-07-15,"143,800","146,000","140,100","144,600",+20.90%,+0.56%,"2,800",1.97,"1,405",203,"2,515"
"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘/건설공사/산업용 송풍기,001520,동양,kospi,2026-07-22,"1,005","1,240","1,009","1,109",+38.62%,+101.64%,104,10.35,"4,550,919","5,046","1,187"
"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘/건설공사/산업용 송풍기,001525,동양우,kospi,2026-07-21,"7,800","8,900","8,150","8,200",+84.48%,+95.01%,430,5.53,"1,471",12,21
"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘/건설공사/산업용 송풍기,001527,동양2우B,kospi,2026-07-20,"8,060","8,900","7,400","8,100",+13.13%,+68.93%,330,4.25,"1,389",11,16
