섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
1차 철강 제조업,지주사업,001940,KISCO홀딩스,kospi,2026-07-30,"26,550","27,350","26,400","26,950",+1.32%,+4.66%,400,1.51,"19,276",519,"3,820"
건물 건설업,"토목공사,건축공사/부동산 임대",013700,까뮤이앤씨,kospi,2026-07-16,"1,445","1,489","1,395","1,460",+4.89%,+5.80%,60,4.29,"302,725",441,872
그외 기타 운송장비 제조업,"이륜차(오토바이) 제조,도매",000040,KR모터스,kospi,2026-07-30,"1,195","1,240","1,160","1,235",+183.26%,+362.55%,40,3.35,"55,082",68,213
기타 금융업,금융지주,316140,우리금융지주,kospi,2026-05-07,"33,200","33,850","32,400","33,600",+0.90%,+8.91%,900,2.75,"2,961,776","99,515","244,638"
기타 운송관련 서비스업,"항공기 지상조업,항공화물 상하역,장비대여,항공용역사업,항공기급유,항공화물 취급,보관,부정기헬기운송,여행알선,광업,먹는샘물 제조,농축산업",005430,한국공항,kospi,2026-05-28,"89,700","92,000","82,400","90,700",+54.51%,+14.81%,"5,500",6.46,"27,618","2,504","2,871"
보험 및 연금관련 서비스업,보험대리 및 중개업,244920,에이플러스에셋,kospi,2026-07-23,"12,100","12,180","11,260","12,180",+16.44%,+3.75%,820,7.22,"107,911","1,314","2,753"
보험업,생명보험,082640,동양생명,kospi,2026-07-27,"8,280","8,390","8,010","8,330",+0.97%,+9.03%,110,1.34,"121,884","1,015","13,000"
의약품 제조업,"의약품,화장품 제조,도매",002210,동성제약,kospi,2026-07-30,"1,800","2,095","1,715","1,846",+89.72%,+89.72%,46,2.56,"1,668,026","3,079","1,783"
자동차 신품 부품 제조업,"자동차부품(방진고무,방류고무(COVER류,CUP류),호스류),장비시설용 부품 제조,판매",090080,평화산업,kospi,2026-07-30,"1,012","1,012",973,"1,012",-1.84%,+4.33%,0,0.0,"340,583",344,555
전구 및 조명장치 제조업,"형광등,백열전구,전구식현광등,실드빔(차량용전조) 제조,판매",001210,금호전기,kospi,2026-07-01,"1,389","5,490","4,070","4,115",+346.80%,+360.29%,"3,221",360.29,"5,421,120","22,307",509
직물직조 및 직물제품 제조업,"제직,염색,폴리에스터직물,자수직물봉제 제조,판매/임대료,관리비 수입",011300,우성머티리얼스,kospi,2026-05-14,"2,950","3,190","2,770","3,040",-1.62%,+12.59%,280,10.14,"137,325",417,511
특수 목적용 기계 제조업,"주강,주물 제조,도매",025890,한국주강,kospi,2026-07-06,"2,255","2,300","2,195","2,290",+3.85%,+2.23%,95,4.33,"83,222",190,255
기초 의약물질 제조업,"생분해성 의료기기, 3D 바이오프린팅 시스템, 바이오잉크, 3D 오가노이드, 3D 세포치료제",246710,티앤알바이오팹,kosdaq,2026-05-06,"2,840","3,045","2,650","3,000",+2.74%,+28.21%,290,10.7,"777,576","2,332","1,429"
기타 정보 서비스업,권리조사,377450,리파인,kosdaq,2026-05-06,"12,000","12,600","11,880","12,580",+0.16%,+6.07%,600,5.01,"64,402",810,"2,180"
기타 화학제품 제조업,스킨부스터 제품 및 필러,489460,바이오비쥬,kosdaq,2026-07-30,"9,700","10,690","9,250","10,500",+26.51%,+17.58%,800,8.25,"304,216","3,194","1,549"
생활용품 도매업,글로벌 화장품 유통,362320,청담글로벌,kosdaq,2026-07-30,"5,040","5,420","4,850","5,380",+6.32%,+13.38%,340,6.75,"206,918","1,113","1,137"
"섬유, 의복, 신발 및 가죽제품 소매업","레인부츠, 스니커즈, 겨울화, 패션잡화 등",481070,에이유브랜즈,kosdaq,2026-05-15,"17,790","19,400","16,800","18,590",+3.62%,+9.10%,"1,890",11.32,"53,449",993,"2,663"
신탁업 및 집합투자업,금융투자,019570,GMI벤처,kosdaq,2026-07-08,481,"2,795","2,155","2,310",+406.58%,+380.25%,"1,829",380.25,"221,723",512,220
영상 및 음향기기 제조업,"프로젝터, 전자칠판, 전자교탁 및 관련 영상 소프트웨어, 콘텐츠 등",457600,벡트,kosdaq,2026-07-28,"3,385","3,420","3,260","3,405",+56.19%,+3.34%,100,3.03,"126,756",431,466
자동차 신품 부품 제조업,엔진부품,013720,청보,kosdaq,2026-07-30,"1,944","2,000","1,749","1,999",+192.68%,+363.81%,55,2.83,"38,344",76,243
자동차 신품 부품 제조업,자동차용 소음기(머플러),113810,디젠스,kosdaq,2026-07-28,"1,950","2,040","1,909","1,990",+179.89%,+327.96%,70,3.65,"27,952",55,129
자연과학 및 공학 연구개발업,"백신 및 면역증강제 개발제조업, CMO/CDMO",348080,큐라티스,kosdaq,2026-07-22,"2,080","2,220","1,965","2,190",+162.59%,+11.73%,115,5.54,"22,096",48,280
컴퓨터 및 주변장치 제조업,"카드인쇄용 프린터, 카드인쇄용 리본",332370,아이디피,kosdaq,2026-05-18,"5,350","5,400","5,220","5,400",+4.05%,+3.05%,180,3.45,"8,034",43,716
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","인터넷핵심망(CCR,MCR,NAS등)",052460,아이크래프트,kosdaq,2026-05-08,"4,455","4,670","4,195","4,620",+12.82%,+35.88%,585,14.5,"985,836","4,554",674
통신 및 방송 장비 제조업,지문인식솔루션및시스템,094840,슈프리마에이치큐,kosdaq,2026-07-30,"13,960","15,600","13,500","15,100",+31.30%,+20.13%,"1,140",8.17,"169,462","2,558","1,480"
