섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
생활용품 도매업,"BP153(BALL POINT PEN), P-3000(PLUS PEN), 유성매직, 보드마카, 네임펜, PARKER, WARTERMAN, 색연필",005360,모나미,kospi,2026-07-10,"2,145","2,650","2,050","2,650",+57.36%,+102.29%,610,29.9,"4,269,179","11,313",500
수산물 가공 및 저장 처리업,"냉동식품,햄제품 제조,도매,보관/원양어업",003680,한성기업,kospi,2026-07-13,"9,300","12,000","9,490","11,230",+118.91%,+133.47%,"1,930",20.75,"4,077,528","45,790",697
운송장비 임대업,"렌터카, 카셰어링(그린카), 중고차매매, 일반렌탈(측정기,OA, 리프트 등)",089860,롯데렌탈,kospi,2026-07-13,"34,200","34,700","33,600","34,550",+7.47%,+5.98%,350,1.02,"15,801",545,"12,544"
"곡물가공품, 전분 및 전분제품 제조업","소맥분(밀가루),배합사료",002680,한탑,kosdaq,2026-07-10,"1,605","1,964","1,495","1,964",+161.52%,+425.13%,453,29.98,"314,883",618,126
금융 지원 서비스업,금융 지원 서비스,473050,유안타제15호스팩,kosdaq,2026-07-13,"2,085","2,085","2,080","2,085",+0.97%,+0.24%,0,0.0,650,1,146
기타 화학제품 제조업,"기초화장품, 마스크팩 등",227610,아우딘퓨쳐스,kosdaq,2026-07-13,"1,202","1,310","1,229","1,257",+71.02%,+30.53%,55,4.58,"55,974",70,243
기타 화학제품 제조업,주정,017890,한국알콜,kosdaq,2026-04-29,"14,210","14,500","13,930","14,435",+20.09%,+14.93%,395,2.81,"86,860","1,253","3,070"
상품 종합 도매업,기업소모성자재 구매대행업,007720,소노스퀘어,kosdaq,2026-04-20,431,"1,589","1,413","1,436",+241.90%,+380.27%,"1,137",380.27,"41,581",59,"1,447"
소프트웨어 개발 및 공급업,모바일 게임 개발 및 퍼블리싱,348030,모비릭스,kosdaq,2026-07-13,"2,850","2,895","2,750","2,880",+10.34%,+6.27%,30,1.05,"20,564",59,276
의약품 제조업,"그랑파제, 토비콤-S",001540,안국약품,kosdaq,2026-05-29,"11,500","11,900","11,210","11,670",+46.24%,+11.89%,430,3.83,"70,260",819,"1,522"
자동차 신품 부품 제조업,자동차부품,122350,삼기,kosdaq,2026-06-29,"1,907","2,000","1,848","1,907",+25.87%,+0.47%,67,3.64,"1,044,119","1,991",731
전자부품 제조업,RF통신부품 및 반도체 장비,049080,기가레인,kosdaq,2026-06-29,"7,770","9,890","8,600","9,480",+232.05%,+93.47%,"1,720",22.16,"1,384,330","13,123",804
전자부품 제조업,"반도체 및 모듈, 제어기",038880,아이에이,kosdaq,2026-07-13,"3,430","4,455","3,535","4,385",+3148.15%,+72.64%,955,27.84,"432,945","1,898",329
회사 본부 및 경영 컨설팅 서비스업,경영자문 및 지주사업,035610,솔본,kosdaq,2026-07-13,"4,040","4,215","3,980","4,155",+15.26%,+5.99%,115,2.85,"125,598",521,"1,136"
