섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,603466,Shanghai Fengyuzhu Culture Technology Co Ltd Class A,sse,2026-06-09,12.24,12.70,11.60,12.34,+29.44%,+8.91%,0.40,3.35,"94,048,160","1,160",N/A
반도체,57101010,603893,Rockchip Electronics Co Ltd Class A,sse,2026-07-13,219,231.55,215,222.24,+30.02%,+7.18%,11.74,5.58,"32,119,518","7,138",N/A
산업용 기계 및 장비,52102010,603757,Zhejiang Dayuan Pumps Industry Co Ltd Class A,sse,2026-07-06,79.19,83.97,71.08,79.50,+42.85%,+3.09%,2.50,3.25,"17,743,006","1,410",N/A
생명 공학 및 의학 연구,56202010,603127,Joinn Laboratories China Co Ltd Class A,sse,2026-07-15,50.62,55.68,50.98,53.25,+44.63%,+35.53%,2.63,5.2,"123,303,671","6,565",N/A
생명 공학 및 의학 연구,56202010,688046,GemPharmatech Co Ltd Class A,sse,2026-07-15,28.81,31,24.66,29,+55.46%,+19.69%,0.19,0.66,"27,484,277",797,N/A
생명 공학 및 의학 연구,56202010,688796,Biocytogen Pharmaceuticals (Beijing) Co Ltd Class A,sse,2026-07-15,131.93,154.99,123,142.37,+44.30%,+33.68%,10.44,7.91,"5,089,704",724,N/A
식품 가공,54102020,600882,Shanghai Milkground Food Tech Co Ltd Class A,sse,2026-04-21,20.74,22.42,20.25,22.11,+14.86%,+12.63%,1.59,7.75,"22,439,005",496,N/A
어업 및 농업,54102010,605296,Yunnan Shennong Agricultural Industry Group Co Ltd Class A,sse,2026-05-14,31.57,32.77,30,31.74,+5.59%,+10.75%,1.04,3.39,"7,423,261",235,N/A
"의료 장비, 물품 및 유통",56101020,688068,Beijing Hotgen Biotech Co Ltd Class A,sse,2026-07-15,139,145,129.16,143,+16.37%,+19.33%,4,2.88,"5,749,531",822,N/A
자동차 및 트럭 제조,53101010,603129,Zhejiang CFMOTO Power Co Ltd Class A,sse,2026-04-24,273.03,279.60,267.01,275.29,+0.76%,+6.57%,4.53,1.67,"1,777,563",489,N/A
제약,56201040,600267,Zhejiang Hisun Pharmaceutical Co Ltd Class A,sse,2026-07-15,11.98,12.20,11.66,11.99,+8.93%,+14.96%,0.01,0.08,"53,414,984",640,N/A
제약,56201040,600285,Henan Lingrui Pharmaceutical Co Ltd Class A,sse,2026-07-15,22.92,23.18,22.61,23.05,+15.10%,+5.78%,0.13,0.57,"13,838,150",318,N/A
제약,56201040,600332,Guangzhou Baiyunshan Pharmaceutical Holdings Co Ltd Class A,sse,2026-04-28,22.49,22.76,22.12,22.66,+1.57%,+6.79%,0.22,0.98,"18,517,383",419,N/A
제약,56201040,600511,China National Medicines Corp Ltd Class A,sse,2026-04-24,28.05,28.25,27.70,28.13,+0.97%,+4.96%,0.13,0.46,"7,201,999",202,N/A
제약,56201040,600521,Zhejiang Huahai Pharmaceutical Co Ltd Class A,sse,2026-05-11,17.34,17.80,16.52,17.63,+5.18%,+8.43%,0.74,4.38,"86,192,941","1,519",N/A
제약,56201040,600535,Tasly Pharmaceutical Group Co Ltd Class A,sse,2026-07-15,15.29,16,15.15,15.93,+12.60%,+13.46%,0.64,4.19,"51,417,352",819,N/A
제약,56201040,600664,Harbin Pharmaceutical Group Co Ltd Class A,sse,2026-07-15,4.49,4.94,4.81,4.94,+18.47%,+61.44%,0.45,10.02,"296,786,688","1,466",N/A
제약,56201040,600829,HPGC Renmintongtai Pharmaceutical Corp Class A,sse,2026-05-11,10.02,10.87,10.01,10.40,+5.58%,+30.49%,0.51,5.16,"64,529,019",671,N/A
제약,56201040,600998,Jointown Pharmaceutical Group Co Ltd Class A,sse,2026-07-14,5.21,5.24,5.12,5.23,+3.60%,+4.60%,0.07,1.36,"57,762,090",302,N/A
특수 채굴 및 금속,51201050,601168,Western Mining Co Ltd Class A,sse,2026-05-13,33.55,34.66,32.55,33.84,+18.27%,+16.73%,0.66,1.99,"67,442,704","2,282",N/A
