섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
1차 철강 제조업,와이어로프 등,012160,영흥,kospi,2026-07-07,"1,763","2,290","1,764","2,045",+305.75%,+49.60%,282,16.0,"1,024,909","2,095",319
건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",002995,금호건설우,kospi,2026-07-01,"43,900","52,000","44,500","48,500",+185.29%,+10.48%,"8,500",21.25,"77,047","3,736",141
건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",002995,금호건설우,kospi,2026-07-01,"43,900","52,000","44,500","48,500",+185.29%,+10.48%,"8,500",21.25,"77,047","3,736",141
"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",058730,다스코,kospi,2026-06-29,"4,465","4,865","3,700","4,585",+19.25%,+6.13%,585,14.62,"18,777,813","86,096",914
"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",058730,다스코,kospi,2026-06-29,"4,465","4,865","3,700","4,585",+19.25%,+6.13%,585,14.62,"18,777,813","86,096",914
기반조성 및 시설물 축조관련 전문공사업,"토공사,철근콘크리트공사,포장공사,미장방수공사,상하수도공사,수중공사,비계구조물해체공사/골재,아스콘 제조,판매,중기임대",010960,삼호개발,kospi,2026-07-02,"4,370","4,630","3,915","4,410",+13.22%,+4.13%,220,5.25,"8,176,067","36,056","1,063"
석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",010955,S-Oil우,kospi,2026-07-07,"64,300","67,300","61,700","64,400",+13.78%,+13.78%,100,0.16,"28,374","1,827","2,590"
석유 정제품 제조업,"윤활유,고무배합유,전기절연유 제조,판매,수출입",003650,미창석유,kospi,2026-07-02,"140,100","141,500","134,000","140,400",+21.24%,+3.24%,"4,300",3.16,"2,840",398,"2,442"
자동차 신품 부품 제조업,자동차용 전구 및 LED모듈,214330,금호에이치티,kospi,2026-05-14,"3,770","9,030","6,220","9,030",+2168.84%,+253.42%,"6,475",253.42,"560,373","5,060",944
금융 지원 서비스업,금융 지원 서비스,473050,유안타제15호스팩,kosdaq,2026-06-09,"2,080","2,080","2,075","2,080",+1.22%,+0.14%,0,0.0,770,1,145
금융 지원 서비스업,기업인수합병,469880,하나30호스팩,kosdaq,2026-06-04,"2,105","2,105","2,100","2,105",+1.45%,+0.00%,0,0.0,"2,310",4,153
기계장비 및 관련 물품 도매업,"EMC스토리지, SPSS, SI",263800,데이타솔루션,kosdaq,2026-04-16,"5,700","5,940","5,940","5,940",+33.03%,+22.98%,"1,370",29.98,"553,072","3,285",963
소프트웨어 개발 및 공급업,빅데이터플랫폼,189330,씨이랩,kosdaq,2026-06-01,"11,900","12,620","12,620","12,620",+170.82%,+27.09%,"2,910",29.97,"857,793","10,825","1,184"
신탁업 및 집합투자업,금융투자,019570,플루토스,kosdaq,2026-04-22,527,748,436,558,+69.09%,+88.51%,262,88.51,"3,201,814","1,786",266
영상 및 음향기기 제조업,"카 인포테인먼트용 영상·음향기기, 차체 자동화설비 및 조립용 지그 제조",025440,DH오토웨어,kosdaq,2026-07-03,"3,320","3,400","3,220","3,380",+307.72%,+363.01%,65,1.96,"7,439",25,329
영상 및 음향기기 제조업,"카 인포테인먼트용 영상·음향기기, 차체 자동화설비 및 조립용 지그 제조",025440,DH오토웨어,kosdaq,2026-07-03,"3,320","3,400","3,220","3,380",+307.72%,+363.01%,65,1.96,"7,439",25,329
영상 및 음향기기 제조업,"프로젝터, 전자칠판, 전자교탁 및 관련 영상 소프트웨어, 콘텐츠 등",457600,벡트,kosdaq,2026-06-22,"2,450","2,635","2,165","2,460",+18.27%,+32.83%,295,13.63,"808,412","1,988",337
자동차 신품 부품 제조업,"도어벨트, 몰딩",053060,세동,kosdaq,2026-07-07,"1,485","1,539","1,473","1,531",+27.58%,+12.49%,46,3.1,"168,310",257,270
자동차 신품 부품 제조업,자동차부품,122350,삼기,kosdaq,2026-06-29,"1,907","2,065","1,800","1,916",+33.33%,+38.04%,18,0.95,"4,117,983","7,890",734
