섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
반도체,57101010,600360,JiLin Sino-Microelectronics Co Ltd Class A,sse,2026-07-09,15.99,17.59,15.78,17.59,+92.97%,+17.58%,1.60,10.01,"131,340,326","2,310",N/A
반도체,57101010,600584,JCET Group Co Ltd Class A,sse,2026-07-01,106.64,113.87,107,108.56,+153.63%,+19.45%,5.04,4.87,"193,676,297","21,025",N/A
반도체,57101010,603068,Beken Corp Class A,sse,2026-07-02,40.36,41.21,39.05,40.88,+25.78%,+4.96%,0.81,2.02,"10,005,358",409,N/A
반도체,57101010,603893,Rockchip Electronics Co Ltd Class A,sse,2026-07-09,207.36,227,207,221.11,+30.97%,+22.82%,13.75,6.63,"20,223,333","4,471",N/A
반도체,57101010,688041,Hygon Information Technology Co Ltd Class A,sse,2026-06-30,370.30,395.17,365.87,375.38,+53.13%,+15.36%,11.92,3.28,"35,535,875","13,339",N/A
반도체,57101010,688061,Shanghai Orient-Chip Technology Co Ltd Class A,sse,2026-06-26,50.49,54.34,46.56,53.05,+67.10%,+8.24%,5.48,11.52,"3,549,354",188,N/A
반도체,57101010,688432,GRINM Semiconductor Materials Co Ltd Class A,sse,2026-07-09,53.77,58.80,50.02,56.69,+298.17%,+34.37%,2.92,5.43,"57,981,967","3,286",N/A
반도체,57101010,688584,Wafer Works Shanghai Co Ltd Class A,sse,2026-07-09,40.27,48.32,44,45.06,+128.85%,+41.03%,4.79,11.89,"40,461,003","1,823",N/A
반도체 장비 및 테스트,57101020,688120,Hwatsing Technology Co Ltd Class A,sse,2026-07-09,344,374.85,340.01,348.50,+173.03%,+30.28%,4.50,1.31,"14,119,571","4,920",N/A
반도체 장비 및 테스트,57101020,688200,Beijing Huafeng Test & Control Technology Co Ltd Class A,sse,2026-07-09,543,564.65,526.93,543.11,+186.35%,+17.05%,0.11,0.02,"4,049,904","2,199",N/A
산업용 기계 및 장비,52102010,603339,Square Technology Group Co Ltd Class A,sse,2026-07-08,15.47,15.65,15,15.60,+19.45%,+9.01%,0.27,1.76,"17,337,710",270,N/A
상품 화학,51101010,688371,Jiangsu Favored Nanotechnology Co Ltd Class A,sse,2026-06-17,42.88,48.80,42.11,46.14,+123.84%,+20.19%,4.13,9.83,"16,607,108",766,N/A
생명 공학 및 의학 연구,56202010,603127,Joinn Laboratories China Co Ltd Class A,sse,2026-05-21,42.64,43.22,38.64,43.22,+19.29%,+6.56%,3.93,10.0,"40,007,332","1,729",N/A
생명 공학 및 의학 연구,56202010,688046,GemPharmatech Co Ltd Class A,sse,2026-07-01,25.77,26.17,23.60,25.88,+43.29%,+11.46%,1.65,6.81,"8,495,678",219,N/A
생명 공학 및 의학 연구,56202010,688202,Shanghai Medicilon Inc Class A,sse,2026-07-01,82.31,91.80,76.20,89.23,+35.44%,+13.67%,12.08,15.66,"8,946,709",798,N/A
생명 공학 및 의학 연구,56202010,688222,HitGen Inc Class A,sse,2026-07-06,33.65,36.90,32.60,36.20,+38.38%,+11.69%,2.75,8.22,"24,869,080",900,N/A
의료 시설 및 서비스,56102010,688710,Shanghai InnoStar Bio-tech Co Ltd Class A,sse,2026-04-14,72.11,77.44,64,76.44,+11.19%,+21.97%,11.55,17.8,"4,381,042",334,N/A
전기 부품 및 장비,52102030,688103,Kunshan Guoli Electronic Technology Co Ltd Class A,sse,2026-07-09,100.97,112.99,100,103.70,+85.09%,+42.04%,2.73,2.7,"8,465,908",877,N/A
전자 장비 및 부품,57104010,688333,XiAn Bright Laser Technologies Co Ltd Class A,sse,2026-07-03,112.10,119.83,109.73,116.25,+28.11%,+3.70%,8.24,7.63,"18,766,743","2,181",N/A
전자 장비 및 부품,57104010,688629,Sichuan Huafeng Technology Co Ltd Class A,sse,2026-07-09,209.68,228.16,212.22,215.21,+72.82%,+19.56%,5.53,2.64,"19,122,536","4,115",N/A
전화 및 소형 장치,57106020,603341,Shanghai Longcheer Technology Co Ltd Class A,sse,2026-06-26,42.55,44,41.90,43.12,+13.89%,+10.56%,0.74,1.75,"10,579,305",456,N/A
전화 및 소형 장치,57106020,688036,Shenzhen Transsion Holdings Co Ltd Class A,sse,2026-07-09,66.37,71.58,64.66,70.47,+37.59%,+16.94%,4.10,6.18,"27,318,695","1,925",N/A
제약,56201040,603669,Lionco Pharmaceutical Group Co Ltd Class A,sse,2026-07-09,6.16,6.45,6.01,6.38,+41.46%,+4.25%,0.22,3.57,"26,751,800",170,N/A
제약,56201040,688221,Frontier Biotechnologies Inc Class A,sse,2026-07-03,27.73,28.98,24.98,28.46,+44.47%,+2.63%,2.86,11.17,"23,957,774",681,N/A
제약,56201040,688266,Suzhou Zelgen Biopharmaceuticals Co Ltd Class A,sse,2026-07-06,143.05,145.85,133.34,143.41,+43.73%,+0.29%,6.55,4.79,"7,814,838","1,120",N/A
제약,56201040,688319,Chengdu Olymvax Biopharmaceuticals Inc Class A,sse,2026-06-30,43.98,44.90,39.11,44.15,+54.42%,+3.35%,4.36,10.96,"12,298,492",542,N/A
종이 제품,51301020,605377,Hangzhou Huawang New Material Technology Co Ltd Class A,sse,2026-05-12,9.86,10.07,9.23,9.94,+5.81%,+12.70%,0.51,5.41,"11,794,026",117,N/A
컴퓨터 하드웨어,57106010,603019,Dawning Information Industry Co Ltd Class A,sse,2026-06-30,107.23,113,102.70,111.03,+25.31%,+19.80%,7.04,6.77,"108,171,817","12,010",N/A
특수 화학제,51101030,603991,Shenzhen Leading Semiconductor Industry Co.  Ltd Class A,sse,2026-07-09,167.06,178,167.07,168.19,+62.03%,+10.89%,1.13,0.68,"8,285,000","1,393",N/A
특수 화학제,51101030,688720,Jiangsu Aisen Semiconductor Material Co Ltd Class A,sse,2026-07-09,105.60,120,110.88,114,+111.65%,+29.72%,8.40,7.95,"10,528,485","1,200",N/A
