섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
건물설비 설치 공사업,반도체/디스플레이 코팅덕트,010400,우진아이엔에스,kospi,2026-05-04,"4,195","4,390","3,980","4,385",+4.78%,+5.79%,310,7.61,"46,098",202,334
부동산 임대 및 공급업,"부동산 관리, 정보통신 공사, 아파트 AS 및 옵션 제품 공급, 건축물 시공 및 분양",317400,자이에스앤디,kospi,2026-07-20,"5,500","6,070","5,360","5,760",+18.76%,+21.26%,260,4.73,"1,166,082","6,716","2,233"
"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘/건설공사/산업용 송풍기,001520,동양,kospi,2026-07-20,995,"1,007",975,999,+23.95%,+81.64%,4,0.4,"313,157",312,"1,070"
운송장비 임대업,"렌터카, 카셰어링(그린카), 중고차매매, 일반렌탈(측정기,OA, 리프트 등)",089860,롯데렌탈,kospi,2026-07-16,"36,750","37,600","36,200","36,750",+9.38%,+7.46%,50,0.14,"42,967","1,579","13,343"
의약품 제조업,의약품 제조,002630,오리엔트바이오,kospi,2026-06-15,996,"1,044",840,"1,001",+77.17%,+17.76%,99,10.98,"817,822",818,593
자동차 신품 부품 제조업,"피혁 제조,도매,무역,부동산임대",011330,유니켐,kospi,2026-07-20,"3,880","3,950","3,740","3,900",+461.96%,+8.48%,20,0.52,"18,379",71,351
"그외 기타 전문, 과학 및 기술 서비스업","유전체 분야 진단시약 제조 및 유전체 분야 소프트웨어 연구,개발,판매",354200,엔젠바이오,kosdaq,2026-04-22,"1,726","1,825","1,623","1,825",+5.13%,+19.67%,156,9.35,"124,351",226,163
금융 지원 서비스업,금융 지원 서비스,473050,유안타제15호스팩,kosdaq,2026-07-13,"2,085","2,085","2,080","2,085",+1.21%,+0.00%,5,0.24,"5,372",11,146
금융 지원 서비스업,기업인수합병,469900,하나31호스팩,kosdaq,2026-06-15,"2,082","2,085","2,080","2,082",+1.07%,+0.34%,2,0.1,254,0,116
기초 화학물질 제조업,"시약, 원료의약품",120240,대정화금,kosdaq,2026-07-16,"14,350","14,590","14,010","14,540",+3.27%,+6.99%,480,3.41,"29,473",428,"1,045"
기타 화학제품 제조업,"기초화장품, 마스크팩 등",227610,아우딘퓨쳐스,kosdaq,2026-07-20,"1,355","1,479","1,362","1,410",+94.21%,+17.30%,55,4.06,"18,210",25,273
기타 화학제품 제조업,화학제품 및 전자재료,060230,제이케이시냅스,kosdaq,2026-07-20,"1,360","1,528","1,313","1,388",+184.43%,+35.15%,28,2.06,"461,542",640,156
사진장비 및 광학기기 제조업,"IRFilter,Grating",082210,옵트론텍,kosdaq,2026-04-22,"2,070","2,205","1,862","2,190",+7.09%,+12.65%,305,16.18,"505,424","1,106",765
상품 종합 도매업,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스",014100,메디앙스,kosdaq,2026-07-20,"1,805","1,980","1,732","1,877",+5.57%,+7.63%,72,3.99,"148,081",277,221
소프트웨어 개발 및 공급업,"도메인,호스팅",079940,가비아,kosdaq,2026-07-20,"44,050","47,550","47,350","47,550",+56.41%,+53.63%,"3,500",7.95,"64,227","3,053","6,381"
소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,208640,썸에이지,kosdaq,2026-07-20,945,"1,228","1,011","1,228",+630.95%,+80.59%,283,29.95,"1,046,985","1,285",170
영상 및 음향기기 제조업,블루투스헤드셋,033560,블루콤,kosdaq,2026-07-20,"4,295","4,390","4,125","4,335",+21.77%,+19.42%,40,0.93,"61,836",268,741
영상 및 음향기기 제조업,"프로젝터, 전자칠판, 전자교탁 및 관련 영상 소프트웨어, 콘텐츠 등",457600,벡트,kosdaq,2026-07-20,"3,230","3,550","3,115","3,412",+62.48%,+38.98%,182,5.63,"558,586","1,905",467
회사 본부 및 경영 컨설팅 서비스업,경영자문 및 지주사업,035610,솔본,kosdaq,2026-07-16,"4,795","4,900","4,575","4,805",+30.57%,+18.94%,165,3.56,"72,839",349,"1,313"
