섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
"가전제품, 도구 및 가정 용품",53204030,600690,Haier Smart Home Co Ltd Class A,sse,2026-07-28,22.40,23.19,22.33,22.98,+6.19%,+4.84%,0.58,2.59,"71,377,087","1,640",N/A
건설 자재,51202010,600801,Huaxin Building Materials Group Co Ltd Class A,sse,2026-07-23,21.66,22.78,21.05,22.60,+1.41%,+8.81%,1.30,6.1,"24,760,876",559,N/A
건설 자재,51202010,600881,Jilin Yatai Group Co Ltd Class A,sse,2026-07-20,1.89,1.93,1.76,1.89,+19.62%,+12.50%,0.08,4.42,"279,107,011",527,N/A
고속도로 및 철도,52407030,601816,Beijing-Shanghai High Speed Railway Co Ltd Class A,sse,2026-06-02,5.10,5.15,5.07,5.12,+3.64%,+2.20%,0.04,0.79,"218,608,013","1,119",N/A
"배달, 우편, 항공 화물 및 육상 물류",52405010,601598,Sinotrans Ltd Class A,sse,2026-07-28,6.26,6.43,6.21,6.40,+8.82%,+7.93%,0.14,2.24,"27,134,079",173,N/A
"배달, 우편, 항공 화물 및 육상 물류",52405010,603871,Jiayou International Logistics Co Ltd Class A,sse,2026-07-23,12.76,13.18,12.40,13.11,+0.36%,+5.98%,0.62,4.96,"20,865,200",273,N/A
산업용 기계 및 장비,52102010,688009,China Railway Signal & Communication Corp Ltd Class A,sse,2026-07-21,5.23,5.31,5.17,5.30,+0.38%,+3.31%,0.10,1.92,"47,064,169",249,N/A
소비자 출판,53302040,601019,Shandong Publishing & Media Co Ltd Class A,sse,2026-07-20,7.40,7.50,7.34,7.44,+3.65%,+1.50%,0.09,1.22,"8,711,200",64,N/A
소비자 출판,53302040,601928,Jiangsu Phoenix Publishing & Media Corp Ltd Class A,sse,2026-07-20,9.64,9.82,9.55,9.75,+2.42%,+1.56%,0.16,1.67,"11,762,800",114,N/A
식품 가공,54102020,600298,Angel Yeast Co Ltd Class A,sse,2026-07-21,39.51,40.49,38.18,40.05,+5.87%,+2.61%,2.13,5.62,"22,455,436",899,N/A
식품 가공,54102020,600882,Shanghai Milkground Food Tech Co Ltd Class A,sse,2026-07-16,22.11,23.29,21.30,22.78,+11.89%,+5.90%,1.25,5.81,"23,390,328",532,N/A
은행,55101010,600036,China Merchants Bank Co Ltd Class A,sse,2026-07-28,39.59,40.07,39.49,39.66,+3.01%,+2.45%,0.07,0.18,"114,871,245","4,555",N/A
은행,55101010,601229,Bank of Shanghai Co Ltd Class A,sse,2026-07-28,9.37,9.49,9.34,9.38,+0.70%,+2.51%,0.01,0.11,"68,722,573",644,N/A
자동차 및 트럭 제조,53101010,603129,Zhejiang CFMOTO Power Co Ltd Class A,sse,2026-07-28,300.45,306.66,295,303,+11.71%,+12.21%,2.55,0.85,"2,087,981",632,N/A
"자동차, 트럭 및 오토바이 부품",53101020,600660,Fuyao Glass Industry Group Co Ltd Class A,sse,2026-05-08,58.78,59.48,56.35,59.10,+1.54%,+6.12%,2.78,4.94,"26,930,321","1,591",N/A
제약,56201040,600285,Henan Lingrui Pharmaceutical Co Ltd Class A,sse,2026-07-16,23.05,23.16,22.45,23.13,+7.92%,+3.17%,0.66,2.94,"11,455,020",264,N/A
제약,56201040,600750,China Resources Jiangzhong Pharmaceutical Co Ltd Class A,sse,2026-07-16,26.14,26.30,25.20,26.23,+13.49%,+4.09%,0.94,3.72,"5,914,037",155,N/A
중장비 및 차량,52102020,601038,First Tractor Co Ltd Class A,sse,2026-07-27,14,14.50,13.96,14.30,+6.39%,+4.69%,0.34,2.44,"12,033,221",172,N/A
중장비 및 차량,52102020,601766,Crrc Corp Ltd Class A,sse,2026-05-13,6.07,6.20,5.98,6.17,+4.40%,+3.01%,0.17,2.83,"265,993,210","1,641",N/A
중장비 및 차량,52102020,603338,Zhejiang Dingli Machinery Co Ltd Class A,sse,2026-07-27,58.39,60.76,58,60.48,+7.03%,+12.12%,2.27,3.9,"9,209,653",556,N/A
타이어 및 고무 제품,53101030,601058,Sailun Group Co Ltd Class A,sse,2026-07-28,13.85,14.25,13.72,13.85,-1.78%,+3.67%,0,0.0,"55,721,478",771,N/A
타이어 및 고무 제품,53101030,603049,Zhongce Rubber Group Co Ltd Class A,sse,2026-07-23,49.11,49.90,48.41,49.49,+4.31%,+2.68%,0.96,1.98,"3,827,128",189,N/A
특수 화학제,51101030,600352,Zhejiang Longsheng Group Co Ltd Class A,sse,2026-07-23,13.24,13.88,12.80,13.55,+5.84%,+4.63%,0.77,6.03,"104,308,368","1,413",N/A
항만 운영 및 서비스,52407020,601000,Tangshan Port Group Co Ltd Class A,sse,2026-07-27,4.68,4.81,4.60,4.77,+5.30%,+2.80%,0.12,2.58,"55,062,046",262,N/A
해양 화물 및 물류,52405020,601919,COSCO Shipping Holdings Co Ltd Class A,sse,2026-07-28,15.43,15.62,15.40,15.55,+11.85%,+2.71%,0.12,0.78,"84,047,593","1,306",N/A
