섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Energy,Oil & Gas Exploration & Production,EOG,EOG Resources,s&p500,2026-05-19,144.30,147.45,145.85,146.54,+10.07%,+7.39%,2.54,1.76,"1,308,006",191.67,N/A
Energy,Oil & Gas Storage & Transportation,TRGP,Targa Resources,s&p500,2026-07-22,284.45,289.66,285.39,285.67,+19.29%,+2.70%,1.22,0.43,"314,707",89.90,N/A
Financials,Life & Health Insurance,AFL,Aflac,s&p500,2026-07-20,124.08,124.44,122.70,124.42,+9.11%,+2.82%,0.84,0.68,"670,738",83.45,N/A
Financials,Property & Casualty Insurance,HIG,Hartford (The),s&p500,2026-07-21,141.98,143.00,139.82,142.12,+5.70%,+5.66%,1.28,0.91,"727,228",103.35,N/A
Financials,Property & Casualty Insurance,TRV,Travelers Companies (The),s&p500,2026-07-22,372.08,378.60,370.06,377.08,+25.08%,+14.55%,5.00,1.34,"947,431",357.26,N/A
Health Care,Health Care Services,DGX,Quest Diagnostics,s&p500,2026-07-01,216.02,237.70,220.00,226.63,+15.47%,+12.32%,16.80,8.01,"2,719,443",616.31,N/A
Health Care,Health Care Services,LH,Labcorp,s&p500,2026-07-02,286.98,298.45,286.50,290.51,+10.43%,+6.81%,9.05,3.21,"814,914",236.74,N/A
Health Care,Life Sciences Tools & Services,A,Agilent Technologies,s&p500,2026-06-04,138.10,141.87,137.53,138.54,+20.13%,+2.85%,5.08,3.81,"1,331,053",184.41,N/A
Health Care,Life Sciences Tools & Services,TECH,Bio-Techne,s&p500,2026-07-22,71.78,72.11,71.80,71.95,+33.02%,+0.66%,0.17,0.24,"2,131,856",153.39,N/A
Health Care,Life Sciences Tools & Services,TMO,Thermo Fisher Scientific,s&p500,2026-07-16,543.19,587.49,568.84,574.78,+22.49%,+7.38%,48.32,9.18,"4,272,722","2,455.90",N/A
Health Care,Life Sciences Tools & Services,WAT,Waters Corporation,s&p500,2026-05-29,383.57,389.85,375.05,383.80,+23.86%,+2.37%,12.98,3.5,"909,256",348.97,N/A
Health Care,Pharmaceuticals,BMY,Bristol Myers Squibb,s&p500,2026-07-21,60.93,62.04,60.45,61.60,+6.11%,+4.90%,0.84,1.38,"3,630,411",223.63,N/A
Health Care,Pharmaceuticals,MRK,Merck & Co.,s&p500,2026-07-02,129.56,131.04,127.88,130.08,+17.08%,+5.23%,2.61,2.05,"4,640,822",603.68,N/A
Industrials,Aerospace & Defense,GD,General Dynamics,s&p500,2026-07-06,376.88,387.69,376.47,379.35,+21.65%,+3.75%,6.19,1.66,"953,400",361.67,N/A
Industrials,Aerospace & Defense,HWM,Howmet Aerospace,s&p500,2026-06-17,283.23,288.11,278.61,287.57,+18.67%,+2.98%,6.86,2.45,"1,163,490",334.58,N/A
Industrials,Aerospace & Defense,LMT,Lockheed Martin,s&p500,2026-06-11,548.68,576.00,545.38,570.64,+11.14%,+10.92%,56.28,10.94,"2,381,497","1,358.98",N/A
Industrials,Aerospace & Defense,RTX,RTX Corporation,s&p500,2026-07-06,201.37,213.49,202.51,208.63,+20.22%,+6.50%,13.75,7.06,"6,971,427","1,454.45",N/A
Industrials,Building Products,ALLE,Allegion,s&p500,2026-04-27,147.79,159.37,148.71,156.04,+7.24%,+14.89%,16.09,11.5,"2,347,261",366.27,N/A
Industrials,Construction Machinery & Heavy Transportation Equipment,PCAR,Paccar,s&p500,2026-07-22,131.11,133.49,131.00,131.43,+3.81%,+6.72%,0.32,0.24,"3,188,098",419.01,N/A
Industrials,Construction Machinery & Heavy Transportation Equipment,WAB,Wabtec,s&p500,2026-07-22,290.00,298.14,291.49,295.78,+10.89%,+13.89%,5.78,1.99,"943,055",278.94,N/A
Industrials,Rail Transportation,CSX,CSX Corporation,s&p500,2026-07-16,50.89,53.30,51.62,52.64,+16.28%,+6.49%,2.71,5.43,"17,324,466",911.96,N/A
Industrials,Rail Transportation,UNP,Union Pacific Corporation,s&p500,2026-07-16,299.42,315.90,302.82,304.48,+13.90%,+5.59%,11.92,4.07,"4,441,343","1,352.30",N/A
Industrials,Trading Companies & Distributors,URI,United Rentals,s&p500,2026-06-25,"1,139.51","1,177.67","1,093.14","1,149.26",+18.19%,+9.74%,114.19,11.03,"813,400",934.80,N/A
Materials,Fertilizers & Agricultural Chemicals,CTVA,Corteva,s&p500,2026-07-22,88.53,89.39,87.86,88.61,+11.04%,+4.93%,0.08,0.09,"1,353,888",119.97,N/A
Real Estate,Health Care REITs,WELL,Welltower,s&p500,2026-07-21,246.37,250.12,243.51,247.04,+18.74%,+5.89%,2.00,0.81,"1,308,508",323.25,N/A
Utilities,Electric Utilities,FE,FirstEnergy,s&p500,2026-07-22,49.33,49.80,48.95,49.49,+1.21%,+1.76%,0.16,0.33,"1,455,009",72.02,N/A
