섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,AVPT,AvePoint Inc (Delaware),nasdaq,2026-07-07,12.51,12.67,12.07,12.67,+33.79%,+10.75%,0.19,1.52,"1,620,800",20.54,N/A
IT 서비스 및 컨설팅,57201010,CLMB,Climb Global Solutions Inc,nasdaq,2026-07-07,25.42,25.94,24.01,25.84,+13.13%,+5.17%,1.08,4.36,"126,000",3.26,N/A
IT 서비스 및 컨설팅,57201010,FFIV,F5 Inc,nasdaq,2026-07-09,430.32,432.74,425.82,430.36,+45.79%,+5.44%,0.04,0.01,"191,812",82.55,N/A
IT 서비스 및 컨설팅,57201010,KARO,Karooooo Ltd,nasdaq,2026-07-08,57.73,58.10,56.69,58.09,+14.28%,+14.80%,0.36,0.62,"87,000",5.05,N/A
IT 서비스 및 컨설팅,57201010,MNDO,Mind CTI Ltd,nasdaq,2026-07-06,1.12,1.12,1.02,1.12,+4.67%,+3.70%,0.10,9.8,"86,174",0.10,N/A
IT 서비스 및 컨설팅,57201010,NTCT,Netscout Systems Inc,nasdaq,2026-06-30,43.55,44.86,43.08,44.84,+37.34%,+4.40%,1.84,4.28,"654,000",29.33,N/A
개인 서비스,54201030,DRVN,Driven Brands Holdings Inc,nasdaq,2026-07-07,15.13,15.37,14.72,15.29,+19.36%,+8.36%,0.47,3.17,"748,500",11.44,N/A
경영 지원 서비스,52203040,PAYS,Paysign Inc,nasdaq,2026-07-01,8.56,8.78,8.42,8.78,+53.23%,+2.57%,0.27,3.17,"350,200",3.07,N/A
고용 서비스,52203030,KELYA,Kelly Services Inc Class A,nasdaq,2026-07-07,13.51,13.63,13.48,13.55,+48.93%,+3.59%,0.11,0.82,"68,876",0.93,N/A
광고 및 마케팅,53302010,FORR,Forrester Research Inc,nasdaq,2026-07-09,9.69,9.86,9.69,9.85,+72.29%,+4.29%,0.16,1.7,"25,751",0.25,N/A
광고 및 마케팅,53302010,MGNI,Magnite Inc,nasdaq,2026-07-06,20.84,21.32,20.01,21.22,+75.52%,+4.64%,0.91,4.48,"4,400,500",93.38,N/A
광고 및 마케팅,53302010,NEXN,Nexxen International Ltd,nasdaq,2026-07-02,9.55,9.70,9.27,9.62,+36.07%,+0.84%,0.60,6.65,"614,000",5.91,N/A
광고 및 마케팅,53302010,SGRP,SPAR Group Inc,nasdaq,2026-06-11,0.84,0.89,0.79,0.86,+65.38%,+2.38%,0.04,4.88,"113,300",0.10,N/A
