섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
"가전제품, 도구 및 가정 용품",53204030,600690,Haier Smart Home Co Ltd Class A,sse,2026-07-21,21.85,21.92,21.54,21.92,+6.00%,+7.82%,0.07,0.32,"49,076,302","1,075",N/A
민자 발전 사업,59101020,600025,Huaneng Lancang River Hydropower Inc Class A,sse,2026-07-21,10.19,10.23,9.98,10.22,+7.48%,+4.18%,0.03,0.29,"42,432,696",433,N/A
민자 발전 사업,59101020,600886,SDIC Power Holdings Co Ltd Class A,sse,2026-07-21,15.03,15.40,14.87,15.30,+13.25%,+7.52%,0.27,1.8,"65,934,572","1,008",N/A
반도체,57101010,603893,Rockchip Electronics Co Ltd Class A,sse,2026-07-16,222.24,228.86,203.70,228.86,+28.34%,+5.51%,20.81,10.0,"37,317,239","8,540",N/A
반도체,57101010,688702,Suzhou Centec Communications Co Ltd Class A,sse,2026-07-09,422,458.88,392.87,430.15,+91.36%,+14.22%,35.11,8.89,"18,719,824","8,052",N/A
상품 화학,51101010,688758,Suzhou Sepax Technologies Co Ltd Class A,sse,2026-07-21,25.41,27.28,24.74,25.97,+21.41%,+12.62%,0.56,2.2,"15,983,893",415,N/A
생명 공학 및 의학 연구,56202010,688235,BeOne Medicines AG Class A,sse,2026-07-06,277,284.66,270.16,277.29,+14.97%,+3.08%,1.79,0.65,"5,929,100","1,644",N/A
생명 및 건강 보험,55301030,601628,China Life Insurance Co Ltd Class A,sse,2026-07-20,40.60,41.38,39.44,41,+10.57%,+5.89%,0.83,2.07,"43,868,955","1,798",N/A
손해보험,55301020,601319,People's Insurance Company Group of China Ltd Class A,sse,2026-07-20,7.54,7.64,7.31,7.55,+3.14%,+5.45%,0.14,1.89,"114,115,260",861,N/A
식품 가공,54102020,600887,Inner Mongolia Yili Industrial Group Co Ltd Class A,sse,2026-05-11,27.11,27.38,26.80,27.38,+12.06%,+8.31%,0.31,1.15,"71,216,454","1,949",N/A
전력 유틸리티,59101010,600236,Guangxi Guiguan Electric Power Co Ltd Class A,sse,2026-06-01,11.84,12.38,10.78,12.24,+20.62%,+23.26%,0.99,8.8,"78,875,416",965,N/A
전력 유틸리티,59101010,600674,Sichuan Chuantou Energy Co Ltd Class A,sse,2026-07-20,16.18,16.30,15.88,16.29,+8.60%,+6.47%,0.14,0.87,"51,075,558",832,N/A
전력 유틸리티,59101010,600900,China Yangtze Power Co Ltd Class A,sse,2026-07-20,28.98,29.09,28.34,29.09,+8.30%,+1.89%,0.36,1.25,"168,282,572","4,895",N/A
제약,56201040,600267,Zhejiang Hisun Pharmaceutical Co Ltd Class A,sse,2026-07-20,12.45,12.77,11.94,12.48,+12.08%,+7.68%,0.30,2.46,"85,641,379","1,068",N/A
제약,56201040,600566,Hubei Jumpcan Pharmaceutical Co Ltd Class A,sse,2026-07-21,27.19,27.65,26.67,27.47,+18.20%,+8.79%,0.28,1.03,"9,996,544",274,N/A
제약,56201040,600664,Harbin Pharmaceutical Group Co Ltd Class A,sse,2026-07-21,5.84,6.35,5.80,5.98,+52.16%,+46.57%,0.14,2.4,"638,655,189","3,819",N/A
제약,56201040,688293,Shanghai OPM Biosciences Co Ltd Class A,sse,2026-07-21,56.22,60.66,55.28,59.44,+12.15%,+16.55%,3.22,5.73,"6,862,819",407,N/A
컴퓨터 하드웨어,57106010,603296,Huaqin Co Ltd Class A,sse,2026-06-02,87.59,87.67,81.50,87.67,+18.69%,+12.70%,7.97,10.0,"28,140,013","2,467",N/A
특수 채굴 및 금속,51201050,601168,Western Mining Co Ltd Class A,sse,2026-07-21,33.87,37.26,34.65,36.50,+24.23%,+10.04%,2.63,7.76,"135,095,726","4,930",N/A
특수 화학제,51101030,603823,Lily Group Co Ltd Class A,sse,2026-07-21,81.93,85.02,76.58,81.93,+393.56%,+23.24%,0,0.0,"24,207,369","1,983",N/A
항만 운영 및 서비스,52407020,600018,Shanghai International Port Group Co Ltd Class A,sse,2026-07-15,5.24,5.26,5.17,5.25,+7.14%,+1.16%,0.03,0.57,"65,911,980",346,N/A
해양 화물 및 물류,52405020,601919,COSCO Shipping Holdings Co Ltd Class A,sse,2026-07-20,14.93,15.15,14.79,15.14,+8.15%,+5.07%,0.27,1.82,"117,505,832","1,779",N/A
