섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,002232,Qiming Information Technology Co Ltd Class A,szse,2026-08-05,14.96,15.28,14.38,15.28,+2.76%,+5.16%,1.39,10.01,"7,857,988",120,N/A
IT 서비스 및 컨설팅,57201010,002912,Shenzhen Sinovatio Technology Co Ltd Class A,szse,2026-09-11,23.51,25.86,25.86,25.86,+33.37%,+30.34%,2.35,10.0,"1,719,608",44,N/A
IT 서비스 및 컨설팅,57201010,002373,China TransInfo Technology Co Ltd Class A,szse,2026-09-08,418,457,426,447,+9.56%,+7.97%,45,11.19,"150,700",67,N/A
IT 서비스 및 컨설팅,57201010,300245,Shanghai DragonNet Technology Co Ltd Class A,szse,2026-09-01,6.26,6.64,6.10,6.64,+12.54%,+9.39%,0.50,8.14,"20,999,639",139,N/A
개인 생활 필수 용품,54201020,003006,Chongqing Baiya Sanitary Products Co Ltd Class A,szse,2026-09-11,18.20,19.20,17.92,19.20,+27.24%,+24.84%,1,5.49,"39,532,977",759,N/A
건설 및 엔지니어링,52201020,003013,Guangzhou Metro Design & Research Institute Co Ltd Class A,szse,2026-08-18,19.57,19.59,18.43,19.59,+24.34%,+19.02%,0.70,3.71,"15,674,822",307,N/A
경영 지원 서비스,52203040,300688,Dark Horse Technology Group Co Ltd Class A,szse,2026-08-04,32.26,33.12,31.21,32.60,+8.38%,+9.47%,0.45,1.4,"10,685,401",348,N/A
기타 교육 서비스 제공,63101010,002659,Beijing Kaiwen Education Technology Co Ltd Class A,szse,2026-09-01,"3,410","3,425","3,355","3,425",+8.21%,+3.16%,90,2.7,"197,000",674,N/A
농화학제,51101020,002734,Limin Group Co Ltd Class A,szse,2026-08-24,"1,236","1,252","1,228","1,242",+22.73%,+3.16%,11,0.89,"101,700",126,N/A
다각적 산업용 제품 도매,52202010,000626,Grand Industrial Holding Co Ltd Class A,szse,2026-09-10,2.20,2.22,2.21,2.21,+72.70%,+42.90%,0.01,0.45,"6,462,000",14,N/A
다각적 화학 산업,51101090,002004,Huapont Life Sciences Co Ltd Class A,szse,2026-09-11,"3,925","3,980","3,910","3,945",+19.00%,+3.14%,20,0.51,"50,700",200,N/A
민자 발전 사업,59101020,002479,Zhejiang Fuchunjiang Environmental Thermoelectric Co Ltd Class A,szse,2026-09-08,267,268,258,268,+21.82%,+1.13%,8,3.08,"65,500",17,N/A
