섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
1차 비철금속 제조업,"알루미늄판 제조,도매",018470,조일알미늄,kospi,2026-09-16,"5,020","5,120","4,975","5,080",+400.49%,+422.10%,60,1.2,"79,454",403,"1,286"
1차 철강 제조업,"스텐레스냉연강판,특수강 제조",004560,현대비앤지스틸,kospi,2026-09-14,"12,650","12,900","12,480","12,800",+14.08%,+6.67%,300,2.4,"81,021","1,037","1,930"
1차 철강 제조업,"특수강,철도용품,자동차부품 제조,수출입",001430,세아베스틸지주,kospi,2026-08-14,"45,000","45,900","43,700","45,450",+30.23%,+7.70%,"2,200",5.09,"278,780","12,670","16,299"
그외 기타 개인 서비스업,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)",021240,코웨이,kospi,2026-09-16,"107,400","109,200","105,700","107,500",+25.00%,+11.75%,100,0.09,"177,567","19,088","76,074"
기초 화학물질 제조업,"계면활성제,정밀화학품 제조,도매/부동산 임대",023450,동남합성,kospi,2026-09-08,"31,800","32,000","31,300","31,950",+10.75%,+0.63%,150,0.47,970,30,"1,118"
기타 금융업,의약품 수출입업,096760,JW홀딩스,kospi,2026-09-15,"4,280","4,500","4,310","4,330",+19.28%,+2.97%,50,1.17,"96,606",418,"3,200"
기타 금융업,지주회사,084695,대상홀딩스우,kospi,2026-09-14,"12,980","13,090","12,660","13,080",+8.10%,+5.57%,180,1.4,"2,313",30,119
기타 전문 도매업,"마닐라판지 제조,도소매",002870,신풍,kospi,2026-09-16,"1,160","1,180","1,130","1,168",+36.29%,+6.96%,8,0.69,"124,960",145,408
기타 화학제품 제조업,"건축용페인트,공업용페인트,분체도료 등 제조",000390,SP삼화,kospi,2026-09-16,"6,890","7,010","6,730","6,930",+15.50%,+4.84%,40,0.58,"84,371",584,"1,885"
보험업,손해보험,000545,흥국화재우,kospi,2026-09-15,"5,880","5,940","5,720","5,940",+14.23%,+4.03%,220,3.85,176,1,45
