섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
1차 철강 제조업,"강관 제조,도매",071090,하이스틸,kospi,2026-09-10,"3,340","3,785","3,225","3,530",+17.67%,+10.49%,260,7.95,"6,382,775","22,531",712
1차 철강 제조업,"특수강,철도용품,자동차부품 제조,수출입",001430,세아베스틸지주,kospi,2026-09-17,"45,450","46,150","43,300","45,600",+41.40%,+5.43%,"1,800",4.11,"139,300","6,352","16,353"
금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",016610,DB증권,kospi,2026-09-21,"10,310","10,460","10,250","10,330",+16.46%,+0.78%,20,0.19,"23,314",240,"4,384"
기계장비 및 관련 물품 도매업,"반도체직접회로 도매,무역,제조",077500,유니퀘스트,kospi,2026-09-18,"8,310","8,880","8,320","8,540",+45.98%,+16.51%,240,2.89,"494,624","4,224","1,844"
기초 화학물질 제조업,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매",025000,KPX케미칼,kospi,2026-09-14,"56,400","56,900","56,000","56,500",+18.45%,+2.91%,500,0.89,"4,187",236,"2,342"
기초 화학물질 제조업,"합성수지(PS/EPS,ABS수지) 제조",002360,SH에너지화학,kospi,2026-07-23,"2,100","2,250","1,801","2,120",+31.11%,+39.93%,270,14.59,"292,486",620,235
기타 금융업,"화섬사(폴리에스테르원사(폴리에스터F,폴리에스터SF),폴리에스터직물,아세테이트),석유화학부문(TPA,DMT),섬유원료,직물,BOTTLE용CHIP,접착제,폴리우레탄 제조,",006120,SK디스커버리,kospi,2026-09-14,"57,500","57,600","55,200","57,500",+12.52%,+1.05%,800,1.41,"21,495","1,235","10,012"
봉제의복 제조업,"여성용 내의류(화운데이션,란제리,블래지어),환자,노령자용 파자마,남성용 내의류 제조",005800,신영와코루,kospi,2026-07-31,"13,580","13,600","13,510","13,580",+15.18%,+0.82%,40,0.3,"9,579",130,"1,222"
부동산 임대 및 공급업,부동산투자,330590,롯데리츠,kospi,2026-09-21,"4,010","4,065","3,900","4,060",+15.01%,+2.78%,50,1.25,"170,270",691,"11,732"
부동산 임대 및 공급업,비거주 부동산 임대 서비스업,293940,신한알파리츠,kospi,2026-09-18,"5,550","5,580","5,460","5,550",+7.35%,+3.74%,70,1.28,"119,051",660,"6,712"
석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",010955,S-Oil우,kospi,2026-09-09,"77,300","81,000","74,600","79,100",+50.95%,+13.49%,"3,400",4.49,"21,873","1,730","3,181"
연료 소매업,"극장(영화상영)/극영화,만화영화 제조/음식료품,일용잡화 소매/부동산 임대",002420,우양피앤엘,kospi,2026-08-10,"6,120","6,430","6,020","6,290",+21.90%,+16.48%,180,2.95,"25,408",159,"1,960"
의약품 제조업,"수액제,이상지질혈증치료제,혈우병치료제,소화기궤양치료제,항생제,도매",001067,JW중외제약2우B,kospi,2026-09-07,"50,200","50,400","50,400","50,400",+16.94%,+4.24%,300,0.6,1,0,105
의약품 제조업,의약품 제조,002630,오리엔트바이오,kospi,2026-08-05,"1,070","1,936","1,821","1,855",+122.42%,+103.18%,942,103.18,"184,192",341,549
일반 목적용 기계 제조업,"공냉식 열교환장치,폐열회수장치 제조",100840,SNT에너지,kospi,2026-09-16,"38,200","40,550","36,500","38,500",+45.83%,+5.19%,"1,750",4.76,"589,505","22,695","7,962"
자동차 신품 부품 제조업,"자동차부품(CRASH PAD,TRIM PANEL) 제조,판매",024900,디와이덕양,kospi,2026-09-21,"2,015","2,155","1,983","2,110",+19.95%,+25.67%,95,4.71,"306,133",645,687
자동차 신품 부품 제조업,"자동차용 강력볼트,너트,전기전자제품용 나사,자전거부품,전해동박,도금도장설비 제조",004100,태양금속,kospi,2026-09-17,"2,990","3,075","2,895","3,050",+25.00%,+6.83%,130,4.45,"658,597","2,008","1,119"
자동차 신품 부품 제조업,"자동차용 강력볼트,너트,전기전자제품용 나사,자전거부품,전해동박,도금도장설비 제조",004105,태양금속우,kospi,2026-09-14,"3,555","3,750","3,455","3,680",+15.72%,+8.08%,195,5.6,"78,058",287,121
전자부품 제조업,"모바일 PBA, 지문인식 모듈, 전장 LED 모듈 등",192650,드림텍,kospi,2026-09-21,"8,200","8,690","8,100","8,530",+103.10%,+25.63%,330,4.02,"2,413,660","20,588","5,620"
절연선 및 케이블 제조업,"선박용케이블, 해양용케이블, 전력용케이블, 광케이블 등",217590,티엠씨,kospi,2026-09-18,"14,550","14,970","14,200","14,610",+22.98%,+12.73%,180,1.25,"1,097,073","16,028","3,520"
종합 소매업,백화점,452260,한화갤러리아,kospi,2026-09-21,"2,720","2,750","2,680","2,720",+34.32%,+10.79%,0,0.0,"1,071,061","2,913","5,272"
통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",066570,LG전자,kospi,2026-08-31,"216,500","221,000","209,000","216,500",+10.52%,+7.18%,"14,000",6.91,"1,625,088","351,831","352,645"
특수 목적용 기계 제조업,"주강,주물 제조,도매",025890,한국주강,kospi,2026-08-12,"2,695","2,700","2,630","2,700",+25.58%,+3.45%,20,0.75,"75,481",203,300
"펄프, 종이 및 판지 제조업","표백화학펄프(B.K.P) 제조,목재가공,조림사업",009580,무림P&P,kospi,2026-08-11,"1,744","2,120","1,630","1,815",+23.30%,+8.68%,184,11.28,"11,874,644","21,552","1,131"
항공 여객 운송업,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",003490,대한항공,kospi,2026-09-07,"30,350","31,400","29,150","31,400",+11.94%,+6.98%,"2,550",8.84,"7,326,416","230,049","115,621"
항공 여객 운송업,"항공운송(여객운송,화물운송)/항공기 제조,정비수리",020560,아시아나항공,kospi,2026-09-07,"8,110","8,380","7,750","8,370",+11.45%,+6.22%,670,8.7,"607,129","5,081","17,241"
1차 비철금속 제조업,알미늄괴,009620,삼보산업,kosdaq,2026-09-21,"4,790","5,190","4,780","5,030",+724.59%,+478.16%,240,5.01,"26,174",131,175
1차 철강 제조업,관이음쇠,013030,하이록코리아,kosdaq,2026-09-21,"36,900","38,000","36,400","37,800",+27.49%,+12.33%,900,2.44,"35,414","1,338","4,448"
1차 철강 제조업,"철강무역,강판제품제조",005160,동국산업,kosdaq,2026-09-17,"3,670","3,980","3,165","3,680",+70.77%,+19.67%,440,13.58,"12,346,663","45,435","1,996"
광고업,광고대행,362990,드림인사이트,kosdaq,2026-09-18,"1,303","1,339","1,295","1,327",+37.80%,+7.62%,27,2.08,"30,135",39,222
"그외 기타 전문, 과학 및 기술 서비스업","G-NIPT, 아이캔서치, 암패널, 희귀패널 등",340450,지씨지놈,kosdaq,2026-09-17,"7,000","7,480","6,710","7,290",+65.12%,+20.30%,520,7.68,"808,005","5,890","1,724"
"그외 기타 전문, 과학 및 기술 서비스업",금융 지원 서비스,359090,씨엔알리서치,kosdaq,2026-09-21,"2,305","2,320","2,220","2,315",+320.91%,+11.84%,10,0.43,"17,722",41,266
그외 기타 제품 제조업,"휴대폰액세서리의 제조, 판매",073570,리튬포어스,kosdaq,2026-09-21,"2,060","2,155","1,950","2,095",+32.93%,+12.33%,35,1.7,"34,009",71,252
금융 지원 서비스업,기업인수합병,0091W0,신영스팩11호,kosdaq,2026-09-18,"2,030","2,050","2,015","2,030",+1.00%,+0.25%,0,0.0,"2,266",4,123
