섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,603322,Super Telecom Co Ltd Class A,sse,2026-09-14,32.23,33.25,32.07,32.92,+12.93%,+8.90%,1.02,3.2,"6,365,216",209,N/A
IT 서비스 및 컨설팅,57201010,688292,Beijing Haohan Data Technology Co Ltd Class A,sse,2026-09-17,19.18,23.02,19.35,23.02,+16.85%,+26.97%,3.84,20.02,"10,785,798",248,N/A
가정용 가구,53204040,603008,Sleemon Healthy Sleep Technology Co Ltd Class A,sse,2026-09-08,9.23,9.55,8.92,9.45,+11.97%,+7.02%,0.50,5.59,"10,421,575",98,N/A
가정용 가구,53204040,603818,QuMei Home Furnishings Group Co Ltd Class A,sse,2026-08-27,3.96,4.15,3.84,4.10,+38.05%,+17.14%,0.27,7.05,"41,166,900",168,N/A
가정용 제품,54201010,603615,Chahua Modern Housewares Co Ltd Class A,sse,2026-09-16,19.63,20.05,18.58,20,+19.62%,+5.99%,1.32,7.07,"10,733,226",214,N/A
건설 및 엔지니어링,52201020,600606,Greenland Holdings Corp Ltd Class A,sse,2026-08-12,1.35,1.45,1.31,1.45,+13.28%,+13.28%,0.13,9.85,"358,520,784",519,N/A
무알콜 음료,54101030,605198,Yantai North Andre Juice Co Ltd Class A,sse,2026-09-14,82.85,86,81,85.88,+23.27%,+8.92%,6.03,7.55,"5,409,300",464,N/A
반도체,57101010,688002,Raytron Technology Co Ltd Class A,sse,2026-09-16,185.59,188.36,182.77,186.80,+30.72%,+5.54%,2.30,1.25,"7,914,044","1,478",N/A
반도체,57101010,688432,GRINM Semiconductor Materials Co Ltd Class A,sse,2026-07-10,56.60,57.95,53.40,56.82,+136.45%,+25.65%,1.82,3.31,"82,446,035","4,684",N/A
"부동산 임대, 개발 및 운영",60101010,600648,Shanghai Waigaoqiao Free Trade Zone Group Co Ltd Class A,sse,2026-09-17,9.40,9.47,9.32,9.44,+14.42%,+2.05%,0.04,0.43,"2,158,890",20,N/A
"부동산 임대, 개발 및 운영",60101010,600790,Zhejiang China Light & Textile Industrial City Group Co Ltd Class A,sse,2026-09-09,3.49,3.70,3.40,3.63,+1.68%,+7.72%,0.20,5.83,"49,941,064",181,N/A
산업용 기계 및 장비,52102010,603270,Shandong Golden Empire Precision Machinery Technology Co Ltd Class A,sse,2026-09-17,36.48,37.70,36.01,36.83,+23.80%,+19.31%,0.35,0.96,"9,838,717",362,N/A
상품 화학,51101010,688267,China Catalyst Holding Co Ltd Class A,sse,2026-09-17,21.02,22.15,21.01,21.70,-1.83%,+8.90%,0.68,3.26,"5,749,814",124,N/A
상품 화학,51101010,688690,Suzhou Nanomicro Technology Co Ltd Class A,sse,2026-06-29,45.95,47.87,45.28,47.20,+3.94%,+14.81%,2.32,5.17,"16,549,229",781,N/A
상품 화학,51101010,688758,Suzhou Sepax Technologies Co Ltd Class A,sse,2026-09-17,31.18,33.33,31.16,32.80,+66.84%,+22.34%,1.62,5.2,"18,677,668",612,N/A
생명 공학 및 의학 연구,56202010,688222,HitGen Inc Class A,sse,2026-08-13,39.86,41.64,38.30,39.97,+29.86%,+31.09%,2.29,6.08,"37,562,150","1,501",N/A
소비자 출판,53302040,601811,Xinhua Winshare Publishing and Media Co Ltd Class A,sse,2026-08-03,12.66,13.90,12.37,13.90,+23.01%,+18.91%,1.26,9.97,"29,082,829",404,N/A
소비자 출판,53302040,603230,Inner Mongolia Xinhua Distribution Group Co Ltd Class A,sse,2026-09-17,12.25,13.48,12.34,13.48,+50.45%,+34.13%,1.23,10.04,"65,283,270",880,N/A
소프트웨어,57201020,600880,Chengdu B-ray Media Co Ltd Class A,sse,2026-09-16,4.99,5.13,4.85,5.08,+30.59%,+6.28%,0.16,3.25,"102,449,596",520,N/A
소프트웨어,57201020,603138,Beijing Vastdata Technology Co Ltd Class A,sse,2026-09-04,15.33,15.57,14.38,15.57,+1.70%,+5.85%,1.42,10.04,"24,752,705",385,N/A
엔터테인먼트 제작,53302030,600640,New Guomai Digital Culture Co Ltd Class A,sse,2026-09-01,11.47,12.06,10.93,12.06,+16.86%,+11.15%,1.10,10.04,"23,877,696",287,N/A
여가 및 오락시설,53301040,600593,Dalian Sunasia Tourism Holding Co Ltd Class A,sse,2026-09-17,43.31,46.23,42.69,44.15,+17.80%,+14.20%,0.84,1.94,"17,640,786",778,N/A
여가 및 오락시설,53301040,601595,Shanghai Film Co Ltd Class A,sse,2026-09-11,23.53,25.50,22.88,24.51,+44.69%,+4.16%,1.28,5.51,"19,493,702",477,N/A
"오일, 가스 정제 및 마케팅",50102030,603353,Hunan Heshun Petroleum Co Ltd Class A,sse,2026-09-17,44.14,48.55,43.50,48.55,+31.32%,+23.69%,4.41,9.99,"12,271,872",595,N/A
온라인 서비스,57201030,600228,Fanli Digital Technology Co Ltd Class A,sse,2026-09-17,11.26,11.74,11.18,11.58,+29.82%,+21.77%,0.32,2.84,"31,343,400",362,N/A
온라인 서비스,57201030,603613,Beijing United Information Technology Co.  Ltd. Class A,sse,2026-09-04,20.68,21.60,20.80,21.27,+6.88%,+10.04%,0.60,2.9,"20,689,346",440,N/A
온라인 서비스,57201030,603888,Xinhuanet Co Ltd Class A,sse,2026-09-17,18.10,18.87,17.92,18.47,+0.93%,+9.88%,0.37,2.04,"46,465,453",858,N/A
의류 및 액세서리,53202020,600400,Jiangsu Hongdou Industrial Co.  Ltd. Class A,sse,2026-07-01,3.46,3.56,3.21,3.46,+10.19%,+10.19%,0.13,3.9,"153,214,716",530,N/A
임업 및 목재 제품,51301010,601996,Guangxi Fenglin Wood Industry Group Co Ltd Class A,sse,2026-09-08,2.94,3.01,2.85,3,+31.00%,+4.53%,0.13,4.53,"36,677,615",110,N/A
"자동차, 트럭 및 오토바이 부품",53101020,600609,Jinbei Automotive Co Ltd Class A,sse,2026-09-17,3.58,3.81,3.57,3.59,+12.19%,+8.79%,0.01,0.28,"113,523,332",407,N/A
"자동차, 트럭 및 오토바이 부품",53101020,605005,CWB Automotive Electronics Co Ltd Class A,sse,2026-09-17,16.29,16.55,16.22,16.36,+1.24%,+2.70%,0.07,0.43,"1,423,300",23,N/A
재생 가능 에너지 장비 및 서비스,50201010,688660,Shanghai Electric Wind Power Group Co Ltd Class A,sse,2026-09-17,9.31,9.63,9.13,9.40,+5.50%,+2.51%,0.09,0.97,"39,983,504",375,N/A
전기 부품 및 장비,52102030,600261,Zhejiang Yankon Group Co Ltd Class A,sse,2026-09-01,3.28,3.51,3.18,3.51,+11.43%,+9.69%,0.32,10.03,"89,068,535",312,N/A
전자 장비 및 부품,57104010,688678,Freewon China Co Ltd Class A,sse,2026-06-30,24.17,24.94,22.86,24.68,+7.77%,+20.92%,1.52,6.56,"35,117,052",866,N/A
제약,56201040,605507,Guobang Pharma Ltd Class A,sse,2026-09-16,17.76,18.40,17.38,18.17,+20.73%,+15.81%,0.87,5.03,"18,048,940",327,N/A
제화,53202030,603116,Zhejiang Red Dragonfly Footwear Co Ltd Class A,sse,2026-08-25,6.57,6.65,6.17,6.60,+3.12%,+8.02%,0.41,6.62,"9,636,965",63,N/A
조선,52102050,603268,Guangdong Songfa Ceramics Co Ltd Class A,sse,2026-09-10,199.59,212,191.01,208,+41.86%,+5.32%,14.50,7.49,"12,243,399","2,546",N/A
증류주 및 포도주,54101020,600059,Zhejiang Guyuelongshan Shaoxing Wine Co Ltd Class A,sse,2026-09-17,9.85,10.84,9.65,10.70,+41.72%,+23.84%,0.85,8.63,"109,915,034","1,176",N/A
증류주 및 포도주,54101020,600616,Shanghai Jinfeng Wine Co Ltd Class A,sse,2026-09-16,4.88,5.11,4.64,4.90,+22.81%,+9.38%,0.23,4.93,"57,209,346",280,N/A
증류주 및 포도주,54101020,601579,Kuaijishan Shaoxing Rice Wine Co Ltd Class A,sse,2026-09-17,29.85,32.84,30.11,32.84,+121.89%,+39.15%,2.99,10.02,"22,827,277",749,N/A
