섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,688023,DBAPPSecurity Co Ltd Class A,sse,2026-09-21,46.79,49.80,47.19,48.89,+43.37%,+8.91%,2.10,4.49,"6,268,102",306,N/A
"가전제품, 도구 및 가정 용품",53204030,603355,Kingclean Electric Co.  Ltd. Class A,sse,2026-09-16,30.95,32.78,30.30,32.44,+17.54%,+8.64%,1.65,5.36,"8,088,322",262,N/A
가정용 가구,53204040,603008,Sleemon Healthy Sleep Technology Co Ltd Class A,sse,2026-09-21,10.11,10.45,9.96,10.19,+25.18%,+18.08%,0.08,0.79,"10,269,542",104,N/A
경영 지원 서비스,52203040,603373,Anbang Save-Guard Group Co Ltd Class A,sse,2026-09-21,43.30,44.16,43.01,43.60,+16.67%,+10.10%,0.30,0.69,"2,661,958",116,N/A
광고 및 마케팅,53302010,605168,Three's Company Future Technology Group Co Ltd Class A,sse,2026-09-08,55.15,56.99,53.24,56.18,+6.14%,+10.35%,3.14,5.92,"9,899,377",556,N/A
무선 통신 서비스,57401020,603236,Quectel Wireless Solutions Co Ltd Class A,sse,2026-09-21,73.72,77.20,73.83,76.15,+63.48%,+13.91%,2.43,3.3,"18,451,431","1,405",N/A
무알콜 음료,54101030,600189,JILIN QUANYANGQUAN Co Ltd Class A,sse,2026-09-21,8.27,8.34,8.02,8.30,+11.86%,+8.78%,0.03,0.36,"15,741,300",130,N/A
반도체,57101010,600601,Founder Technology Group Co Ltd Class A,sse,2026-09-21,15.25,15.80,15.21,15.36,+18.15%,+5.64%,0.11,0.72,"200,320,209","3,076",N/A
반도체,57101010,603068,Beken Corp Class A,sse,2026-09-21,43.79,48.17,45.13,48.17,+28.25%,+36.38%,4.38,10.0,"29,083,082","1,400",N/A
반도체,57101010,688002,Raytron Technology Co Ltd Class A,sse,2026-09-18,186.80,192.78,185.50,186.80,+30.37%,+4.65%,0.07,0.04,"8,456,242","1,579",N/A
방송,53302020,600637,Oriental Pearl Group Co Ltd Class A,sse,2026-09-21,8.84,9.08,8.89,9.04,+8.78%,+9.05%,0.20,2.26,"64,991,251",587,N/A
백화점,53402010,601086,Gansu Guofang Industry & Trade Group Co Ltd Class A,sse,2026-09-14,17.99,18.95,17.16,18.16,+175.15%,+12.17%,0.49,2.77,"112,989,519","2,051",N/A
"부동산 임대, 개발 및 운영",60101010,600048,Poly Developments and Holdings Group Co Ltd Class A,sse,2026-09-21,5.68,5.74,5.57,5.68,+20.47%,+13.15%,0,0.0,"299,415,822","1,700",N/A
"부동산 임대, 개발 및 운영",60101010,600325,Zhuhai Huafa Properties Co Ltd Class A,sse,2026-09-21,2.73,2.89,2.74,2.82,+22.08%,+18.99%,0.09,3.3,"207,143,638",584,N/A
"부동산 임대, 개발 및 운영",60101010,600383,Gemdale Corp Class A,sse,2026-09-21,2.47,2.54,2.41,2.50,+17.37%,+16.28%,0.03,1.21,"306,037,204",765,N/A
"부동산 임대, 개발 및 운영",60101010,600503,Deluxe Family Co Ltd Class A,sse,2026-09-21,2.43,2.67,2.33,2.67,+35.53%,+27.75%,0.24,9.88,"196,076,174",523,N/A
"부동산 임대, 개발 및 운영",60101010,601155,Seazen Holdings Co Ltd Class A,sse,2026-09-21,12.70,13,12.44,12.92,+23.99%,+14.54%,0.22,1.73,"30,035,533",388,N/A
산업용 기계 및 장비,52102010,688112,Siglent Technologies Co Ltd Class A,sse,2026-09-21,91.79,106.98,97.20,105.01,+50.23%,+55.25%,13.22,14.4,"13,382,822","1,405",N/A
