섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
1차 비철금속 제조업,"알루미늄판 제조,도매",018470,조일알미늄,kospi,2026-09-18,"5,130","5,160","5,060","5,130",+407.92%,+2.19%,10,0.2,"46,517",238,"1,299"
기계장비 및 관련 물품 도매업,"반도체직접회로 도매,무역,제조",077500,유니퀘스트,kospi,2026-09-22,"8,540","9,200","8,560","9,180",+48.06%,+24.90%,640,7.49,"767,012","7,041","1,982"
기초 화학물질 제조업,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매",025000,KPX케미칼,kospi,2026-09-22,"56,500","57,000","56,400","57,000",+18.38%,+3.07%,500,0.88,"2,753",156,"2,363"
기초 화학물질 제조업,"합성수지(PS/EPS,ABS수지) 제조",002360,SH에너지화학,kospi,2026-09-22,"2,120","2,750","1,950","2,615",+54.37%,+72.27%,495,23.35,"1,362,227","3,562",290
기타 금융업,,229640,LS에코에너지,kospi,2026-07-01,"60,700","67,800","59,600","64,000",+21.67%,+13.07%,"4,500",7.56,"610,028","39,041","19,599"
기타 금융업,지주회사,084695,대상홀딩스우,kospi,2026-09-18,"13,100","13,150","12,900","13,150",+9.67%,+1.94%,100,0.77,"4,436",58,120
기타 금융업,"화섬사(폴리에스테르원사(폴리에스터F,폴리에스터SF),폴리에스터직물,아세테이트),석유화학부문(TPA,DMT),섬유원료,직물,BOTTLE용CHIP,접착제,폴리우레탄 제조,",006120,SK디스커버리,kospi,2026-09-14,"57,500","60,400","57,200","60,300",+17.54%,+8.65%,"2,800",4.87,"48,497","2,924","10,500"
기타 화학제품 제조업,"화장품(OEM,ODM)",003350,한국화장품제조,kospi,2026-09-18,"15,770","16,100","14,610","15,900",+94.85%,+6.35%,840,5.58,"1,185,150","18,843","3,602"
봉제의복 제조업,"여성용 내의류(화운데이션,란제리,블래지어),환자,노령자용 파자마,남성용 내의류 제조",005800,신영와코루,kospi,2026-07-31,"13,580","13,610","13,530","13,580",+13.07%,+0.59%,0,0.0,"25,654",348,"1,222"
부동산 임대 및 공급업,부동산투자,330590,롯데리츠,kospi,2026-09-22,"4,060","4,120","4,030","4,120",+14.29%,+4.17%,60,1.48,"178,870",736,"11,905"
부동산 임대 및 공급업,비거주 부동산 임대 서비스업,293940,신한알파리츠,kospi,2026-09-18,"5,550","5,590","5,540","5,590",+6.88%,+3.14%,40,0.72,"95,753",535,"6,760"
상품 종합 도매업,B2B 전자상거래,122900,아이마켓코리아,kospi,2026-09-18,"8,360","8,420","8,310","8,390",+16.69%,+2.82%,50,0.6,"94,394",791,"2,804"
석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",010955,S-Oil우,kospi,2026-09-22,"79,100","84,500","77,200","83,800",+51.54%,+16.71%,"4,700",5.94,"74,876","6,274","3,370"
자동차 부품 및 내장품 판매업,지주회사및경영자문,025530,SJM홀딩스,kospi,2026-09-04,"3,655","3,660","3,600","3,655",+5.18%,+1.53%,40,1.11,"3,364",12,545
자동차 신품 부품 제조업,"자동차부품(CRASH PAD,TRIM PANEL) 제조,판매",024900,디와이덕양,kospi,2026-09-22,"2,110","2,275","2,125","2,200",+21.35%,+10.55%,90,4.27,"456,941","1,005",716
자동차 신품 부품 제조업,"자동차용 강력볼트,너트,전기전자제품용 나사,자전거부품,전해동박,도금도장설비 제조",004100,태양금속,kospi,2026-09-22,"3,050","3,140","3,025","3,075",+23.25%,+6.03%,25,0.82,"517,433","1,591","1,128"
