섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
"곡물가공품, 전분 및 전분제품 제조업","제분, 배합사료 제조",008040,사조동아원,kospi,2026-06-15,940,"8,460","6,890","7,770",+769.13%,+1088.07%,"7,116",1088.07,"581,249","4,516","1,096"
"골판지, 종이 상자 및 종이용기 제조업","골판지상자,골판지원지 제조,판매",002200,한국수출포장,kospi,2026-09-01,"2,710","2,745","2,680","2,710",+2.26%,+3.44%,0,0.0,"42,210",114,907
금융 지원 서비스업,증권업,003465,유화증권우,kospi,2026-06-16,"3,200","3,240","3,035","3,240",+15.71%,+5.02%,195,6.4,708,2,566
기타 금융업,금융지주 회사,175330,JB금융지주,kospi,2026-08-13,"29,350","31,100","28,850","30,550",+23.19%,+9.89%,"1,300",4.44,"674,966","20,620","56,982"
기타 금융업,도료첨가제,107590,미원홀딩스,kospi,2026-09-01,"63,900","64,400","63,600","64,400",+12.98%,+4.72%,500,0.78,389,25,"1,494"
기타 금융업,"지주사업, 경영자문 및 컨설팅",180640,한진칼,kospi,2026-07-08,"136,100","141,800","126,100","139,100",+32.86%,+8.00%,"9,300",7.16,"122,145","16,990","92,866"
기타 금융업,"지주사업, 경영자문 및 컨설팅",18064K,한진칼우,kospi,2026-06-16,"30,350","31,000","29,650","30,650",+10.45%,+3.90%,900,3.03,"3,965",121,164
기타 금융업,투자사업,138040,메리츠금융지주,kospi,2026-08-07,"126,300","134,900","124,200","129,800",+26.26%,+10.00%,"4,400",3.51,"593,904","77,088","217,216"
기타 금융업,"화섬사(폴리에스테르원사(폴리에스터F,폴리에스터SF),폴리에스터직물,아세테이트),석유화학부문(TPA,DMT),섬유원료,직물,BOTTLE용CHIP,접착제,폴리우레탄 제조,",006125,SK디스커버리우,kospi,2026-09-01,"41,100","42,100","40,850","41,500",+14.33%,+6.00%,400,0.97,"4,684",194,511
기타 식품 제조업,"껌,캔디,초코,비스켓,빙과",280360,롯데웰푸드,kospi,2026-08-28,"146,300","150,900","143,200","148,600",+44.13%,+6.22%,"3,900",2.7,"47,437","7,049","13,677"
기타 식품 제조업,설탕,145990,삼양사,kospi,2026-07-07,"46,900","47,100","46,050","47,000",+12.85%,+2.62%,300,0.64,"8,030",377,"4,847"
기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매",017940,E1,kospi,2026-09-01,"98,000","99,000","96,400","98,600",+20.69%,+0.92%,600,0.61,"14,335","1,413","6,763"
기타 화학제품 제조업,페인트 제조,090355,노루페인트우,kospi,2026-08-31,"11,870","11,870","11,870","11,870",+7.23%,+3.58%,0,0.0,12,0,54
봉제의복 제조업,"여성의류,남성의류,캐쥬얼웨어 제조",014990,인디에프,kospi,2026-09-01,"4,010","4,795","3,900","4,170",+768.75%,+29.10%,160,3.99,"6,080,081","25,353",626
부동산 임대 및 공급업,"프랑스 파리 소재 크리스탈파크, 프랑스 아마존 라스트마일 물류센터, 인천 항동 스마트물류센터",357430,마스턴프리미어리츠,kospi,2026-09-01,930,950,910,950,+34.56%,+7.95%,20,2.15,"34,771",33,289
상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",001530,DI동일,kospi,2026-08-28,"28,050","28,350","26,700","28,050",+31.38%,+17.12%,350,1.26,"69,807","1,958","5,810"
생활용품 도매업,"셔츠,스웨터,파자마(섬유제품) 제조,판매,수출/부동산 임대",005320,온타이드,kospi,2026-06-11,"1,110","1,227","1,010","1,146",+7.50%,+46.55%,106,10.19,"3,040,738","3,484",391
신탁업 및 집합투자업,,094800,맵스리얼티,kospi,2026-08-25,"7,220","7,230","7,160","7,220",+44.69%,+0.42%,10,0.14,"42,754",308,"6,702"
연료용 가스 제조 및 배관공급업,도시가스 공급/부동산 임대,004690,삼천리,kospi,2026-09-01,"134,500","135,700","132,000","135,700",+15.78%,+3.59%,"1,200",0.89,"7,787","1,056","4,921"
의약품 제조업,"수액제,이상지질혈증치료제,혈우병치료제,소화기궤양치료제,항생제,도매",001067,JW중외제약2우B,kospi,2026-09-01,"48,800","48,800","47,800","48,800",+6.67%,+6.78%,0,0.0,39,1,102
의약품 제조업,"의약품(신경정신질환치료제,소화기관용약제,연고) 제조,도매",016580,환인제약,kospi,2026-08-11,"10,410","10,500","10,220","10,440",+4.19%,+2.65%,150,1.46,"62,697",654,"1,941"
자동차 부품 및 내장품 판매업,지주회사및경영자문,025530,SJM홀딩스,kospi,2026-06-16,"3,640","3,650","3,565","3,640",+10.81%,+0.28%,20,0.55,"4,806",17,543
자동차 신품 부품 제조업,"자동차용 부품(연료펌프,LPI SYSTEM, FCEV) 제조,판매",009680,모토닉,kospi,2026-09-01,"10,390","10,420","10,260","10,390",+7.11%,+2.06%,0,0.0,"5,887",61,"2,258"
전구 및 조명장치 제조업,"형광등,백열전구,전구식현광등,실드빔(차량용전조) 제조,판매",001210,금호전기,kospi,2026-09-01,"13,070","14,120","12,500","13,300",+2603.25%,+57.40%,230,1.76,"7,870,787","104,681","1,646"
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체검사장비,전자부품,레저용품,석제품 제조,판매,오파,부동산임대업",003160,디아이,kospi,2026-06-15,"29,300","31,850","26,250","30,600",+30.21%,+23.39%,"3,950",14.82,"2,942,808","90,049","8,659"
"펄프, 종이 및 판지 제조업","제지(신문용지,중질지),합판 제조,건설,석유류 판매",001020,페이퍼코리아,kospi,2026-06-15,"2,520","2,700","2,420","2,675",+27.38%,+16.30%,205,8.3,"42,628",114,952
1차 비철금속 제조업,"첨단유리온실, 온실용자재설치공사, 알루미늄 압출/가공제품",186230,그린플러스,kosdaq,2026-06-17,"3,520","3,535","3,450","3,530",+5.69%,+1.58%,15,0.43,"11,408",40,385
건물 건설업,"건축, 토목",011370,서한,kosdaq,2026-09-01,"3,835","3,850","3,760","3,835",+370.55%,+389.78%,0,0.0,"19,158",73,773
고무제품 제조업,"프린터 부품, LED 조명기기,및 헬스케어 제품 제조업체",065690,파커스,kosdaq,2026-09-01,"1,881","1,900","1,797","1,900",+72.26%,+2.70%,19,1.01,"65,631",124,228
귀금속 및 장신용품 제조업,"주얼리,가죽제품,손목시계",026040,제이에스티나,kosdaq,2026-06-15,"2,265","2,845","2,170","2,615",+32.07%,+21.91%,390,17.53,"4,449,368","11,635",431
금융 지원 서비스업,금융 지원 서비스(기업인수목적회사),474490,유안타제16호스팩,kosdaq,2026-08-20,"2,075","2,080","2,075","2,075",+1.22%,+0.24%,0,0.0,"15,771",32,114
금융 지원 서비스업,기업인수합병,475240,하나32호스팩,kosdaq,2026-08-27,"2,100","2,100","2,095","2,100",+1.69%,+0.48%,5,0.24,"1,137",2,67
금융 지원 서비스업,기업인수합병,475250,하나33호스팩,kosdaq,2026-08-27,"2,085","2,095","2,090","2,090",+0.97%,+0.48%,5,0.24,"6,088",12,77
금융 지원 서비스업,기업인수합병,479880,한국제15호스팩,kosdaq,2026-08-27,"2,070","2,075","2,060","2,075",+1.22%,+0.48%,10,0.48,"23,375",48,142
