섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,135A,Vrain Solution Inc,tse,2026-09-09,"4,600","4,745","4,495","4,650",+16.10%,+4.49%,85,1.86,"75,100",349,N/A
IT 서비스 및 컨설팅,57201010,153A,Caulis Inc,tse,2026-09-15,"1,658","1,680","1,590","1,660",+44.98%,+3.75%,82,5.2,"87,000",144,N/A
IT 서비스 및 컨설팅,57201010,332A,MEEQ Inc,tse,2026-09-16,"1,155","1,195","1,160","1,190",+14.75%,+5.12%,35,3.03,"74,600",88,N/A
개인 서비스,54201030,150A,JSH Co Ltd,tse,2026-09-16,841,879,825,855,+150.00%,+8.92%,14,1.66,"340,300",290,N/A
건설 및 엔지니어링,52201020,341A,Toyokoh Inc,tse,2026-09-14,"2,272","2,310","2,255","2,295",+14.35%,+5.13%,36,1.59,"40,900",93,N/A
경영 지원 서비스,52203040,189A,D&M Company Co Ltd,tse,2026-09-16,"1,059","1,080","1,059","1,069",+11.70%,+3.29%,10,0.94,"4,500",4,N/A
경영 지원 서비스,52203040,296A,Reiwa Accounting Holdings Co Ltd,tse,2026-09-16,"1,198","1,248","1,197","1,245",+61.90%,+8.26%,47,3.92,"93,500",116,N/A
경영 지원 서비스,52203040,369A,A-tie Co Ltd,tse,2026-09-09,"2,645","2,714","2,606","2,714",+29.98%,+5.81%,112,4.3,"18,200",49,N/A
고용 서비스,52203030,142A,Jinjibu Co Ltd,tse,2026-09-16,874,896,872,875,+22.21%,+3.43%,1,0.11,"15,200",13,N/A
레스토랑 및 바,53301020,428A,Cypress Holdings Co Ltd,tse,2026-09-16,"1,676","1,750","1,666","1,750",+47.55%,+11.61%,74,4.42,"28,100",49,N/A
반도체,57101010,167A,Ryoyo Ryosan Holdings Inc,tse,2026-09-01,"3,275","3,305","3,260","3,290",+21.31%,+4.11%,15,0.46,"127,400",419,N/A
소프트웨어,57201020,269A,Sapeet Inc,tse,2026-09-09,"2,900","2,969","2,856","2,968",+31.33%,+2.81%,128,4.51,"10,700",31,N/A
식품 가공,54102020,556A,INUNEKO-SEIKATSU Co. Ltd.,tse,2026-07-02,"2,431","2,557","2,303","2,557",+14.51%,+12.84%,213,9.09,"108,100",276,N/A
"오일, 가스 정제 및 마케팅",50102030,416A,Fuji United Holdings Co Ltd,tse,2026-09-16,"1,354","1,365","1,348","1,365",+18.18%,+4.60%,11,0.81,"17,900",24,N/A
온라인 서비스,57201030,479A,PRONI Inc,tse,2026-08-28,"2,009","2,139","1,972","2,139",+67.90%,+11.12%,147,7.38,"93,000",198,N/A
"의료 장비, 물품 및 유통",56101020,197A,TAUNS Laboratories  Inc.,tse,2026-09-15,515,520,512,519,+9.74%,+3.18%,7,1.37,"376,700",195,N/A
