섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,603322,Super Telecom Co Ltd Class A,sse,2026-09-14,32.23,32.64,32.10,32.59,+11.38%,+5.74%,0.52,1.62,"1,073,200",34,N/A
무선 통신 서비스,57401020,603236,Quectel Wireless Solutions Co Ltd Class A,sse,2026-09-16,69.74,72.96,69.98,72.39,+48.07%,+19.42%,2.65,3.8,"5,517,431",399,N/A
반도체,57101010,688002,Raytron Technology Co Ltd Class A,sse,2026-09-16,186.09,187.35,185,187.26,+30.04%,+2.09%,1.17,0.63,"881,039",164,N/A
반도체,57101010,688432,GRINM Semiconductor Materials Co Ltd Class A,sse,2026-07-10,56.60,60.59,56.72,58.40,+141.27%,+29.15%,4.34,8.03,"27,195,238","1,588",N/A
반도체 장비 및 테스트,57101020,688033,Beijing Tianyishangjia High-tech Materials Corp Ltd Class A,sse,2026-09-09,7.36,7.44,7.18,7.36,+14.46%,+1.24%,0.05,0.68,"349,029",2,N/A
산업용 기계 및 장비,52102010,603270,Shandong Golden Empire Precision Machinery Technology Co Ltd Class A,sse,2026-09-16,35.17,35.80,34.54,35.47,+16.33%,+7.58%,0.30,0.85,"1,694,295",60,N/A
소비자 출판,53302040,603230,Inner Mongolia Xinhua Distribution Group Co Ltd Class A,sse,2026-09-16,11.14,12.25,12.25,12.25,+31.02%,+25.64%,1.11,9.96,"4,999,701",61,N/A
오락용 제품,53205020,600818,Zhonglu Co Ltd Class A,sse,2026-09-16,8.81,8.95,8.78,8.84,+51.89%,+12.18%,0.03,0.34,"944,400",8,N/A
온라인 서비스,57201030,600228,Fanli Digital Technology Co Ltd Class A,sse,2026-09-16,11.19,11.77,11.08,11.62,+30.27%,+22.96%,0.43,3.84,"7,530,800",87,N/A
통합 하드웨어 및 소프트웨어,57107010,603082,BZS (Beijing) Technology Development Co.  Ltd. Class A,sse,2026-09-16,52.98,55,51.77,54.03,+16.48%,+17.25%,1.05,1.98,"6,511,385",351,N/A
특수 화학제,51101030,603051,Guangzhou Lushan New Materials Co Ltd Class A,sse,2026-09-16,23.72,24.12,23.49,24.10,+16.54%,+6.92%,0.38,1.6,"984,497",23,N/A
특수 화학제,51101030,603991,Shenzhen Leading Semiconductor Industry Co.  Ltd Class A,sse,2026-09-16,182.22,184.30,181,183.29,+37.24%,+3.74%,1.07,0.59,"298,200",54,N/A
