섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
"배달, 우편, 항공 화물 및 육상 물류",52405010,VNL,VINALINK LOGISTICS JOINT STOCK COMPANY,hose,2026-08-03,"19,300","19,300","18,900","19,300",+1.58%,+1.05%,400,2.12,"12,700",245,N/A
"부동산 임대, 개발 및 운영",60101010,CDC,Chuong Duong Corp,hose,2026-09-18,"20,600","21,100","20,500","21,000",+8.25%,+8.25%,400,1.94,"1,766,524","37,097",N/A
비즈니스 지원 용품,52203060,TLG,Thien Long Group Corp,hose,2026-09-18,"54,300","54,800","53,300","54,700",+11.07%,+3.21%,"1,200",2.24,"314,655","17,211",N/A
상품 화학,51101010,ADP,A Dong Paint JSC,hose,2026-09-22,"24,200","24,400","24,000","24,200",+10656.99%,+2.11%,0,0.0,"6,613",160,N/A
수자원 유틸리티,59103010,TDW,Thu Duc Water Supply JSC,hose,2026-06-30,"48,000","48,000","48,000","48,000",+0.00%,+2.56%,"1,200",2.56,601,28,N/A
양조업,54101010,SMB,SAI GON-MIEN TRUNG BEER JOINT STOCK COMPANY,hose,2026-09-03,"40,500","41,900","40,500","40,900",+5.01%,+0.99%,400,0.99,"19,552",799,N/A
오일 및 가스 수송 서비스,50103030,PVP,Pacific Petroleum Transportation JSC,hose,2026-09-22,"19,500","20,500","19,500","19,500",+5.41%,+5.12%,0,0.0,"1,659,436","32,359",N/A
"오일, 가스 정제 및 마케팅",50102030,ASP,An Pha Petroleum Group JSC,hose,2026-09-21,"16,100","16,300","15,800","16,150",+81.26%,+4.19%,50,0.31,"182,211","2,942",N/A
용기(종이 제외) 및 포장재,51302010,MCP,Mychau Printing and Packaging Corp,hose,2026-09-10,"28,150","28,200","27,900","28,150",+0.54%,+0.90%,150,0.54,"42,700","1,202",N/A
은행,55101010,HDB,Ho Chi Minh City Development Joint Stock Commercial Bank,hose,2026-08-27,"27,800","28,650","27,500","28,000",+8.53%,+3.32%,450,1.63,"27,842,650","779,594",N/A
종이 포장재,51302020,DHC,Donghai JSC of Bentre,hose,2026-09-15,"37,100","39,150","36,800","38,800",+403646.11%,+7.78%,"1,700",4.58,"776,892","30,143",N/A
컴퓨터 및 전자 제품 소매,53403050,DGW,Digiworld Corp,hose,2026-09-15,"46,300","47,000","44,900","46,550",+15.65%,+4.14%,"1,450",3.22,"3,347,704","155,835",N/A
