섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,603322,Super Telecom Co Ltd Class A,sse,2026-07-10,31.06,32.34,29.80,32.23,+11.95%,+12.07%,2,6.62,"12,095,500",389,N/A
IT 서비스 및 컨설팅,57201010,688023,DBAPPSecurity Co Ltd Class A,sse,2026-09-04,43.07,46.67,43.90,45.20,+19.67%,+7.47%,3.90,9.44,"8,460,904",382,N/A
건설 및 엔지니어링,52201020,600491,Long Yuan Construction Group Co Ltd Class A,sse,2026-08-21,1.81,1.94,1.68,1.91,+50.39%,+14.37%,0.15,8.52,"130,950,289",250,N/A
건설 자재,51202010,600802,Fujian Cement Inc Class A,sse,2026-09-10,5.61,5.86,5.22,5.86,+28.23%,+12.26%,0.53,9.94,"40,791,020",239,N/A
고속도로 및 철도,52407030,600377,Jiangsu Expressway Co Ltd Class A,sse,2026-09-10,12.61,12.82,12.57,12.78,+5.19%,+2.32%,0.18,1.43,"13,419,655",171,N/A
무알콜 음료,54101030,605198,Yantai North Andre Juice Co Ltd Class A,sse,2026-06-18,81.70,82.98,77,82.85,-3.77%,+24.96%,4,5.07,"5,593,356",463,N/A
민자 발전 사업,59101020,600027,Huadian Power International Corp Ltd Class A,sse,2026-09-09,4.90,4.95,4.86,4.93,+2.48%,+2.28%,0.05,1.02,"68,013,475",335,N/A
민자 발전 사업,59101020,600163,Zhongmin Energy Co Ltd Class A,sse,2026-06-18,5.63,5.80,5.50,5.72,-2.22%,+10.42%,0.18,3.25,"77,569,925",443,N/A
백화점,53402010,600697,Chang Chun Eurasia Group Co Ltd Class A,sse,2026-09-09,11.75,12.16,10.90,12.16,+16.92%,+5.19%,1.11,10.05,"10,232,716",124,N/A
백화점,53402010,600738,Lanzhou Lishang Guochao Industrial Group Co Ltd Class A,sse,2026-09-09,4.52,4.79,4.27,4.56,+16.62%,+1.79%,0.21,4.83,"43,998,758",200,N/A
백화점,53402010,601086,Gansu Guofang Industry & Trade Group Co Ltd Class A,sse,2026-09-11,16.35,17.99,15.64,17.99,+155.18%,+29.24%,1.64,10.03,"108,843,214","1,958",N/A
복합 유틸리티,59104010,605011,Hangzhou Cogeneration Group Co Ltd Class A,sse,2026-07-20,20.04,20.93,19.44,20.30,+13.15%,+20.62%,1.27,6.67,"39,536,030",802,N/A
"부동산 임대, 개발 및 운영",60101010,600082,Tianjin Hi-Tech Development Co Ltd Class A,sse,2026-09-08,3.08,3.26,3.05,3.23,+9.12%,+6.60%,0.27,9.12,"27,027,076",87,N/A
석탄,50101010,600180,CCS Supply Chain Management Co Ltd Class A,sse,2026-09-11,1.72,1.89,1.68,1.89,+46.51%,+25.17%,0.17,9.88,"39,712,600",75,N/A
소비자 대출,55101030,600901,Jiangsu Financial Leasing Co Ltd Class A,sse,2026-09-10,6.83,6.86,6.75,6.83,+6.06%,+2.09%,0.08,1.19,"24,453,111",167,N/A
소비자 출판,53302040,603230,Inner Mongolia Xinhua Distribution Group Co Ltd Class A,sse,2026-09-08,10.32,11.06,9.91,10.42,+13.14%,+4.72%,0.37,3.68,"15,401,874",160,N/A
