섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,135A,Vrain Solution Inc,tse,2026-07-03,"4,570","4,640","4,280","4,575",+29.42%,+12.41%,255,5.9,"169,600",775,N/A
IT 서비스 및 컨설팅,57201010,153A,Caulis Inc,tse,2026-09-07,"1,569","1,616","1,535","1,594",+32.39%,+9.55%,25,1.59,"92,700",147,N/A
IT 서비스 및 컨설팅,57201010,332A,MEEQ Inc,tse,2026-09-07,"1,138","1,156","1,136","1,149",+13.43%,+4.55%,11,0.97,"45,300",52,N/A
개인 서비스,54201030,477A,Startline Co Ltd,tse,2026-09-04,818,860,781,853,+38.25%,+15.11%,67,8.52,"53,200",45,N/A
건설 및 엔지니어링,52201020,256A,Tobishima Holdings Inc,tse,2026-09-07,"2,214","2,246","2,217","2,230",+15.19%,+2.20%,16,0.72,"129,900",289,N/A
건설 및 엔지니어링,52201020,341A,Toyokoh Inc,tse,2026-08-31,"2,195","2,346","2,136","2,229",+11.39%,+5.89%,95,4.45,"178,200",397,N/A
경영 지원 서비스,52203040,189A,D&M Company Co Ltd,tse,2026-09-07,"1,026","1,028","1,028","1,028",+11.62%,+1.18%,2,0.19,300,0,N/A
광고 및 마케팅,53302010,415A,GMO TECH Holdings Inc,tse,2026-09-04,"5,150","5,150","5,080","5,150",+9.57%,+0.59%,0,0.0,500,2,N/A
부동산 서비스,60101020,276A,CCReB Advisors Inc,tse,2026-09-07,"4,035","4,225","4,000","4,210",+51.71%,+12.72%,175,4.34,"43,700",183,N/A
"부동산 임대, 개발 및 운영",60101010,463A,Intellex Holdings Co Ltd,tse,2026-08-31,"1,004","1,034","1,002","1,024",+14.41%,+1.99%,26,2.61,"32,800",33,N/A
소프트웨어,57201020,269A,Sapeet Inc,tse,2026-08-31,"2,872","2,970","2,878","2,924",+41.87%,+4.73%,65,2.27,"8,000",23,N/A
식품 소매 및 유통,54301020,417A,Blue Zones Holdings Co Ltd,tse,2026-09-04,"1,906.50","1,920","1,882.50","1,918",+8.33%,+3.04%,23,1.21,"99,700",191,N/A
할인점,53402020,141A,Trial Holdings Inc,tse,2026-09-04,"4,155","4,265","4,070","4,235",+52.46%,+6.68%,195,4.83,"654,800","2,773",N/A
